jeremić,a	jer,emi,ća
treći,m	tre,ć,im
strana,ma	str,an,ama
nerešen,o	n,ere,š,eno
ustav,u	ust,avu
ran,ijih	ran,ij,ih
mahčupjan,u	mah,č,up,jan,u
nemusliman,i	nem,uslim,ani
decenija,ma	dec,en,ij,ama
smer,u	s,mer,u
imovinski,h	im,ov,inski,h
nemuslimanski,h	nem,uslim,ans,kih
trening,u	tre,ning,u
stadion,u	stad,ion,u
meč,a	me,ča
tim,a	tima
bolest,i	bo,lest,i
osnivač,a	os,n,iva,ča
pozorišni,h	poz,ori,š,nih
rovinj,u	r,ovin,ju
salon,u	sal,onu
rad,ovi	rad,ovi
luksemburg,a	l,uk,semb,urga
pakistan,a	p,ak,ist,ana
višegrad,u	vi,š,egrad,u
ujedinjen,e	uj,edin,jene
krdžali,ju	k,rd,ž,al,iju
seminar,a	se,min,ara
renomiran,i	renom,ir,ani
ekspert,i	ek,sp,erti
koncert,e	kon,cert,e
poznati,h	pozn,atih
kompozitor,a	kom,poz,itora
liponenov,om	l,ip,onen,ov,om
masmedij,a	mas,med,ija
prav,u	prav,u
interes,i	inter,esi
interes,ima	interes,ima
prednost,i	pred,nosti
čest,a	č,esta
vlasnik,e	v,las,nike
direktor,e	dire,kt,ore
urednik,a	ured,nika
sudski,h	sud,skih
postupak,a	post,up,aka
liponenov,e	l,ip,onen,ove
uvodnik,u	uv,od,niku
liponen,a	l,ip,on,ena
list,ova	list,ova
zajednica,ma	z,aj,ed,nic,ama
motivisan,a	motiv,is,ana
opštinski,h	op,št,inski,h
prijem,ima	p,rij,em,ima
događaj,e	d,oga,đ,aje
haos,a	ha,osa
sprovođenje,m	spro,vo,đen,jem
ustav,om	ust,av,om
aparat,a	apar,ata
frižider,a	fri,ž,ider,a
zamrzivač,a	zam,rz,iva,ča
budžetski,m	bud,ž,ets,kim
suficit,om	s,uf,icit,om
deficit,om	def,icit,om
spor,ijeg	spor,ij,eg
ulog,a	ul,oga
stran,ih	str,ani,h
muzičar,a	muz,ič,ara
ijan,a	i,jana
braun,a	bra,una
planiran,a	plan,ir,ana
masakr,a	mas,akra
exit,-u	exit,-u
sad,u	sad,u
posetilac,a	pos,etil,aca
izvođač,a	iz,vo,đa,ča
akreditovan,ih	ak,redit,ov,ani,h
izveštač,i	iz,ve,šta,či
bbc,-a	bbc,-a
mtv,-a	mt,v,-a
ljubitelj,e	lj,ub,itel,je
i,'m	i,'m
izvođač,ima	iz,vo,đa,č,ima
andervorld,a	and,erv,orld,a
posleratni,h	pos,ler,at,nih
naj,poznat,iji	naj,pozn,at,iji
koren,e	k,ore,ne
opis,a	op,isa
ovogodišnji,h	ov,og,odi,šnj,ih
glastonberi,ja	g,last,on,ber,ija
društven,im	d,ru,št,ven,im
tih,u	t,ihu
tekst,u	tek,stu
napad,i	nap,adi
exit,-a	exit,-a
pominjanje,m	p,omin,jan,jem
masakr,u	mas,ak,ru
mnoštvo,m	m,no,š,tv,om
hrvat,ima	h,rvat,ima
drugi,ma	drug,ima
rat,u	rat,u
sad,a	s,ada
petrovaradin,u	p,etro,var,adin,u
nasmejan,a	nas,me,jana
festival,i	festival,i
društven,a	d,ru,št,vena
hašim,om	ha,š,im,om
tači,jem	ta,č,ij,em
diplomatski,m	di,plom,ats,kim
hašim,u	ha,š,imu
tači,ju	ta,č,iju
jakup,om	jak,up,om
krasnići,jem	k,ras,nić,ij,em
zamenik,om	z,amen,ikom
leri,jem	l,er,ij,em
rosin,om	ros,inom
rumunski,m	rum,un,skim
adrijan,om	ad,rij,anom
čorojanu,om	č,oro,jan,u,om
hose,a	h,ose,a
luis,a	l,uis,a
rodrigez,a	rod,rige,za
zapater,a	z,ap,atera
gost,iju	g,ost,iju
nemački,m	n,ema,č,kim
štajnmajer,om	š,taj,nm,ajer,om
brz,o	br,zo
potpun,e	pot,p,une
guverner,a	gu,ver,ner,a
delegat,a	de,leg,ata
vodeći,h	v,ode,ć,ih
žan,om	ž,anom
lemijer,om	l,em,ij,er,om
investitor,ima	invest,itor,ima
očekivan,og	o,ček,ivan,og
biznis,om	biz,nis,om
potpredsednik,om	pot,pred,sed,nikom
miroljub,om	mi,rol,jub,om
labus,om	lab,us,om
projekt,ima	projekt,ima
ton,u	ton,u
potpun,im	pot,pun,im
uspeh,om	us,pe,hom
rat,a	rata
narod,i	nar,odi
lak,ši	lak,ši
kongres,u	kong,res,u
kofi,ja	k,of,ija
anan,a	an,ana
prihvatljiv,og	pri,h,vat,ljiv,og
demokrata,ma	dem,okrat,ama
priznat,i	pr,iz,n,ati
udar,a	udara
skor,o	sk,oro
rezolucija,ma	rez,ol,uc,ij,ama
vremenski,m	v,rem,ens,kim
okvir,om	ok,vi,rom
redžep,a	red,ž,ep,a
tajip,a	t,aj,ipa
erdogan,a	e,rd,og,ana
aerodrom,i	a,er,od,rom,i
brod,ove	bro,d,ove
avion,e	av,ione
obim,a	ob,ima
sali,jem	sal,ij,em
žestok,u	ž,est,oku
kritičar,i	krit,ič,ari
edi,ja	ed,ija
problem,om	problem,om
pojedinac,a	poj,edin,aca
zakon,om	zak,onom
neuobičajen,o	neu,obi,čaj,eno
otkaz,a	ot,k,aza
osoba,ma	os,ob,ama
status,om	status,om
službenik,a	sl,u,ž,ben,ika
njen,im	n,jen,im
strog,om	st,rog,om
faktor,om	faktor,om
visok,e	vis,oke
ostali,m	ostal,im
nosilac,a	nos,il,aca
monopol,ima	mon,opol,ima
višegodišnji,h	vi,š,eg,odi,šnj,ih
monopol,a	mon,op,ola
pogodnost,i	p,og,od,nosti
monopolist,i	mon,opol,isti
biznismen,a	biz,n,ism,ena
opterećen,i	opt,ere,ć,eni
cena,ma	cen,ama
monopol,i	mon,op,oli
kartel,i	kart,eli
monopolistički,h	mon,opol,isti,čkih
proizvođač,e	pro,iz,vo,đa,če
domaći,h	dom,ać,ih
mmf,-a	mm,f,-a
monopol,e	mon,op,ole
prehramben,oj	preh,ram,ben,oj
mali,m	mal,im
prihod,ima	pri,hod,ima
nezaposlen,i	nez,apos,len,i
kartel,e	kart,ele
reč,i	re,či
neobuzdan,a	ne,ob,uz,dana
nezakonit,o	nez,akon,ito
stan,a	st,ana
unuk,a	un,uka
intelektualac,a	intele,kt,ual,aca
organizovan,a	organiz,ov,ana
dokument,u	dok,ument,u
civil,a	civil,a
saopštenje,m	sa,op,šten,jem
penzionisan,i	pen,zion,is,ani
pridruživanje,m	pr,id,ruž,ivan,jem
saveznik,a	save,zn,ika
ostali,ma	ostal,ima
mek,i	mek,i
star,e	st,are
rat,ovi	rat,ovi
raspad,a	ras,pada
jednak,i	jedn,aki
klimav,im	k,lim,av,im
temelj,ima	tem,elj,ima
prihod,e	pri,hode
marković,em	mark,ović,em
blok,u	blo,ku
diplomiran,i	di,plom,ir,ani
bogat,i	bog,ati
most,a	most,a
mihail,u	m,ih,ail,u
jovović,u	j,ov,ović,u
urednik,u	ured,niku
vijest,i	v,ij,esti
glava,ma	gl,av,ama
komunistički,m	kom,unist,ič,kim
vreme,nima	v,remen,ima
neuspeh,a	ne,us,pe,ha
izazov,i	iz,az,ovi
nedelja,ma	ned,elj,ama
stvarnost,i	st,var,nosti
loš,e	lo,še
slab,a	sl,aba
nezaposlenost,i	nez,apos,len,osti
novčan,e	nov,č,ane
slab,om	sl,ab,om
stručnost,i	str,uč,nosti
ran,ijim	ran,ij,im
izveštaj,em	iz,ve,št,ajem
euleks,-om	e,ule,ks,-,om
mustaf,a	must,afa
nov,o	n,ovo
transparens,i	trans,pare,ns,i
internešenel,a	inter,ne,šen,ela
naj,nov,ije	naj,nov,ije
severni,m	se,ver,nim
sastav,u	s,ast,avu
bamir,om	b,ami,rom
topi,jem	top,ij,em
američki,m	amer,ič,kim
ambasador,om	amb,as,ador,om
džon,om	d,ž,onom
viters,om	vit,ers,om
pravosudni,m	prav,os,ud,nim
izborni,m	iz,born,im
fudbalski,h	f,ud,b,als,kih
balkan,om	b,alkan,om
fudbalski,m	f,ud,b,als,kim
liga,ma	lig,ama
kvalifikacioni,h	k,val,ifik,acion,ih
hrvat,a	h,rv,ata
prevara,ma	prev,aram,a
namešten,ih	name,šten,ih
nemački,h	n,ema,čkih
fenerbahče,a	f,ener,bah,č,ea
ulm,a	ul,ma
igrač,a	ig,rač,a
genčlerbirligi,ja	gen,č,ler,b,irl,ig,ija
džavdžavljev,ih	d,ž,av,d,ž,avl,jev,ih
sport,u	sport,u
dokaz,e	dok,aze
sportski,h	sports,kih
skandal,a	sk,and,ala
poverljiv,ih	p,over,ljiv,ih
sumnjiv,im	sum,nj,iv,im
utakmica,ma	ut,ak,mic,ama
klupski,h	kl,up,skih
brz,im	br,zim
rasprostranjen,iji	ras,pro,str,an,jen,iji
msp,-om	m,sp,-,om
predstavljen,i	pred,st,avl,jeni
pravni,h	pr,avn,ih
usmen,e	us,mene
argument,e	argument,e
jordan,a	j,ord,ana
integritet,a	integ,rit,eta
pravo,m	prav,om
miloševićev,a	m,ilo,š,ević,eva
pravni,m	pr,avn,im
naslednik,om	nas,led,nikom
integritet,u	integ,rit,etu
odvojen,e	od,voj,ene
suveren,e	su,ver,ene
usmen,og	us,men,og
sudski,m	sud,skim
proces,ima	proces,ima
rođak,a	ro,đ,aka
obzir,a	ob,z,ira
krivični,h	kr,ivi,čnih
kriminalac,a	k,riminal,aca
kriminalistički,h	k,riminal,isti,čkih
nemoguć,a	nem,oguć,a
otpadni,h	ot,pad,nih
priobalni,m	pri,ob,al,nim
naj,izolovan,ijih	naj,iz,ol,ovan,ij,ih
zatvoren,ih	zat,v,oren,ih
dubina,ma	d,ubin,ama
kiseonik,a	k,ise,on,ika
kiseonik,om	k,ise,on,ikom
sloj,u	s,lo,ju
osetljiv,o	os,et,ljivo
poremećaj,e	p,ore,me,ć,aje
ekosistem,a	ek,os,istema
neodrživ,e	ne,od,rž,ive
prinos,ima	pr,inos,ima
jevtin,ijim	je,vt,in,ij,im
raširen,e	raš,ire,ne
pesticid,a	pest,ic,ida
priobalni,h	pri,ob,al,nih
sliv,u	sl,ivu
ulov,i	ul,ovi
šlep,ovi	š,lep,ovi
dopisnik,u	d,op,is,niku
setimes,-a	set,imes,-a
ribar,a	rib,ara
šekip,a	š,ek,ipa
jalčin,a	j,al,čina
obalski,h	ob,als,kih
imejl,om	ime,jl,om
projekt,i	proj,ek,ti
odgovor,u	od,gov,oru
otpad,a	otp,ada
projekt,e	proj,ekte
seoski,h	se,os,kih
otpadni,m	ot,pad,nim
hranljiv,im	hr,an,ljiv,im
materija,ma	mater,ij,ama
organizam,a	organiz,ama
preteran,og	preter,an,og
pogoršan,om	p,og,or,šan,om
prečišćen,ih	pre,či,š,ćen,ih
kanalizacion,ih	kan,al,izacion,ih
nedomorodački,h	n,edom,or,oda,čkih
čvrst,og	č,vr,st,og
azotni,h	az,ot,nih
fosforni,h	fos,f,orn,ih
dunav,a	d,un,ava
obalni,h	ob,al,nih
more,m	more,m
tri,ma	tr,ima
protokol,ima	prot,okol,ima
istanbul,u	i,stanbul,u
navod,ima	nav,od,ima
hranljiv,ih	hr,an,ljiv,ih
industrijski,h	indust,ri,js,kih
autor,i	aut,ori
produktivnost,i	produ,ktiv,nosti
reka,ma	rek,ama
sam,o	s,amo
hemijski,h	h,emi,js,kih
zagađivač,a	z,aga,đ,iva,ča
prisutnost,i	pris,ut,nosti
povećan,i	p,ove,ć,ani
naftni,h	na,ft,nih
gasni,h	gas,nih
kvartal,u	kv,art,alu
uvoznik,a	uvo,zn,ika
zadužen,ih	z,adu,žen,ih
kredit,i	k,redit,i
udružen,i	ud,ruž,eni
uvoz,a	uvo,za
prijem,a	p,rij,ema
plan,ovi	plan,ovi
eps,-a	eps,-a
generator,a	generator,a
kralj,a	k,ral,ja
abdulah,a	ab,dul,aha
abdulaziz,a	ab,dul,az,iza
konflikt,i	kon,fli,kti
dijalog,om	d,ij,alog,om
tajlandski,m	taj,land,skim
nitj,om	nit,jom
pibulsongram,om	p,ib,uls,ong,ram,om
abdulah,om	ab,d,ulah,om
gul,om	g,ul,om
predsedavajući,m	pred,sed,avaju,ć,im
željko,m	ž,elj,kom
komšić,em	kom,š,ić,em
bosanski,m	bos,ansk,im
sven,om	s,ven,om
alkalaj,em	al,kal,ajem
milorad,om	m,ilor,ad,om
živković,em	ž,iv,k,ović,em
morski,h	m,ors,kih
vezan,im	vez,anim
memorandum,u	mem,or,andum,u
glasač,e	gl,asa,če
birač,i	b,ira,či
vladajući,m	vl,ad,aju,ć,im
glavni,m	gl,avn,im
opozicioni,m	op,oz,icion,im
partija,ma	part,ij,ama
birač,ima	b,ira,č,ima
veton,a	v,et,ona
suroi,ja	s,uro,ija
školovan,i	š,kol,ov,ani
jednak,e	jedn,ake
minimum,om	minimum,om
ugrožen,e	ug,ro,ž,ene
žestok,om	ž,est,ok,om
ahtisarijev,om	a,ht,is,ari,jev,om
protest,ima	pro,test,ima
hašim,a	ha,š,ima
pokret,a	pok,reta
građanski,m	gra,đ,ansk,im
siv,oj	s,ivo,j
dubok,oj	d,ub,ok,oj
habzburg,a	hab,zburg,a
dominik,a	domin,ika
muzičar,i	muz,ič,ari
andre,a	andrea
roland,a	rol,anda
viljazon,a	v,il,j,azon,a
žak,a	ž,aka
lusije,a	l,us,ij,ea
danijel,a	dan,ij,ela
barenboim,a	b,aren,bo,ima
program,ima	program,ima
specijalizovan,om	spec,ij,aliz,ovan,om
vrhunski,h	vr,hun,skih
sprortist,a	spr,ort,ista
igra,ma	ig,rama
slovenka,ma	s,lo,ven,k,ama
igrač,em	ig,rač,em
turnir,u	turn,iru
komesar,a	k,omes,ara
katastrofa,ma	kata,stro,f,ama
uveren,a	uver,ena
borisov,u	b,oris,ovu
ubedljiv,e	ub,ed,lj,ive
kabinet,u	k,abinet,u
manuel,a	man,uela
socijalistički,h	soci,jal,isti,čkih
ep,-a	ep,-a
odgovor,i	od,gov,ori
vezan,a	vez,ana
kvalifikovanost,i	k,val,ifik,ovan,osti
ltd,-om	ltd,-,om
nezakonit,ih	nez,akon,it,ih
koordinator,i	ko,ordinator,i
rok,a	r,oka
butiljone,a	b,util,j,one,a
ingrid,u	in,grid,u
nov,oj	nov,oj
ekološki,h	ek,olo,ških
gerb,-a	ger,b,-a
dužnost,i	du,ž,nosti
zamenik,u	z,amen,iku
general,u	general,u
anju,u	an,ju,u
angelov,u	angel,ovu
ilijan,a	i,lij,ana
mihov,a	m,ih,ova
profesor,a	prof,es,ora
član,om	č,lan,om
haris,om	har,is,om
silajdžić,em	sil,aj,d,ž,ić,em
red,ovima	red,ovima
butmir,u	but,mir,u
političar,ima	pol,iti,č,ar,ima
valentin,a	val,entina
inck,a	in,cka
suveren,u	su,ver,enu
poziv,i	poz,ivi
stranački,m	str,ana,č,kim
državni,m	drž,avn,im
ljutit,a	lj,ut,ita
pokušaj,em	p,oku,š,ajem
nevladin,a	ne,vl,ad,ina
kongres,a	kong,resa
bošnjački,h	bo,š,nja,čkih
davutoglu,a	dav,ut,og,lua
investicioni,m	invest,icion,im
konj,a	kon,ja
hleb,a	hle,ba
višenedeljni,h	vi,š,ened,elj,nih
jak,ih	jak,ih
obližnji,m	ob,li,ž,nj,im
nikicin,om	n,ik,icin,om
kuća,ma	ku,ć,ama
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	baz,ena
dan,u	dan,u
kopnen,a	kop,n,ena
čovek,a	č,ove,ka
distanca,ma	dist,anc,ama
jak,e	j,ake
zub,e	z,ube
okolni,h	okol,nih
travnat,o	tr,avn,ato
dug,im	d,ug,im
šetnja,ma	šet,nj,ama
restoran,a	rest,or,ana
čuven,og	ču,ven,og
mlad,og	ml,ad,og
mužjak,a	mu,ž,j,aka
udvarač,a	ud,vara,ča
sam,og	sam,og
pažljiv,i	pa,ž,lj,ivi
prgav,i	pr,g,avi
rep,om	rep,om
sečivo,m	se,č,iv,om
rotor,a	rot,ora
poplava,ma	pop,lav,ama
nacrt,e	n,acr,te
premijerov,im	prem,ij,er,ov,im
vladajući,h	vl,ad,aju,ć,ih
taričanu,om	t,ari,č,anu,om
renov,e	ren,ove
taričanuov,u	t,ari,č,anu,ovu
naoružan,om	na,oru,ž,anom
bacač,a	b,aca,ča
udaljen,o	ud,al,jeno
prozor,e	proz,ore
pazar,u	p,az,aru
incident,u	incident,u
širok,u	š,iro,ku
ekstremistički,h	ek,st,rem,isti,čkih
naoružan,e	na,oru,ž,ane
nemir,e	nem,ire
stanovništvo,m	stan,ov,ni,š,tv,om
krasnići,ju	k,ras,nić,iju
naoružan,oj	na,oru,ž,ano,j
arben,a	ar,b,ena
džaferi,ja	d,ža,fer,ija
krasnići,ja	k,ras,nić,ija
razni,h	raz,nih
diktator,a	d,ikt,atora
nesposobnost,i	nes,pos,ob,nosti
klos,i	k,los,i
gradonačelnik,a	grad,ona,č,eln,ika
razlog,e	raz,loge
nacrt,a	n,acr,ta
nasilje,m	n,asil,jem
cilj,evima	cil,jev,ima
bloger,i	blog,eri
zdravstven,og	z,dr,av,st,ven,og
osiguravajući,m	os,igur,avaju,ć,im
raed,u	ra,edu
arafat,u	a,raf,atu
osnivač,u	os,n,iva,ču
podsekretar,a	pod,sek,ret,ara
miroljubiv,e	mi,rol,jub,ive
huligan,i	h,ul,ig,ani
stadion,ima	stad,ion,ima
zatvor,om	zat,vor,om
okupljen,ima	ok,up,ljen,ima
aerodrom,ima	a,er,od,rom,ima
automobil,e	autom,obile
rumun,i	r,um,uni
komentator,a	k,oment,atora
arafat,a	a,raf,ata
nepovezan,i	nep,ove,z,ani
zahtev,i	za,ht,evi
kemal,a	kem,ala
burkaj,a	bur,k,aja
egzil,a	eg,z,ila
aerodrom,u	a,er,od,rom,u
kritičar,a	krit,ič,ara
kurdistan,a	kur,dist,ana
kurdski,h	k,urd,skih
raširen,ih	raš,iren,ih
miroljubiv,u	mi,rol,jub,ivu
bozjelov,im	bo,z,jel,ov,im
mir,u	mir,u
miroljubiv,im	mi,rol,jub,iv,im
manjkav,a	man,jk,ava
taksim,u	t,aks,imu
kurd,ima	k,urd,ima
kurd,a	kur,da
realnost,i	real,nosti
vakuum,a	v,aku,uma
proces,om	proces,om
vojvođanski,h	voj,vo,đ,ans,kih
mađar,a	ma,đ,ara
ujedinjen,u	uj,edin,j,enu
zakon,e	zak,one
plav,a	pl,ava
crven,im	cr,ven,im
pruga,ma	pr,ug,ama
žut,e	ž,ute
državnost,i	drž,avn,osti
dom,ovima	dom,ovima
organizovan,im	organiz,ov,anim
kriminal,om	k,riminal,om
benzinski,h	ben,z,inski,h
gigant,a	g,ig,anta
let,ova	let,ova
star,om	star,om
terminal,u	terminal,u
parking,e	park,inge
putnik,e	put,nike
avionski,h	av,ions,kih
kabl,ova	k,ablo,va
izmir,u	i,z,mir,u
dvostruk,im	d,vo,struk,im
rizik,om	riz,ikom
dvostruk,a	d,vo,str,uka
nered,e	ner,ede
trend,a	trend,a
posledica,ma	pos,led,icama
nedeljnik,u	ned,elj,niku
euleks,-a	e,ule,ks,-a
nemir,ima	nem,ir,ima
nered,ima	ner,ed,ima
nemir,a	nem,ira
rizik,a	riz,ika
uhapšen,ima	uh,ap,šen,ima
pregovarač,i	preg,ov,ara,či
naj,nov,ijih	naj,nov,ij,ih
admiral,om	ad,mir,alom
heri,jem	her,ij,em
ulrih,om	ul,ri,hom
komandant,om	kom,and,antom
združen,ih	zd,ru,žen,ih
napulj,u	nap,ul,ju
šestočlan,e	š,esto,č,lane
frenk,a	f,ren,ka
vizner,a	v,iz,ner,a
volfgang,a	vol,fg,anga
išinger,a	i,š,ing,era
razgovor,ima	raz,gov,or,ima
završen,im	z,avr,šen,im
loš,a	lo,ša
rukovodstvo,m	ru,kov,od,st,vom
london,u	london,u
aspekt,e	as,pe,kte
slab,iji	sl,ab,iji
kurs,a	k,ursa
dinar,a	din,ara
imenitelj,a	imen,itel,ja
radovan,a	rad,ov,ana
jelašić,a	j,ela,š,ić,a
razlika,ma	raz,lik,ama
jelašićev,om	j,ela,š,ić,ev,om
proizvod,ima	pro,iz,vod,ima
obojen,i	ob,oj,eni
kamion,i	kam,ioni
porast,om	por,ast,om
jeftin,og	je,ft,in,og
devetocifren,e	dev,et,oc,if,rene
pismenost,i	p,ism,en,osti
transparentnost,i	transparent,nosti
vladin,og	vl,adin,og
kompjuterski,h	komp,j,uters,kih
starosni,h	star,os,nih
čas,ovi	čas,ovi
vindovs,u	v,ind,ov,su
vord,u	v,ordu
eksel,u	e,ks,elu
osnov,e	os,n,ove
it,-a	it,-a
kompjuter,ima	komp,j,uter,ima
kompjuter,u	komp,j,uter,u
instruktor,e	instr,ukt,ore
prostorija,ma	pro,stor,ij,ama
unutrašnjost,i	un,utra,šnj,osti
pristup,a	pr,ist,upa
ugovor,e	ug,ov,ore
udar,u	ud,aru
urađen,o	ura,đ,eno
provajder,a	prov,aj,dera
trud,a	tr,uda
čin,ovi	čin,ovi
prav,im	prav,im
islam,om	islam,om
motiv,e	m,otive
okolnost,i	okol,nosti
neprihvatljiv,u	nep,ri,h,vat,ljiv,u
islam,a	isl,ama
nametanje,m	nam,et,anjem
nevin,ih	nev,ini,h
korist,i	kor,isti
nadzor,u	nad,z,oru
cerić,a	c,eri,ća
imam,ima	im,am,ima
cerićev,a	c,eri,ć,eva
praznik,a	pr,az,nika
čin,ove	čin,ove
čestit,im	č,est,itim
islamski,m	isl,ams,kim
bošnjak,a	bo,šnj,aka
vernik,e	vern,ike
islam,u	isl,amu
devijacija,ma	dev,ij,acij,ama
amerikanac,a	amer,ikan,aca
musliman,ima	mus,lim,anima
tražilac,a	tra,žil,aca
imigrant,i	im,igr,anti
sunarodnik,a	sun,ar,od,nika
tunis,a	t,un,isa
afrički,h	af,ri,čkih
azijski,h	azi,js,kih
azilant,e	az,il,ante
zabrinut,o	z,ab,rin,uto
poznat,om	pozn,atom
sekretarijat,a	sek,ret,ari,jata
učenik,a	u,čen,ika
čas,ovima	čas,ovima
komesarijat,a	k,omes,ari,jata
neiskorišćen,e	ne,isk,ori,š,ć,ene
solidarnost,i	solid,arn,osti
protest,u	pro,test,u
zapaljiv,u	zap,alj,ivu
okolnost,ima	okol,nost,ima
avganistan,a	avg,an,ist,ana
most,u	most,u
mešovit,a	me,šov,ita
kfor,-om	k,for,-,om
incident,a	incident,a
miroljubiv,oj	mi,rol,jub,ivo,j
napetost,i	nap,et,osti
višemesečni,h	vi,šem,ese,čnih
sever,a	se,vera
kamion,a	kam,iona
punkt,a	punk,ta
izolovan,o	iz,ol,ov,ano
ninić,a	n,ini,ća
miroljubiv,o	mi,rol,jub,ivo
međuetnički,h	me,đ,uet,ni,čkih
nerešen,a	n,ere,š,ena
strpljenje,m	str,pl,jen,jem
komitet,a	kom,it,eta
svemir,a	sv,em,ira
telefon,i	telef,oni
bolnica,ma	bol,nic,ama
prunariju,a	pr,un,ari,j,ua
salcburg,u	sal,cb,urg,u
istraživač,a	istra,ž,iva,ča
slučaj,eve	sl,uč,aje,ve
naj,nov,iju	naj,nov,iju
poremećaj,a	p,ore,me,ć,aja
pacijentov,a	pac,ij,ent,ova
naučnik,a	n,au,č,nika
primerak,a	primer,aka
nepoznat,a	nep,ozn,ata
inostranstvo,m	ino,str,anst,vom
okvir,a	ok,v,ira
standard,e	stand,arde
ministrov,im	ministro,vim
star,oj	star,oj
parivodićev,im	par,iv,odi,ć,ev,im
kreditor,a	k,red,itora
dug,ova	d,ug,ova
ubrzavanje,m	ub,rz,avan,jem
miodrag,a	m,iod,raga
privatizovan,ih	priv,at,iz,ov,ani,h
paket,a	pak,eta
tender,a	t,ender,a
predviđen,im	pred,vi,đen,im
špediterski,h	š,p,edit,ers,kih
transportni,h	transport,nih
postkomunistički,h	post,kom,unist,ič,kih
mesec,u	mes,ecu
zrelost,i	z,re,losti
stepen,u	step,enu
kapital,om	kap,ital,om
sastojak,a	s,ast,oj,aka
resurs,e	res,urse
prenategnutost,i	pren,ateg,nut,osti
saveznik,e	save,zn,ike
strateški,m	strate,š,kim
obostran,oj	obo,str,ano,j
behtel,u	be,ht,elu
animozitet,i	anim,oz,itet,i
sam,ih	sam,ih
spor,om	spor,om
zaliv,a	zal,iva
kosorov,a	k,os,or,ova
arbitražni,m	ar,bit,raž,nim
upućivanje,m	upu,ć,ivan,jem
izgubljen,o	iz,g,ub,lj,eno
prevazilaženje,m	prev,az,ila,žen,jem
zategnut,i	z,ateg,nut,i
osetljiv,oj	os,et,ljivo,j
ivanov,a	i,van,ova
zamah,u	zam,ahu
obrt,u	ob,rt,u
odvojen,u	od,voj,enu
počast,ima	po,č,ast,ima
sejdijuov,og	se,jd,iju,ov,og
portparol,a	port,par,ola
džavit,a	d,ž,av,ita
bećiri,ja	be,ć,ir,ija
narod,e	nar,ode
bojan,a	bo,jana
milković,a	m,ilk,ovi,ća
ina,-e	ina,-e
neosnovan,e	neos,nov,ane
mmf,-om	mm,f,-,om
zahtev,ima	za,ht,ev,ima
produžen,i	produ,ž,eni
investitor,e	invest,itore
resurs,ima	res,urs,ima
talas,u	tal,asu
blag,im	bl,ag,im
naj,bogat,ijih	naj,b,ogat,ij,ih
istorijski,h	istor,ijs,kih
sindikat,e	s,indik,ate
industrijalac,a	indust,rij,al,aca
poreski,h	p,ores,kih
paket,om	paket,om
aranžman,u	aran,ž,man,u
dug,ih	d,ug,ih
jedinstven,om	jed,inst,ven,om
budžet,u	bud,ž,etu
sindikat,i	s,indik,ati
jedinstven,oj	jed,inst,ven,oj
lek,ovi	lek,ovi
pdv,-a	pd,v,-a
jedinstven,a	jed,inst,vena
uticaj,a	ut,ic,aja
izdavač,a	iz,d,ava,ča
koncept,u	kon,cept,u
tim,ove	tim,ove
imunitet,a	im,unit,eta
bos,ovima	bos,ovima
tročlan,oj	tro,č,l,ano,j
ubedljiv,og	ub,ed,ljiv,og
pobednik,a	p,ob,ed,nika
mafijaški,m	maf,ija,š,kim
plamen,om	pl,amen,om
galev,im	g,ale,vim
angel,om	angel,om
hristov,im	h,rist,ov,im
čuven,om	ču,ven,om
ozloglašen,i	oz,log,laš,eni
biznismen,i	biz,n,ism,eni
jugozapad,u	jug,oz,ap,adu
mafijaš,a	maf,ija,ša
šef,u	š,ef,u
firma,ma	firm,ama
biznismen,ima	biz,n,ism,en,ima
zlatomir,u	z,lat,om,iru
petkov,a	pet,k,ova
čvrst,i	č,vr,sti
tvrdnja,ma	tv,rd,nj,ama
dans,-a	d,ans,-a
boris,u	b,oris,u
velčev,u	vel,č,ev,u
petkov,u	pet,kov,u
cvetanov,a	c,vet,anova
tanov,a	tan,ova
laž,ima	la,ž,ima
kleveta,ma	k,lev,et,ama
velčevljev,oj	vel,č,ev,lje,voj
optužba,ma	opt,u,ž,b,ama
glasanje,m	glas,anjem
zbunjen,i	zb,un,jeni
hancesti,ju	h,ance,st,iju
kišinjev,a	ki,šin,je,va
glasač,i	gl,asa,či
tabor,a	t,abora
vidljiv,a	vid,lj,iva
monitoring,a	monitor,inga
komplikovan,o	kom,plik,ov,ano
kanal,e	kan,ale
čist,i	č,isti
niz,om	n,iz,om
masačusets,a	m,asa,č,us,ets,a
nepravilnost,i	ne,prav,il,nosti
namešten,u	name,št,enu
napet,o	nap,eto
širok,ih	š,iro,kih
prenos,a	pren,osa
ohr,-a	o,hr,-a
mir,a	mira
privremen,a	priv,rem,ena
zvaničnik,e	zv,ani,č,nike
prag,u	pr,agu
osoblje,m	os,obl,jem
mostar,u	most,aru
grad,ova	grad,ova
maksimum,a	maks,imum,a
kostas,om	k,ostas,om
karamanlis,om	k,aram,an,lis,om
monitor,a	monitor,a
osnovni,m	os,nov,nim
srednji,m	s,red,nj,im
ćiril,a	ć,ir,ila
dabi,ju	d,ab,iju
fond,u	fon,du
fond,om	fond,om
dužnički,h	du,ž,ni,čkih
