jeremić,a	jeremi�,�,�,a
višegodišnji,h	višegodišnji,h
monopol,a	monopol,a
pogodnost,i	pogodnost,i
monopolist,i	monopol,isti
biznismen,a	biznismen,a
opterećen,i	opterećen,i
cena,ma	cenam,a
monopol,i	monopol,i
kartel,i	kart,el,i
monopolistički,h	monopol,istič,ki,h
proizvođač,e	proizvođač,e
domaći,h	domaći,h
mmf,-a	mm,f,-a
monopol,e	monopol,e
prehramben,oj	prehrambeno,j
mali,m	mali,m
prihod,ima	prihodim,a
nezaposlen,i	nezaposleni
kartel,e	kart,el,e
reč,i	reč,i
neobuzdan,a	ne,ob,uz,dana
nezakonit,o	nezakonito
stan,a	stan,a
unuk,a	unuk,a
intelektualac,a	intelektualac,a
organizovan,a	organizovan,a
dokument,u	dokument,u
civil,a	civil,a
saopštenje,m	saopštenj,em
penzionisan,i	pen,zi,oni,san,i
pridruživanje,m	pridruživanj,em
saveznik,a	saveznik,a
ostali,ma	ostalim,a
mek,i	meki
star,e	star,e
rat,ovi	ratov,i
raspad,a	raspad,a
jednak,i	jednaki
klimav,im	klim,avi,m
temelj,ima	temeljim,a
prihod,e	prihod,e
marković,em	marković,em
blok,u	blok,u
diplomiran,i	diplomirani
bogat,i	bogati
most,a	most,a
mihail,u	mihail,u
jovović,u	jov,ovi,ć,u
urednik,u	urednik,u
vijest,i	vi,jest,i
glava,ma	glavam,a
komunistički,m	komunistički,m
vreme,nima	vremenim,a
neuspeh,a	neuspeh,a
izazov,i	izazov,i
nedelja,ma	nedeljam,a
stvarnost,i	stvarnost,i
loš,e	loše
slab,a	slab,a
nezaposlenost,i	nezaposlenost,i
novčan,e	novčan,e
slab,om	slabo,m
stručnost,i	stručnost,i
ran,ijim	raniji,m
izveštaj,em	izveštaj,em
euleks,-om	eu,le,ks,-o,m
mustaf,a	mustaf,a
nov,o	novo
transparens,i	tra,n,spa,ren,si
internešenel,a	interne,še,ne,la
naj,nov,ije	najnovije
severni,m	severni,m
sastav,u	sastav,u
bamir,om	ba,miro,m
topi,jem	to,pije,m
američki,m	američki,m
ambasador,om	ambasadoro,m
džon,om	džon,o,m
viters,om	vit,er,som
pravosudni,m	pravosudni,m
izborni,m	izborni,m
fudbalski,h	fudbalski,h
balkan,om	balkan,o,m
fudbalski,m	fudbalski,m
liga,ma	lig,am,a
kvalifikacioni,h	kvalifikacion,i,h
hrvat,a	hrvat,a
prevara,ma	prevar,am,a
namešten,ih	nam,e,št,eni,h
nemački,h	nemački,h
fenerbahče,a	fe,ne,r,ba,h,če,a
ulm,a	u,l,ma
igrač,a	igrač,a
genčlerbirligi,ja	ge,n,č,le,r,bir,lig,ij,a
džavdžavljev,ih	dž,av,d,ža,v,lj,ev,i,h
sport,u	sport,u
dokaz,e	dokaz,e
sportski,h	sportski,h
skandal,a	skandal,a
poverljiv,ih	poverljivi,h
sumnjiv,im	sumnjivi,m
utakmica,ma	utakmicam,a
klupski,h	klupsk,i,h
brz,im	brzi,m
rasprostranjen,iji	rasprostranjen,ij,i
msp,-om	ms,p,-o,m
predstavljen,i	predstavljeni
pravni,h	pravni,h
usmen,e	usmen,e
argument,e	argument,e
jordan,a	jordan,a
integritet,a	integritet,a
pravo,m	pravo,m
miloševićev,a	milošević,ev,a
pravni,m	pravni,m
naslednik,om	naslednik,o,m
integritet,u	integritet,u
odvojen,e	odvojen,e
suveren,e	suveren,e
usmen,og	usmeno,g
sudski,m	sudski,m
proces,ima	procesim,a
rođak,a	rođak,a
obzir,a	obzir,a
krivični,h	krivični,h
kriminalac,a	kriminalac,a
kriminalistički,h	kriminalističk,i,h
nemoguć,a	nemoguć,a
otpadni,h	otpadni,h
priobalni,m	pri,obal,ni,m
naj,izolovan,ijih	na,j,izolovani,j,i,h
zatvoren,ih	zatvoreni,h
dubina,ma	dubinam,a
kiseonik,a	kiseonik,a
kiseonik,om	kiseoniko,m
sloj,u	sloj,u
osetljiv,o	osetljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistem,a
neodrživ,e	neodrživ,e
prinos,ima	prinos,ima
jevtin,ijim	je,v,ti,nij,im
raširen,e	raširen,e
pesticid,a	pesticid,a
priobalni,h	pri,obal,ni,h
sliv,u	sliv,u
ulov,i	ulo,vi
šlep,ovi	š,lepo,vi
dopisnik,u	dopisni,ku
setimes,-a	se,time,s,-a
ribar,a	rib,ar,a
šekip,a	še,ki,pa
jalčin,a	ja,l,čin,a
obalski,h	obal,ski,h
imejl,om	imej,lom
projekt,i	projekt,i
odgovor,u	odgovor,u
otpad,a	otpad,a
projekt,e	projekt,e
seoski,h	seoski,h
otpadni,m	otpadni,m
hranljiv,im	hranljivi,m
materija,ma	materijam,a
organizam,a	organizam,a
preteran,og	preterano,g
pogoršan,om	pogo,r,ša,no,m
prečišćen,ih	prečišćen,i,h
kanalizacion,ih	kanalizacion,i,h
nedomorodački,h	ne,dom,or,oda,č,ki,h
čvrst,og	čvrsto,g
azotni,h	azotni,h
fosforni,h	fosfor,ni,h
dunav,a	dunav,a
obalni,h	obal,ni,h
more,m	more,m
tri,ma	tri,ma
protokol,ima	protokolim,a
istanbul,u	istanbul,u
navod,ima	navodim,a
hranljiv,ih	hranljivi,h
industrijski,h	industrijski,h
autor,i	autor,i
produktivnost,i	produktivnost,i
reka,ma	rekam,a
sam,o	samo
hemijski,h	hemijski,h
zagađivač,a	zagađivač,a
prisutnost,i	prisutnost,i
povećan,i	povećani
naftni,h	naftni,h
gasni,h	gasni,h
kvartal,u	kvartal,u
uvoznik,a	uvoznik,a
zadužen,ih	zaduženi,h
kredit,i	kredit,i
udružen,i	udruženi
uvoz,a	uvoz,a
prijem,a	prijem,a
plan,ovi	planov,i
eps,-a	ep,s,-a
generator,a	generator,a
kralj,a	kralj,a
abdulah,a	ab,du,la,ha
abdulaziz,a	ab,du,laz,iz,a
konflikt,i	konflikt,i
dijalog,om	dijalog,o,m
tajlandski,m	ta,j,lan,d,ski,m
nitj,om	ni,t,jo,m
pibulsongram,om	pi,bul,son,gram,o,m
abdulah,om	ab,du,la,hom
gul,om	gu,lom
predsedavajući,m	predsedavajuć,im
željko,m	željk,o,m
komšić,em	kom,š,ić,em
bosanski,m	bosanski,m
sven,om	sve,no,m
alkalaj,em	al,ka,laj,em
milorad,om	milorad,o,m
živković,em	živković,em
morski,h	morski,h
vezan,im	vezani,m
memorandum,u	me,mora,n,du,mu
glasač,e	glasač,e
birač,i	birač,i
vladajući,m	vladajući,m
glavni,m	glavni,m
opozicioni,m	opozicioni,m
partija,ma	partijam,a
birač,ima	birač,ima
veton,a	ve,ton,a
suroi,ja	su,ro,ij,a
školovan,i	školova,ni
jednak,e	jednak,e
minimum,om	minimum,o,m
ugrožen,e	ugrožen,e
žestok,om	žestok,o,m
ahtisarijev,om	a,hti,sa,ri,je,vo,m
protest,ima	protestim,a
hašim,a	ha,š,ima
pokret,a	pokret,a
građanski,m	građanski,m
siv,oj	sivo,j
dubok,oj	duboko,j
habzburg,a	ha,b,bur,ga
dominik,a	dom,in,ika
muzičar,i	muzičar,i
andre,a	andrea
roland,a	rola,n,da
viljazon,a	vil,jaz,ona
žak,a	ža,ka
lusije,a	lu,sij,e,a
danijel,a	danijel,a
barenboim,a	bar,en,bo,ima
program,ima	programim,a
specijalizovan,om	specijalizovano,m
vrhunski,h	vrhunski,h
sprortist,a	sp,ro,r,ti,sta
igra,ma	igram,a
slovenka,ma	sloven,kam,a
igrač,em	igrač,em
turnir,u	turnir,u
komesar,a	komesar,a
katastrofa,ma	katastrof,am,a
uveren,a	uveren,a
borisov,u	boris,ov,u
ubedljiv,e	ubedljiv,e
kabinet,u	kabinet,u
manuel,a	manue,la
socijalistički,h	socijalistički,h
ep,-a	ep,-a
odgovor,i	odgovori
vezan,a	vezan,a
kvalifikovanost,i	kvalifikovano,sti
ltd,-om	l,t,-o,m
nezakonit,ih	nezakoniti,h
koordinator,i	koordinator,i
rok,a	ro,ka
butiljone,a	bu,ti,lj,on,e,a
ingrid,u	in,gri,du
nov,oj	novo,j
ekološki,h	ekološki,h
gerb,-a	g,er,b,-a
dužnost,i	dužnost,i
zamenik,u	zamenik,u
general,u	general,u
anju,u	anj,u,u
angelov,u	angel,ov,u
ilijan,a	ilij,an,a
mihov,a	mi,ho,va
profesor,a	profesor,a
član,om	člano,m
haris,om	hari,som
silajdžić,em	sil,ajd,ži,ćem
red,ovima	redovim,a
butmir,u	bu,t,mir,u
političar,ima	političarim,a
valentin,a	valentin,a
inck,a	in,c,ka
suveren,u	suveren,u
poziv,i	poziv,i
stranački,m	stranački,m
državni,m	državni,m
ljutit,a	ljut,it,a
pokušaj,em	pokušaj,em
nevladin,a	nevladin,a
kongres,a	kongres,a
bošnjački,h	bošnjačk,i,h
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investicioni,m
konj,a	konj,a
hleb,a	hleb,a
višenedeljni,h	više,nedeljni,h
jak,ih	jaki,h
obližnji,m	obližnji,m
nikicin,om	nik,ic,in,o,m
kuća,ma	kućam,a
čuvar,a	čuvar,a
vrt,a	vrt,a
bazen,a	bazen,a
dan,u	dan,u
kopnen,a	kopnen,a
čovek,a	čovek,a
distanca,ma	distanc,am,a
jak,e	jak,e
zub,e	zub,e
okolni,h	okolni,h
travnat,o	trav,nat,o
dug,im	dugi,m
šetnja,ma	šetnj,am,a
restoran,a	restoran,a
čuven,og	čuveno,g
mlad,og	mlado,g
mužjak,a	mužjak,a
udvarač,a	ud,var,a,ča
sam,og	samog
pažljiv,i	pažljiv,i
prgav,i	pr,ga,vi
rep,om	rep,o,m
sečivo,m	sečiv,o,m
rotor,a	rotor,a
poplava,ma	poplavam,a
nacrt,e	nacrt,e
premijerov,im	premijero,vi,m
vladajući,h	vladajući,h
taričanu,om	tar,i,ča,nu,o,m
renov,e	ren,ove
taričanuov,u	tar,i,ča,nu,ov,u
naoružan,om	naoružan,o,m
bacač,a	bac,a,ča
udaljen,o	udaljeno
prozor,e	prozor,e
pazar,u	pazar,u
incident,u	incident,u
širok,u	širok,u
ekstremistički,h	ekstremist,i,č,ki,h
naoružan,e	naoružan,e
nemir,e	nemir,e
stanovništvo,m	stanovništvo,m
krasnići,ju	kra,sn,ić,ij,u
naoružan,oj	naoružan,o,j
arben,a	ar,ben,a
džaferi,ja	dž,afer,ij,a
krasnići,ja	kra,sn,ić,ij,a
razni,h	razni,h
diktator,a	diktator,a
nesposobnost,i	nesposobnost,i
klos,i	klo,si
gradonačelnik,a	gradonačelnik,a
razlog,e	razlog,e
nacrt,a	nacrta
nasilje,m	nasilje,m
cilj,evima	ciljevim,a
bloger,i	blog,er,i
zdravstven,og	zdravstveno,g
osiguravajući,m	osiguravajući,m
raed,u	ra,ed,u
arafat,u	ar,a,fa,tu
osnivač,u	osnivač,u
podsekretar,a	pod,sekretar,a
miroljubiv,e	miro,ljub,i,ve
huligan,i	h,u,ligan,i
stadion,ima	stadion,ima
zatvor,om	zatvoro,m
okupljen,ima	okupljeni,ma
aerodrom,ima	aerodrom,ima
automobil,e	automobil,e
rumun,i	rumun,i
komentator,a	komentator,a
arafat,a	ar,a,fa,ta
nepovezan,i	ne,povezani
zahtev,i	zahtev,i
kemal,a	ke,mal,a
burkaj,a	bur,ka,ja
egzil,a	egzil,a
aerodrom,u	aerodrom,u
kritičar,a	kritičar,a
kurdistan,a	kur,dis,tana
kurdski,h	kur,d,ski,h
raširen,ih	raširen,i,h
miroljubiv,u	miro,ljub,i,vu
bozjelov,im	bo,z,jel,ovim
mir,u	mir,u
miroljubiv,im	miro,ljub,i,vi,m
manjkav,a	manjk,av,a
taksim,u	tak,si,mu
kurd,ima	kur,dim,a
kurd,a	kur,da
realnost,i	realnost,i
vakuum,a	vakuum,a
proces,om	proceso,m
vojvođanski,h	vojvođanski,h
mađar,a	mađar,a
ujedinjen,u	ujedinjen,u
zakon,e	zakon,e
plav,a	plav,a
crven,im	crveni,m
pruga,ma	prug,am,a
žut,e	žut,e
državnost,i	državnost,i
dom,ovima	domovim,a
organizovan,im	organizovani,m
kriminal,om	kriminalo,m
benzinski,h	benzinski,h
gigant,a	gigant,a
let,ova	letov,a
star,om	staro,m
terminal,u	terminal,u
parking,e	parking,e
putnik,e	putnik,e
avionski,h	avionsk,i,h
kabl,ova	kablov,a
izmir,u	iz,mir,u
dvostruk,im	dvostruki,m
rizik,om	riziko,m
dvostruk,a	dvostruk,a
nered,e	nered,e
trend,a	trend,a
posledica,ma	posledicam,a
nedeljnik,u	nedeljnik,u
euleks,-a	eu,le,ks,-a
nemir,ima	nemir,ima
nered,ima	nered,ima
nemir,a	nemir,a
rizik,a	rizik,a
uhapšen,ima	uhapšen,ima
pregovarač,i	pregovarač,i
naj,nov,ijih	najnoviji,h
admiral,om	ad,mira,lom
heri,jem	her,ije,m
ulrih,om	u,l,ri,hom
komandant,om	komandant,o,m
združen,ih	združen,i,h
napulj,u	napulj,u
šestočlan,e	šesto,član,e
frenk,a	fren,ka
vizner,a	vi,zn,er,a
volfgang,a	vol,f,ga,n,ga
išinger,a	i,šin,ge,ra
razgovor,ima	razgovorim,a
završen,im	završeni,m
loš,a	loš,a
rukovodstvo,m	rukovodstvo,m
london,u	london,u
aspekt,e	aspekt,e
slab,iji	slabiji
kurs,a	kurs,a
dinar,a	dinar,a
imenitelj,a	imen,it,el,ja
radovan,a	radovan,a
jelašić,a	jel,a,š,ić,a
razlika,ma	razlikam,a
jelašićev,om	jel,a,š,ić,ev,o,m
proizvod,ima	proizvodim,a
obojen,i	obojeni
kamion,i	kamion,i
porast,om	porasto,m
jeftin,og	jeftin,o,g
devetocifren,e	deveto,cifr,en,e
pismenost,i	pismenost,i
transparentnost,i	transparentnost,i
vladin,og	vladin,o,g
kompjuterski,h	kompjuterski,h
starosni,h	starosni,h
čas,ovi	časov,i
vindovs,u	vin,do,vs,u
vord,u	vo,r,du
eksel,u	ek,sel,u
osnov,e	osnov,e
it,-a	it,-a
kompjuter,ima	kompjuter,ima
kompjuter,u	kompjuter,u
instruktor,e	instruktor,e
prostorija,ma	prostorijam,a
unutrašnjost,i	unutrašnjost,i
pristup,a	pristup,a
ugovor,e	ugovor,e
udar,u	udar,u
urađen,o	urađen,o
provajder,a	provajder,a
trud,a	trud,a
čin,ovi	činov,i
prav,im	pravim
islam,om	islam,o,m
motiv,e	motiv,e
okolnost,i	okolnost,i
neprihvatljiv,u	neprihvatljiv,u
islam,a	islam,a
nametanje,m	nametanj,em
nevin,ih	nevini,h
korist,i	koristi
nadzor,u	nadzor,u
cerić,a	ce,ri,ć,a
imam,ima	imam,ima
cerićev,a	ce,ri,ć,ev,a
praznik,a	praznik,a
čin,ove	činov,e
čestit,im	čestit,im
islamski,m	islamski,m
bošnjak,a	bošnjak,a
vernik,e	vernik,e
islam,u	islam,u
devijacija,ma	devijacij,am,a
amerikanac,a	amerikanac,a
musliman,ima	muslimanim,a
tražilac,a	tražil,a,ca
imigrant,i	imigrant,i
sunarodnik,a	sunarodnik,a
tunis,a	tunis,a
afrički,h	afrički,h
azijski,h	azijski,h
azilant,e	azil,ant,e
zabrinut,o	zabrinut,o
poznat,om	poznato,m
sekretarijat,a	sekretarijat,a
učenik,a	učenik,a
čas,ovima	časovim,a
komesarijat,a	komesar,ij,at,a
neiskorišćen,e	ne,iskorišćen,e
solidarnost,i	solidarnost,i
protest,u	protest,u
zapaljiv,u	zapaljiv,u
okolnost,ima	okolnostim,a
avganistan,a	avganistan,a
most,u	most,u
mešovit,a	mešovit,a
kfor,-om	k,fo,r,-o,m
incident,a	incident,a
miroljubiv,oj	miro,ljub,i,vo,j
napetost,i	napetost,i
višemesečni,h	više,mesečni,h
sever,a	sever,a
kamion,a	kamion,a
punkt,a	pun,k,ta
izolovan,o	izolovano
ninić,a	nin,ić,a
miroljubiv,o	miro,ljub,i,vo
međuetnički,h	međ,u,etnički,h
nerešen,a	nerešen,a
strpljenje,m	strpljenj,em
komitet,a	komitet,a
svemir,a	svemir,a
telefon,i	telefon,i
bolnica,ma	bolnicam,a
prunariju,a	pr,un,ar,ij,u,a
salcburg,u	sal,c,bur,g,u
istraživač,a	istraživač,a
slučaj,eve	slučajev,e
naj,nov,iju	najnovij,u
poremećaj,a	poremećaj,a
pacijentov,a	pacijent,ova
naučnik,a	naučnik,a
primerak,a	primerak,a
nepoznat,a	nepoznat,a
inostranstvo,m	inostranstvo,m
okvir,a	okvir,a
standard,e	standard,e
ministrov,im	ministro,vi,m
star,oj	staro,j
parivodićev,im	pari,vodi�,�,ev,im
kreditor,a	kreditor,a
dug,ova	dugov,a
ubrzavanje,m	ubrzavanj,em
miodrag,a	miodrag,a
privatizovan,ih	pri,va,ti,zov,an,i,h
paket,a	paket,a
tender,a	tender,a
predviđen,im	predviđeni,m
špediterski,h	š,pe,di,ter,ski,h
transportni,h	transportni,h
postkomunistički,h	post,komunistički,h
mesec,u	mesec,u
zrelost,i	zrelost,i
stepen,u	stepen,u
kapital,om	kapitalo,m
sastojak,a	sastojak,a
resurs,e	resurs,e
prenategnutost,i	pre,nat,eg,nu,to,sti
saveznik,e	saveznik,e
strateški,m	strateški,m
obostran,oj	obostran,o,j
behtel,u	be,htel,u
animozitet,i	an,im,o,zi,te,ti
sam,ih	sami,h
spor,om	sporo,m
zaliv,a	zaliv,a
kosorov,a	ko,so,ro,va
arbitražni,m	arbitražn,im
upućivanje,m	upućivanj,em
izgubljen,o	izgubljeno
prevazilaženje,m	prevazilaženj,em
zategnut,i	zat,eg,nu,ti
osetljiv,oj	osetljivo,j
ivanov,a	ivanov,a
zamah,u	zamah,u
obrt,u	obrt,u
odvojen,u	odvojen,u
počast,ima	počast,ima
sejdijuov,og	se,j,di,ju,ovog
portparol,a	portparo,la
džavit,a	dž,avi,ta
bećiri,ja	be�,�,�,i,ri,ja
narod,e	narod,e
bojan,a	bojan,a
milković,a	milk,ovi,ć,a
ina,-e	in,a,-e
neosnovan,e	neosnovan,e
mmf,-om	mm,f,-o,m
zahtev,ima	zahtevim,a
produžen,i	produžen,i
investitor,e	investitor,e
resurs,ima	resursim,a
talas,u	talas,u
blag,im	blagi,m
naj,bogat,ijih	najbogatiji,h
istorijski,h	istorijski,h
sindikat,e	sindikat,e
industrijalac,a	industrij,ala,ca
poreski,h	poreski,h
paket,om	paket,o,m
aranžman,u	aranžman,u
dug,ih	dugi,h
jedinstven,om	jedinstveno,m
budžet,u	budžet,u
sindikat,i	sindikat,i
jedinstven,oj	jedinstveno,j
lek,ovi	lekov,i
pdv,-a	pd,v,-a
jedinstven,a	jedinstven,a
uticaj,a	uticaj,a
izdavač,a	izdavač,a
koncept,u	koncept,u
tim,ove	timov,e
imunitet,a	imunitet,a
bos,ovima	bos,ovim,a
tročlan,oj	tro,člano,j
ubedljiv,og	ubedljiv,o,g
pobednik,a	pobednik,a
mafijaški,m	mafij,a,š,kim
plamen,om	pla,men,o,m
galev,im	gal,ev,im
angel,om	angel,o,m
hristov,im	hristov,im
čuven,om	čuveno,m
ozloglašen,i	o,zlo,gla,še,ni
biznismen,i	biznismen,i
jugozapad,u	jugozapad,u
mafijaš,a	mafij,a,ša
šef,u	šef,u
firma,ma	firmam,a
biznismen,ima	biznismen,ima
zlatomir,u	zlat,o,mir,u
petkov,a	petk,ova
čvrst,i	čvrsti
tvrdnja,ma	tvrdnjam,a
dans,-a	dan,s,-a
boris,u	boris,u
velčev,u	vel,če,vu
petkov,u	petk,ov,u
cvetanov,a	c,veta,nova
tanov,a	tan,ova
laž,ima	laž,ima
kleveta,ma	klevet,am,a
velčevljev,oj	vel,če,v,lj,ev,o,j
optužba,ma	optužbam,a
glasanje,m	glasanje,m
zbunjen,i	zbunjen,i
hancesti,ju	han,cest,ij,u
kišinjev,a	kiš,in,je,va
glasač,i	glasač,i
tabor,a	tabor,a
vidljiv,a	vidljiv,a
monitoring,a	monitoring,a
komplikovan,o	komplikovan,o
kanal,e	kanal,e
čist,i	čisti
niz,om	nizo,m
masačusets,a	mas,a,ču,set,sa
nepravilnost,i	nepravilnost,i
namešten,u	nam,e,št,en,u
napet,o	napet,o
širok,ih	široki,h
prenos,a	prenos,a
ohr,-a	o,hr,-a
mir,a	mira
privremen,a	privremen,a
zvaničnik,e	zvaničnik,e
prag,u	prag,u
osoblje,m	osoblje,m
mostar,u	mostar,u
grad,ova	gradov,a
maksimum,a	maksimum,a
kostas,om	kost,as,o,m
karamanlis,om	kar,am,an,lis,o,m
monitor,a	monitor,a
osnovni,m	osnovni,m
srednji,m	srednji,m
ćiril,a	ć,i,ri,la
dabi,ju	da,bij,u
fond,u	fond,u
fond,om	fondo,m
dužnički,h	dužničk,i,h
nedaća,ma	nedać,am,a
iznos,a	iznos,a
efsf,-a	ef,sf,-a
budžet,om	budžeto,m
dogovoren,a	dogovoren,a
obim,u	obim,u
esm,-a	es,m,-a
prilog,a	prilog,a
doprinos,u	doprinos,u
vašington,u	vašington,u
cent,i	cent,i
izložen,om	izloženo,m
mlađan,a	mlađ,an,a
dinkić,a	din,ki,ć,a
dinkićev,og	din,ki,ć,ev,o,g
slab,u	slab,u
dinkićev,ih	din,ki,ć,ev,i,h
sednica,ma	sednicam,a
tadićev,i	tadić,ev,i
visok,u	visok,u
preduslov,a	preduslov,a
neiskren,a	ne,iskren,a
sledeći,m	sledeći,m
propust,om	propust,o,m
blag,og	blago,g
akter,a	akter,a
proces,i	proces,i
prioritet,ima	prioritetim,a
blag,i	blagi
davutogluov,im	da,vu,tog,lu,ovim
angažman,om	angažman,o,m
balansiran,im	balans,i,rani,m
inicijativa,ma	inicijativam,a
posredovanje,m	posredovanj,em
sad,-u	sa,d,-u
potencijal,om	potencijalo,m
mobiltel,a	mo,bil,tel,a
operater,a	operater,a
naslovljen,oj	naslov,lj,en,o,j
savremen,u	savremen,u
praćen,u	praćen,u
odgovarajući,m	odgovarajući,m
veština,ma	veštinam,a
pokretač,em	pokretač,em
prezasićen,ih	pre,zasićeni,h
povećan,om	povećano,m
bdp,-u	bd,p,-u
ocena,ma	ocenam,a
metod,i	metod,i
metod,a	metod,a
vaučer,i	vaučer,i
nerešen,i	nerešeni
društven,oj	društveno,j
akcijski,h	akcij,ski,h
sektor,e	sektor,e
signal,u	signal,u
vagon,i	vagon,i
slep,im	slepi,m
šezdeseti,h	šezdeseti,h
jevtin,e	je,v,ti,ne
kratkovid,a	kratko,vid,a
deonica,ma	deonicam,a
čitav,om	čitavo,m
voz,om	vozo,m
razvijenost,i	razvijenost,i
okup,u	okup,u
avion,i	avion,i
primer,u	primer,u
rat,ove	ratov,e
voz,ovima	vozov,ima
brz,e	brz,e
navodni,m	navodni,m
tretman,u	tretman,u
umanjivanje,m	umanj,i,vanj,em
železnički,m	železnički,m
saobraćaj,em	saobraćaje,m
ekspert,e	ekspert,e
majdan,i	maj,dan,i
nepostojeći,h	nepostojeć,i,h
jurišnik,a	jur,i,š,nika
lopov,a	lopov,a
direktor,i	direktor,i
džep,ova	džepov,a
koncert,i	koncert,i
estradni,h	estrad,ni,h
aranžman,i	aranžman,i
kondukter,e	kon,du,k,tere
skretničar,e	sk,re,t,ni,ča,re
polomljen,a	polo,m,lj,en,a
lopov,i	lopov,i
nabavljač,i	nabav,lj,a,či
šraf,ove	š,ra,fo,ve
teg,ove	tegov,e
čekaonica,ma	čeka,oni,ca,ma
postaja,ma	postaja,ma
jeziv,u	jeziv,u
krov,a	krov,a
tip,ovi	tipov,i
start,u	start,u
leone,a	leon,e,a
zapad,u	zapad,u
odsustvo,m	odsustvo,m
zadovoljstvo,m	zadovoljstvo,m
medijski,h	medijski,h
vila,ma	vil,am,a
jahta,ma	jaht,am,a
skupocen,im	skupo,ceni,m
automobil,ima	automobilim,a
nedefinisan,ih	ne,definisani,h
lik,ova	likov,a
uređen,ih	uređeni,h
rashod,e	rashod,e
način,u	način,u
naveden,e	naveden,e
odgovor,a	odgovora
uređen,im	uređeni,m
donošenje,m	donošenje,m
serotonin,a	se,ro,ton,in,a
ran,im	rani,m
deficit,ima	deficit,ima
hormon,a	hormon,a
miš,evima	miševim,a
miš,eva	mišev,a
neuron,a	neuron,a
hormon,om	hormon,o,m
krv,i	krv,i
tori,jem	tor,ije,m
takumi,jem	tak,um,ije,m
miš,evi	mišev,i
brk,ove	br,ko,ve
brk,ova	br,ko,va
istraživač,ima	istraživačim,a
serotoninski,h	se,ro,ton,in,ski,h
receptor,a	receptor,a
lek,ove	lekov,e
serototnin,a	se,ro,to,t,ni,na
star,i	stari
zanimljiv,iji	zanimljivij,i
test,om	testo,m
kavez,a	kavez,a
kavez,u	kavez,u
jedinka,ma	jedink,am,a
izražen,ijim	izraženij,im
neartikulisan,ih	ne,ar,ti,kul,is,an,i,h
zvuk,ova	zvukov,a
simptom,e	simptom,e
anksioznost,i	anksioznost,i
takumi,ja	tak,um,ij,a
senzacionalistički,m	sen,za,ci,ona,list,i,č,kim
genetski,m	genetski,m
mutacija,ma	mutacij,am,a
poremećaj,ima	poremećajim,a
tip,a	tip,a
višestruk,oj	višestruko,j
jezik,a	jezik,a
poznat,oj	poznato,j
nacist,a	nacist,a
hitlerov,e	hitler,ove
naš,em	naše,m
vreme,nu	vremen,u
klempererov,a	kle,m,per,er,ova
reklamni,h	reklamni,h
neograničen,u	neograničen,u
nesavladiv,u	nes,av,la,div,u
lažljiv,e	laž,lj,i,ve
nebrojen,om	nebrojen,o,m
pisan,e	pisan,e
komunikacijski,h	komunikacijski,h
šum,ova	šumo,va
kontradiktornost,i	kontradiktorn,ost,i
savremen,ih	savremeni,h
jednak,oj	jednako,j
lingvistički,m	lingvistički,m
mulj,em	mulj,em
blato,m	blat,o,m
nesavršenost,i	nes,av,r,še,nost,i
naj,različit,ijih	najrazličitiji,h
glupost,i	glupost,i
list,ovima	listovim,a
papirus,a	papir,us,a
naslov,a	naslov,a
savremen,om	savremeno,m
lenj,im	le,njim
glup,im	glup,im
dragocen,o	dragocen,o
spot,ova	spotov,a
zatupljujući,h	zat,up,lju,ju,ć,i,h
elektronski,h	elektronski,h
višestruk,e	višestruk,e
jezik,om	jeziko,m
roman,e	roman,e
izopačen,om	iz,opa,če,no,m
sunovraćen,om	su,nov,ra,ćen,o,m
aušvic,a	a,uš,vi,ca
logoraš,a	logor,a,ša
koncentracioni,m	koncentracion,im
logor,ima	logorim,a
postojeći,m	postojeći,m
teror,a	teror,a
lažljiv,og	laž,lj,i,vo,g
složen,u	složen,u
osetljiv,u	osetljiv,u
nov,ijoj	novijo,j
nejak,u	nej,ak,u
miloševićev,og	milošević,ev,o,g
ulični,h	ulični,h
batinaš,a	batin,a,ša
toljaga,ma	to,lj,aga,ma
prolaznik,a	prolaznik,a
neidentifikovan,i	ne,identifikovani
crven,a	crven,a
nacistički,m	nacističk,im
civil,ima	civilim,a
povlašćen,a	povlašćen,a
go,lo	golo
pokrovitelj,e	pok,ro,vi,tel,je
položaj,ima	položajim,a
stran,oj	strano,j
ponos,a	ponosa
obračun,i	obračun,i
navijač,a	navijač,a
čitljiv,e	čit,lj,i,ve
naopak,o	naopak,o
vidljiv,i	vidljivi
stereotip,a	stereotip,a
začaran,i	za,ča,rani
prostor,u	prostor,u
strah,u	strah,u
glad,i	glad,i
nasilnički,h	nasilni,č,ki,h
potpun,oj	potpuno,j
roman,a	roman,a
detektiv,a	det,ek,ti,va
po,a	po,a
novinski,h	novinski,h
intelekt,u	inte,lek,tu
brz,oj	brzo,j
šerlok,a	še,r,loka
holms,a	hol,m,sa
herkul,a	her,kul,a
poaro,a	po,ar,o,a
junak,a	junak,a
dipen,a	di,pena
roman,i	roman,i
trideseti,h	trideseti,h
okean,a	okean,a
nezbe,a	ne,z,be,a
marlo,a	mar,lo,a
roman,ima	romanim,a
uočljiv,a	uočljiv,a
sudbina,ma	sudbin,am,a
crn,oj	crno,j
senator,a	senator,a
