jeremić,a	jer,emi,ća
ulm,a	u,lm,a
igrač,a	igrača
genčlerbirligi,ja	gen,čl,erb,ir,ligij,a
džavdžavljev,ih	dž,avd,žav,ljevi,h
sport,u	sport,u
dokaz,e	dokaz,e
sportski,h	sportskih
skandal,a	ska,nda,la
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnjiv,im
utakmica,ma	utakmica,ma
klupski,h	klu,pskih
brz,im	brzi,m
rasprostranjen,iji	rasprostranjen,iji
msp,-om	m,sp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usme,ne
argument,e	argument,e
jordan,a	j,ord,ana
integritet,a	integritet,a
pravo,m	pravom
miloševićev,a	milošević,eva
pravni,m	pravnim
naslednik,om	naslednik,om
integritet,u	integritet,u
odvojen,e	odvojen,e
suveren,e	suveren,e
usmen,og	usme,nog
sudski,m	sudski,m
proces,ima	procesima
rođak,a	rođ,aka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	kriminala,ca
kriminalistički,h	kriminalističk,ih
nemoguć,a	nemoguć,a
otpadni,h	otpad,nih
priobalni,m	prio,baln,im
naj,izolovan,ijih	naj,izolovani,jih
zatvoren,ih	zatvoreni,h
dubina,ma	dubin,ama
kiseonik,a	kiseonika
kiseonik,om	kiseonik,om
sloj,u	sloj,u
osetljiv,o	osetljivo
poremećaj,e	poremećaj,e
ekosistem,a	ekosistem,a
neodrživ,e	neo,drživ,e
prinos,ima	prinosi,ma
jevtin,ijim	jev,tini,jim
raširen,e	raš,iren,e
pesticid,a	pes,tici,da
priobalni,h	prio,baln,ih
sliv,u	sliv,u
ulov,i	ulo,vi
šlep,ovi	šle,povi
dopisnik,u	dop,isnik,u
setimes,-a	se,tim,es,-,a
ribar,a	riba,ra
šekip,a	še,kip,a
jalčin,a	ja,l,čina
obalski,h	obal,skih
imejl,om	ime,jl,om
projekt,i	projekti
odgovor,u	odgovor,u
otpad,a	otpada
projekt,e	projekte
seoski,h	seosk,ih
otpadni,m	otpad,nim
hranljiv,im	hranljiv,im
materija,ma	materija,ma
organizam,a	organizama
preteran,og	prete,ranog
pogoršan,om	pogorša,nom
prečišćen,ih	preči,šćen,ih
kanalizacion,ih	kanali,zaci,onih
nedomorodački,h	nedo,mor,oda,čkih
čvrst,og	čvrsto,g
azotni,h	azot,nih
fosforni,h	fosf,orni,h
dunav,a	dunav,a
obalni,h	obal,nih
more,m	more,m
tri,ma	trima
protokol,ima	protokol,ima
istanbul,u	ist,an,bul,u
navod,ima	navodi,ma
hranljiv,ih	hranljiv,ih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	reka,ma
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađ,ivača
prisutnost,i	prisutno,sti
povećan,i	povećan,i
naftni,h	naft,nih
gasni,h	gas,nih
kvartal,u	kvar,tal,u
uvoznik,a	uvoz,nika
zadužen,ih	zadužen,ih
kredit,i	kredit,i
udružen,i	udružen,i
uvoz,a	uvoz,a
prijem,a	prijema
plan,ovi	planovi
eps,-a	e,p,s,-,a
generator,a	generator,a
kralj,a	kralja
abdulah,a	a,b,dul,aha
abdulaziz,a	a,b,dul,azi,za
konflikt,i	konflikt,i
dijalog,om	dijalog,om
tajlandski,m	taj,land,skim
nitj,om	n,it,jom
pibulsongram,om	pi,bul,son,gram,om
abdulah,om	a,b,dul,aho,m
gul,om	g,ulo,m
predsedavajući,m	predsed,avajući,m
željko,m	že,ljko,m
komšić,em	kom,šić,em
bosanski,m	bosansk,im
sven,om	sve,nom
alkalaj,em	a,lka,laj,em
milorad,om	milorad,om
živković,em	živković,em
morski,h	morski,h
vezan,im	vezani,m
memorandum,u	memor,and,umu
glasač,e	glasa,če
birač,i	birač,i
vladajući,m	vladajuć,im
glavni,m	glavni,m
opozicioni,m	opozici,onim
partija,ma	partija,ma
birač,ima	birač,ima
veton,a	ve,tona
suroi,ja	su,roi,ja
školovan,i	školovan,i
jednak,e	jednak,e
minimum,om	minimum,om
ugrožen,e	ugrožen,e
žestok,om	že,stok,om
ahtisarijev,om	a,ht,isa,rije,vom
protest,ima	protest,ima
hašim,a	ha,šim,a
pokret,a	pokreta
građanski,m	građanski,m
siv,oj	siv,oj
dubok,oj	duboko,j
habzburg,a	ha,b,zb,urg,a
dominik,a	dom,ini,ka
muzičar,i	muzičar,i
andre,a	andre,a
roland,a	ro,land,a
viljazon,a	vil,jaz,ona
žak,a	å,½,aka
lusije,a	l,usije,a
danijel,a	danijel,a
barenboim,a	bar,en,bo,ima
program,ima	programima
specijalizovan,om	specijalizovan,om
vrhunski,h	vrhunsk,ih
sprortist,a	spro,rti,sta
igra,ma	igra,ma
slovenka,ma	sloven,kama
igrač,em	igrač,em
turnir,u	turnir,u
komesar,a	kome,sara
katastrofa,ma	katastrofa,ma
uveren,a	uveren,a
borisov,u	boris,ovu
ubedljiv,e	ubedljiv,e
kabinet,u	kab,inet,u
manuel,a	ma,nu,ela
socijalistički,h	socijalističk,ih
ep,-a	e,p,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvalifikovan,osti
ltd,-om	l,t,d,-,om
nezakonit,ih	nezakonit,ih
koordinator,i	koordinat,ori
rok,a	ro,ka
butiljone,a	b,uti,ljo,ne,a
ingrid,u	i,ng,rid,u
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	g,e,r,b,-,a
dužnost,i	dužnosti
zamenik,u	zamenik,u
general,u	general,u
anju,u	a,nju,u
angelov,u	a,nge,lov,u
ilijan,a	ili,jana
mihov,a	mih,ova
profesor,a	profesora
član,om	članom
haris,om	har,iso,m
silajdžić,em	si,laj,dži,ćem
red,ovima	redov,ima
butmir,u	b,ut,miru
političar,ima	političari,ma
valentin,a	val,enti,na
inck,a	i,nc,ka
suveren,u	suveren,u
poziv,i	poziv,i
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	lju,tita
pokušaj,em	pokušaj,em
nevladin,a	nev,ladin,a
kongres,a	kongres,a
bošnjački,h	bo,šnja,čkih
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investicioni,m
konj,a	konj,a
hleb,a	hl,eba
višenedeljni,h	višen,edel,jnih
jak,ih	jak,ih
obližnji,m	obli,žnj,im
nikicin,om	n,iki,cinom
kuća,ma	kuća,ma
čuvar,a	čuva,ra
vrt,a	vrta
bazen,a	baze,na
dan,u	dan,u
kopnen,a	kop,nena
čovek,a	čoveka
distanca,ma	distanc,ama
jak,e	jake
zub,e	zub,e
okolni,h	okoln,ih
travnat,o	trav,nato
dug,im	dug,im
šetnja,ma	šet,njama
restoran,a	restoran,a
čuven,og	čuven,og
mlad,og	mlado,g
mužjak,a	muž,jaka
udvarač,a	ud,varač,a
sam,og	samog
pažljiv,i	pažljiv,i
prgav,i	pr,gav,i
rep,om	repo,m
sečivo,m	seč,ivom
rotor,a	roto,ra
poplava,ma	pop,lava,ma
nacrt,e	nac,rte
premijerov,im	premijer,ovim
vladajući,h	vladajuć,ih
taričanu,om	ta,riča,nuo,m
renov,e	r,enov,e
taričanuov,u	ta,riča,nuo,vu
naoružan,om	naoružan,om
bacač,a	bac,ača
udaljen,o	udaljeno
prozor,e	prozor,e
pazar,u	p,azar,u
incident,u	incident,u
širok,u	širok,u
ekstremistički,h	ekstrem,istički,h
naoružan,e	naoružan,e
nemir,e	nemir,e
stanovništvo,m	stanovništvo,m
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoružan,oj
arben,a	a,rbe,na
džaferi,ja	dž,af,erija
krasnići,ja	kra,sni,ći,ja
razni,h	raznih
diktator,a	dikt,atora
nesposobnost,i	nes,posobnosti
klos,i	kl,osi
gradonačelnik,a	gradonačelnika
razlog,e	razlog,e
nacrt,a	nac,rta
nasilje,m	nasilje,m
cilj,evima	ciljevima
bloger,i	blo,geri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravajuć,im
raed,u	r,a,edu
arafat,u	a,raf,atu
osnivač,u	osnivač,u
podsekretar,a	podse,kreta,ra
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,liga,ni
stadion,ima	stadion,ima
zatvor,om	zatvor,om
okupljen,ima	okuplj,enima
aerodrom,ima	aerodrom,ima
automobil,e	automobil,e
rumun,i	rumuni
komentator,a	komenta,tora
arafat,a	a,raf,ata
nepovezan,i	nepo,vezani
zahtev,i	zahtevi
kemal,a	k,emal,a
burkaj,a	b,ur,kaj,a
egzil,a	egz,ila
aerodrom,u	aerodrom,u
kritičar,a	kritičar,a
kurdistan,a	ku,rdi,stana
kurdski,h	kur,dski,h
raširen,ih	raš,iren,ih
miroljubiv,u	miro,ljubi,vu
bozjelov,im	bo,zj,elovi,m
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
taksim,u	ta,ksim,u
kurd,ima	ku,rdi,ma
kurd,a	ku,rd,a
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođansk,ih
mađar,a	mađar,a
ujedinjen,u	ujedinjen,u
zakon,e	zakon,e
plav,a	plav,a
crven,im	crveni,m
pruga,ma	pruga,ma
žut,e	žut,e
državnost,i	državno,sti
dom,ovima	dom,ovima
organizovan,im	organizovani,m
kriminal,om	kriminal,om
benzinski,h	ben,zin,skih
gigant,a	gi,gan,ta
let,ova	leto,va
star,om	staro,m
terminal,u	terminal,u
parking,e	park,inge
putnik,e	putnik,e
avionski,h	avion,skih
kabl,ova	kab,lova
izmir,u	i,zmi,ru
dvostruk,im	dvostruk,im
rizik,om	rizikom
dvostruk,a	dvostruk,a
nered,e	nere,de
trend,a	trend,a
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
euleks,-a	eu,l,e,k,s,-,a
nemir,ima	nemir,ima
nered,ima	nere,dima
nemir,a	nemir,a
rizik,a	rizika
uhapšen,ima	uhapšen,ima
pregovarač,i	pregovara,či
naj,nov,ijih	naj,novij,ih
admiral,om	admi,ralo,m
heri,jem	her,ijem
ulrih,om	u,l,riho,m
komandant,om	komandant,om
združen,ih	zdr,užen,ih
napulj,u	nap,ulj,u
šestočlan,e	šesto,član,e
frenk,a	fr,enk,a
vizner,a	vi,zne,ra
volfgang,a	vol,f,gan,ga
išinger,a	i,šin,ger,a
razgovor,ima	razgovor,ima
završen,im	završen,im
loš,a	loš,a
rukovodstvo,m	rukovodstvo,m
london,u	londonu
aspekt,e	aspekte
slab,iji	slabij,i
kurs,a	kursa
dinar,a	dinara
imenitelj,a	imeni,telja
radovan,a	radovan,a
jelašić,a	jel,aši,ća
razlika,ma	razlika,ma
jelašićev,om	jel,aši,ćev,om
proizvod,ima	proizvodima
obojen,i	obo,jeni
kamion,i	kam,ioni
porast,om	porastom
jeftin,og	jeftin,og
devetocifren,e	devet,oci,fre,ne
pismenost,i	pismenosti
transparentnost,i	transparentnost,i
vladin,og	vladin,og
kompjuterski,h	kompjuter,skih
starosni,h	staros,nih
čas,ovi	časov,i
vindovs,u	vi,ndov,su
vord,u	vo,rd,u
eksel,u	e,kse,lu
osnov,e	osnove
it,-a	i,t,-,a
kompjuter,ima	kompjuter,ima
kompjuter,u	kompjuter,u
instruktor,e	instru,ktor,e
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	udar,u
urađen,o	urađen,o
provajder,a	prov,ajde,ra
trud,a	trud,a
čin,ovi	čino,vi
prav,im	pravim
islam,om	islam,om
motiv,e	motiv,e
okolnost,i	okolnosti
neprihvatljiv,u	nepri,hvatljiv,u
islam,a	islam,a
nametanje,m	namet,anjem
nevin,ih	nev,inih
korist,i	koristi
nadzor,u	nadzor,u
cerić,a	c,eri,ća
imam,ima	imam,ima
cerićev,a	c,eri,ćev,a
praznik,a	praznik,a
čin,ove	čino,ve
čestit,im	česti,tim
islamski,m	islam,skim
bošnjak,a	bo,šnjak,a
vernik,e	verni,ke
islam,u	islam,u
devijacija,ma	devijacija,ma
amerikanac,a	amerikan,aca
musliman,ima	musliman,ima
tražilac,a	tražil,aca
imigrant,i	imi,gran,ti
sunarodnik,a	sun,arodni,ka
tunis,a	tu,nisa
afrički,h	afričk,ih
azijski,h	azij,skih
azilant,e	azila,nte
zabrinut,o	zabrinut,o
poznat,om	poznato,m
sekretarijat,a	sekretarij,ata
učenik,a	učenika
čas,ovima	časov,ima
komesarijat,a	kome,sar,ijat,a
neiskorišćen,e	ne,iskorišćen,e
solidarnost,i	solidarnost,i
protest,u	protest,u
zapaljiv,u	zapa,ljiv,u
okolnost,ima	okolnostima
avganistan,a	a,v,gani,stana
most,u	most,u
mešovit,a	mešovit,a
kfor,-om	k,f,or,-,om
incident,a	incident,a
miroljubiv,oj	miro,ljubi,voj
napetost,i	nap,eto,sti
višemesečni,h	više,mesečn,ih
sever,a	sever,a
kamion,a	kam,iona
punkt,a	pun,kta
izolovan,o	izolovan,o
ninić,a	n,ini,ća
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etničkih
nerešen,a	nere,šena
strpljenje,m	str,pljen,jem
komitet,a	komiteta
svemir,a	svem,ira
telefon,i	telefon,i
bolnica,ma	bolnic,ama
prunariju,a	pr,unar,iju,a
salcburg,u	sa,lc,bur,gu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	naj,novij,u
poremećaj,a	poremećaja
pacijentov,a	pacijent,ova
naučnik,a	naučnik,a
primerak,a	primerak,a
nepoznat,a	nepoznat,a
inostranstvo,m	inostranstv,om
okvir,a	okvira
standard,e	standarde
ministrov,im	ministr,ovim
star,oj	staro,j
parivodićev,im	pari,vodi,ćev,im
kreditor,a	kredit,ora
dug,ova	dugo,va
ubrzavanje,m	ubrza,vanjem
miodrag,a	miodrag,a
privatizovan,ih	privatiz,ovanih
paket,a	paket,a
tender,a	tende,ra
predviđen,im	predviđeni,m
špediterski,h	šp,edite,rskih
transportni,h	transport,nih
postkomunistički,h	post,komunističk,ih
mesec,u	mesec,u
zrelost,i	zrel,osti
stepen,u	stepenu
kapital,om	kapital,om
sastojak,a	sastoj,aka
resurs,e	resurse
prenategnutost,i	pren,ateg,nuto,sti
saveznik,e	savezni,ke
strateški,m	strateški,m
obostran,oj	obo,strano,j
behtel,u	b,eh,telu
animozitet,i	anim,ozit,eti
sam,ih	samih
spor,om	sporo,m
zaliv,a	zali,va
kosorov,a	koso,rova
arbitražni,m	arbitraž,nim
upućivanje,m	upuć,ivanjem
izgubljen,o	izgubljen,o
prevazilaženje,m	prevazila,ženje,m
zategnut,i	zate,gnuti
osetljiv,oj	osetljivo,j
ivanov,a	ivanov,a
zamah,u	zama,hu
obrt,u	obr,tu
odvojen,u	odvojen,u
počast,ima	poč,astima
sejdijuov,og	se,jd,iju,ovog
portparol,a	port,paro,la
džavit,a	dž,avit,a
bećiri,ja	b,eći,rija
narod,e	narod,e
bojan,a	bojan,a
milković,a	mil,kovića
ina,-e	i,na,-,e
neosnovan,e	neo,snovan,e
mmf,-om	m,m,f,-,om
zahtev,ima	zahtevima
produžen,i	produžen,i
investitor,e	investitor,e
resurs,ima	resursima
talas,u	talas,u
blag,im	blag,im
naj,bogat,ijih	najbo,gati,jih
istorijski,h	istorijskih
sindikat,e	sindikat,e
industrijalac,a	industrija,laca
poreski,h	poreski,h
paket,om	paket,om
aranžman,u	aranžman,u
dug,ih	dug,ih
jedinstven,om	jedinstveno,m
budžet,u	budžet,u
sindikat,i	sindikat,i
jedinstven,oj	jedinstveno,j
lek,ovi	lekovi
pdv,-a	p,d,v,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavač,a
koncept,u	konceptu
tim,ove	timo,ve
imunitet,a	imunitet,a
bos,ovima	bos,ovima
tročlan,oj	tro,člano,j
ubedljiv,og	ubedljiv,og
pobednik,a	pobedni,ka
mafijaški,m	ma,fija,škim
plamen,om	pla,menom
galev,im	gal,evim
angel,om	a,nge,lom
hristov,im	hrist,ovim
čuven,om	čuven,om
ozloglašen,i	oz,log,laše,ni
biznismen,i	biznis,meni
jugozapad,u	jugozapad,u
mafijaš,a	ma,fija,ša
šef,u	šef,u
firma,ma	firma,ma
biznismen,ima	biznis,menim,a
zlatomir,u	zlat,omir,u
petkov,a	pet,kova
čvrst,i	čvrsti
tvrdnja,ma	tvrdnj,ama
dans,-a	da,ns,-,a
boris,u	boris,u
velčev,u	vel,čev,u
petkov,u	pet,kov,u
cvetanov,a	c,veta,nova
tanov,a	tan,ova
laž,ima	laži,ma
kleveta,ma	kle,veta,ma
velčevljev,oj	vel,čev,ljev,oj
optužba,ma	optuž,bama
glasanje,m	glasanj,em
zbunjen,i	zb,unje,ni
hancesti,ju	ha,nce,stij,u
kišinjev,a	ki,šin,jeva
glasač,i	glasa,či
tabor,a	tabo,ra
vidljiv,a	vidljiv,a
monitoring,a	monitoring,a
komplikovan,o	komplikovan,o
kanal,e	kanal,e
čist,i	čisti
niz,om	nizo,m
masačusets,a	mas,aču,set,sa
nepravilnost,i	nepravilno,sti
namešten,u	name,šten,u
napet,o	nap,eto
širok,ih	širok,ih
prenos,a	prenosa
ohr,-a	o,h,r,-,a
mir,a	mira
privremen,a	privremen,a
zvaničnik,e	zvaničnik,e
prag,u	prag,u
osoblje,m	osoblje,m
mostar,u	mos,tar,u
grad,ova	gradova
maksimum,a	maksimum,a
kostas,om	k,osta,som
karamanlis,om	kara,man,lis,om
monitor,a	monitor,a
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	äĩ,iri,la
dabi,ju	da,biju
fond,u	fond,u
fond,om	fond,om
dužnički,h	dužni,čkih
nedaća,ma	neda,ćam,a
iznos,a	iznos,a
efsf,-a	e,f,s,f,-,a
budžet,om	budžet,om
dogovoren,a	dogovore,na
obim,u	obim,u
esm,-a	e,s,m,-,a
prilog,a	prilog,a
doprinos,u	doprinos,u
vašington,u	vašington,u
cent,i	cent,i
izložen,om	izloženo,m
mlađan,a	mla,đana
dinkić,a	di,nk,ića
dinkićev,og	di,nk,ićev,og
slab,u	slab,u
dinkićev,ih	di,nk,ićev,ih
sednica,ma	sednica,ma
tadićev,i	ta,dić,evi
visok,u	visok,u
preduslov,a	preduslov,a
neiskren,a	ne,iskren,a
sledeći,m	sledećim
propust,om	propust,om
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	prioritet,ima
blag,i	blag,i
davutogluov,im	da,vu,tog,lu,ovim
angažman,om	angaž,mano,m
balansiran,im	balans,irani,m
inicijativa,ma	inicijativa,ma
posredovanje,m	posredovan,jem
sad,-u	sad,-,u
potencijal,om	potencijal,om
mobiltel,a	m,obil,tela
operater,a	operat,era
naslovljen,oj	naslov,ljeno,j
savremen,u	savremen,u
praćen,u	praćen,u
odgovarajući,m	odgovarajućim
veština,ma	veština,ma
pokretač,em	pokreta,čem
prezasićen,ih	prez,asi,ćenih
povećan,om	povećano,m
bdp,-u	b,d,p,-,u
ocena,ma	ocena,ma
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	akcij,skih
sektor,e	sektor,e
signal,u	signal,u
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	jev,tine
kratkovid,a	kratko,vida
deonica,ma	deo,nicama
čitav,om	čitavo,m
voz,om	voz,om
razvijenost,i	razvijenost,i
okup,u	okup,u
avion,i	avion,i
primer,u	primeru
rat,ove	ratov,e
voz,ovima	voz,ovima
brz,e	brz,e
navodni,m	navod,nim
tretman,u	tretman,u
umanjivanje,m	umanj,ivanjem
železnički,m	železničk,im
saobraćaj,em	saobraćaj,em
ekspert,e	ekspert,e
majdan,i	maj,dani
nepostojeći,h	nepos,toje,ćih
jurišnik,a	ju,riš,nika
lopov,a	lop,ova
direktor,i	direktor,i
džep,ova	dže,pova
koncert,i	koncert,i
estradni,h	estra,dnih
aranžman,i	aranžman,i
kondukter,e	kon,dukt,ere
skretničar,e	skre,tni,čar,e
polomljen,a	polo,mljen,a
lopov,i	lop,ovi
nabavljač,i	nabav,ljač,i
šraf,ove	å,¡,raf,ove
teg,ove	tego,ve
čekaonica,ma	čeka,onica,ma
postaja,ma	postaj,ama
jeziv,u	jezi,vu
krov,a	krov,a
tip,ovi	tipovi
start,u	start,u
leone,a	l,eon,ea
zapad,u	zapadu
odsustvo,m	odsustvo,m
zadovoljstvo,m	zadovoljstvo,m
medijski,h	medijski,h
vila,ma	vila,ma
jahta,ma	ja,ht,ama
skupocen,im	skupo,ceni,m
automobil,ima	automobil,ima
nedefinisan,ih	nede,finisan,ih
lik,ova	likova
uređen,ih	uređen,ih
rashod,e	ras,hod,e
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	uređen,im
donošenje,m	donošenje,m
serotonin,a	ser,oton,ina
ran,im	ranim
deficit,ima	deficit,ima
hormon,a	hormon,a
miš,evima	mišev,ima
miš,eva	mišev,a
neuron,a	neuron,a
hormon,om	hormon,om
krv,i	krvi
tori,jem	to,rijem
takumi,jem	ta,kum,ijem
miš,evi	mišev,i
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživači,ma
serotoninski,h	ser,oton,inskih
receptor,a	receptora
lek,ove	lekov,e
serototnin,a	ser,oto,tni,na
star,i	stari
zanimljiv,iji	zanimljivi,ji
test,om	testo,m
kavez,a	kav,eza
kavez,u	kav,ezu
jedinka,ma	jedink,ama
izražen,ijim	izraženij,im
neartikulisan,ih	near,tiku,lisan,ih
zvuk,ova	zvuk,ova
simptom,e	simptom,e
anksioznost,i	anksioznosti
takumi,ja	ta,kum,ija
senzacionalistički,m	senz,acion,alističk,im
genetski,m	genetski,m
mutacija,ma	mutacij,ama
poremećaj,ima	poremećaji,ma
tip,a	tipa
višestruk,oj	višestruko,j
jezik,a	jezika
poznat,oj	poznato,j
nacist,a	naci,sta
hitlerov,e	hi,tle,rove
naš,em	našem
vreme,nu	vremenu
klempererov,a	kl,empe,re,rova
reklamni,h	reklam,nih
neograničen,u	neo,graničen,u
nesavladiv,u	nes,avl,adi,vu
lažljiv,e	laž,ljive
nebrojen,om	neb,rojen,om
pisan,e	pisane
komunikacijski,h	komunikacij,skih
šum,ova	šum,ova
kontradiktornost,i	kontra,diktor,nosti
savremen,ih	savremenih
jednak,oj	jednako,j
lingvistički,m	lingvistički,m
mulj,em	mul,jem
blato,m	bla,tom
nesavršenost,i	nes,avršen,osti
naj,različit,ijih	naj,različiti,jih
glupost,i	glu,posti
list,ovima	listov,ima
papirus,a	papir,usa
naslov,a	naslov,a
savremen,om	savremenom
lenj,im	lenj,im
glup,im	glu,pim
dragocen,o	dragocen,o
spot,ova	spot,ova
zatupljujući,h	zat,uplj,ujući,h
elektronski,h	elektronskih
višestruk,e	višestruk,e
jezik,om	jezik,om
roman,e	roman,e
izopačen,om	izo,pa,čeno,m
sunovraćen,om	sun,ovra,ćeno,m
aušvic,a	a,uš,vica
logoraš,a	logor,aša
koncentracioni,m	koncentraci,onim
logor,ima	logor,ima
postojeći,m	postojećim
teror,a	teror,a
lažljiv,og	laž,ljivog
složen,u	složen,u
osetljiv,u	osetljiv,u
nov,ijoj	novij,oj
nejak,u	ne,jak,u
miloševićev,og	milošević,evog
ulični,h	uli,čnih
batinaš,a	bat,ina,ša
toljaga,ma	tol,jag,ama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identifikovani
crven,a	crven,a
nacistički,m	naci,stičkim
civil,ima	civili,ma
povlašćen,a	povla,šćen,a
go,lo	gol,o
pokrovitelj,e	pokr,ovite,lje
položaj,ima	položaj,ima
stran,oj	strano,j
ponos,a	ponos,a
obračun,i	obračun,i
navijač,a	navijač,a
čitljiv,e	čit,ljive
naopak,o	nao,pak,o
vidljiv,i	vidljivi
stereotip,a	stereotip,a
začaran,i	zač,aran,i
prostor,u	prostoru
strah,u	strah,u
glad,i	gla,di
nasilnički,h	nasil,ničkih
potpun,oj	potpuno,j
roman,a	romana
detektiv,a	detekt,iva
po,a	p,oa
novinski,h	novin,skih
intelekt,u	intelektu
brz,oj	brzo,j
šerlok,a	še,rlo,ka
holms,a	hol,ms,a
herkul,a	her,kula
poaro,a	p,oa,ro,a
junak,a	junaka
dipen,a	di,pena
roman,i	roman,i
trideseti,h	trideset,ih
okean,a	oke,ana
nezbe,a	n,ezb,ea
marlo,a	mar,lo,a
roman,ima	roman,ima
uočljiv,a	uočljiv,a
sudbina,ma	sud,bina,ma
crn,oj	crno,j
senator,a	sena,tora
makarti,ja	mak,artija
sadašnji,m	sadašnji,m
pakt,a	pak,ta
jens,om	je,ns,om
stoltenberg,om	st,ol,ten,ber,gom
star,ije	starije
istomišljenik,a	istom,išlje,nika
nemoć,i	nemo,ći
vlastit,i	vlastit,i
demokratičnost,i	demokrati,čnosti
bunt,a	bun,ta
bes,a	bes,a
vlastit,u	vlastit,u
vaš,a	vaš,a
ličnost,ima	ličnosti,ma
iskustvo,m	iskustvo,m
predsednik,u	predsedniku
favorit,a	fa,vori,ta
razvijen,oj	razvijeno,j
naj,čuven,ija	najč,uven,ija
fbi,-ja	f,bi,-,ja
uvod,u	uvod,u
huver,a	h,uver,a
prijatelj,ima	prijateljima
nekontrolisan,og	neko,ntrolisan,og
dosije,a	dos,ije,a
stanovnik,e	stanovnik,e
senator,e	sena,tore
kongresmen,e	kongres,mene
martin,u	martin,u
luter,u	l,uter,u
king,u	kin,gu
metoda,ma	metodama
nezakonit,e	nezakonit,e
pretres,e	pretr,ese
dosije,e	dos,ije,e
žargon,u	žar,gon,u
dubok,a	dubok,a
gangster,ima	gan,g,steri,ma
koren,a	korena
smenjiv,a	smen,jiva
vučić,a	vučić,a
slikovit,iji	slik,oviti,ji
korumpiran,i	koru,mpi,rani
đubre,ta	đu,bre,ta
progonitelj,i	prog,onit,elji
izabran,e	izabran,e
čudo,m	čud,om
čitalac,a	čitalaca
zemljin,og	zem,ljin,og
šar,a	šar,a
ljosin,og	l,jos,inog
naslov,om	naslovom
pijur,a	pi,ju,ra
felisit,a	fe,lis,ita
janake,a	jan,ake,a
reketaš,a	reke,taš,a
podnošljiv,u	podnoš,ljiv,u
zaplet,a	zap,leta
smisaon,im	smisao,nim
ucenjivač,ima	uce,njiva,čima
crtež,om	crt,ež,om
pauk,a	pa,uka
požar,a	požara
neugodnost,i	ne,ugo,dnosti
ljubav,lju	ljubav,lju
roman,u	romanu
čuven,i	čuven,i
ljosin,im	l,jos,inim
ljubitelj,ima	ljubitelj,ima
sin,ovima	sino,vima
običaj,u	običaj,u
sapunski,h	sa,pun,skih
bok,a	bok,a
sin,u	sinu
fončitov,oj	fo,nč,itov,oj
fončitov,e	fo,nč,itov,e
duh,om	duho,m
ljosin,oj	l,jos,ino,j
ljosin,o	l,jos,ino
savremen,og	savremenog
peru,a	per,ua
rasparen,e	rasp,aren,e
kućni,m	kuć,nim
papuča,ma	pap,uča,ma
viskonzin,u	vis,konz,inu
neuron,i	neuron,i
autoimun,ih	auto,imun,ih
alchajmerov,om	a,lc,haj,mero,vom
demencija,ma	dem,encija,ma
stub,a	stub,a
zdrav,e	zdrav,e
paradoks,a	parad,oks,a
mit,ova	mitova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	moždan,e
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubok,i
dubok,og	duboko,g
pokret,ima	pokret,ima
povećan,u	povećan,u
okean,u	oke,anu
svet,ove	sveto,ve
čas,u	čas,u
staž,a	sta,ža
dušek,a	duše,ka
zebald,a	z,ebal,da
saturnov,i	sa,turno,vi
prsten,ovi	prsten,ovi
zebald,u	z,ebal,du
besmislen,ih	bes,mislen,ih
vlastit,e	vlastit,e
putokaz,i	puto,kazi
valer,i	vale,ri
monoton,e	mono,ton,e
knjiga,ma	knjiga,ma
svaki,m	svaki,m
