mogul,u	mogu,lu
bogat,i	bogati
most,a	mosta
Mihail,u	Mihail,u
Jovović,u	Jov,ović,u
urednik,u	urednik,u
Vijest,i	Vi,jest,i
glava,ma	glava,ma
komunistički,m	komunističk,im
vreme,nima	vremenim,a
neuspeh,a	ne,uspeha
izazov,i	izazov,i
nedelja,ma	nedelja,ma
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slab,a
nezaposlenost,i	nezaposlenosti
novčan,e	novčan,e
slab,om	slabo,m
stručnost,i	stručno,sti
ran,ijim	raniji,m
izveštaj,em	izveštaje,m
EULEKS,-om	EU,L,E,K,S,-,om
Mustaf,a	Mu,sta,fa
nov,o	novo
Transparens,i	Tra,nsp,aren,si
internešenel,a	interne,šene,la
naj,nov,ije	naj,novije
severni,m	severn,im
sastav,u	sastavu
Bamir,om	Ba,miro,m
Topi,jem	To,pije,m
američki,m	američki,m
ambasador,om	ambasador,om
Džon,om	Džon,om
Viters,om	Vi,ters,om
pravosudni,m	pravosu,dnim
izborni,m	izborni,m
fudbalski,h	fudbalsk,ih
Balkan,om	Balkan,om
fudbalski,m	fudbalsk,im
liga,ma	liga,ma
kvalifikacioni,h	kvalifikaci,onih
Hrvat,a	Hrvat,a
prevara,ma	preva,rama
namešten,ih	name,šteni,h
nemački,h	nemački,h
Fenerbahče,a	Fe,ner,ba,h,če,a
Ulm,a	U,lm,a
igrač,a	igrača
Genčlerbirligi,ja	Gen,čl,erb,ir,ligij,a
Džavdžavljev,ih	Dž,avd,žav,ljevi,h
sport,u	sport,u
dokaz,e	dokaz,e
sportski,h	sportskih
skandal,a	ska,nda,la
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnjiv,im
utakmica,ma	utakmica,ma
klupski,h	klu,pskih
brz,im	brzi,m
rasprostranjen,iji	rasprostranjen,iji
MSP,-om	M,SP,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usme,ne
argument,e	argument,e
Jordan,a	J,ord,ana
integritet,a	integritet,a
pravo,m	pravom
Miloševićev,a	Milošević,eva
pravni,m	pravnim
naslednik,om	naslednik,om
integritet,u	integritet,u
odvojen,e	odvojen,e
suveren,e	suveren,e
usmen,og	usme,nog
sudski,m	sudski,m
proces,ima	procesima
rođak,a	rođ,aka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	kriminala,ca
kriminalistički,h	kriminalističk,ih
nemoguć,a	nemoguć,a
otpadni,h	otpad,nih
priobalni,m	prio,baln,im
naj,izolovan,ijih	naj,izolovani,jih
zatvoren,ih	zatvoreni,h
dubina,ma	dubin,ama
kiseonik,a	kiseonika
kiseonik,om	kiseonik,om
sloj,u	sloj,u
osetljiv,o	osetljivo
poremećaj,e	poremećaj,e
ekosistem,a	ekosistem,a
neodrživ,e	neo,drživ,e
prinos,ima	prinosi,ma
jevtin,ijim	jev,tini,jim
raširen,e	raš,iren,e
pesticid,a	pes,tici,da
priobalni,h	prio,baln,ih
sliv,u	sliv,u
ulov,i	ulo,vi
šlep,ovi	šle,povi
dopisnik,u	dop,isnik,u
SETimes,-a	SE,Tim,es,-,a
ribar,a	riba,ra
Šekip,a	Še,kip,a
Jalčin,a	Ja,l,čina
obalski,h	obal,skih
imejl,om	ime,jl,om
projekt,i	projekti
odgovor,u	odgovor,u
otpad,a	otpada
projekt,e	projekte
seoski,h	seosk,ih
otpadni,m	otpad,nim
hranljiv,im	hranljiv,im
materija,ma	materija,ma
organizam,a	organizama
preteran,og	prete,ranog
pogoršan,om	pogorša,nom
prečišćen,ih	preči,šćen,ih
kanalizacion,ih	kanali,zaci,onih
nedomorodački,h	nedo,mor,oda,čkih
čvrst,og	čvrsto,g
azotni,h	azot,nih
fosforni,h	fosf,orni,h
Dunav,a	Dunav,a
obalni,h	obal,nih
more,m	more,m
tri,ma	trima
protokol,ima	protokol,ima
Istanbul,u	Ist,an,bul,u
navod,ima	navodi,ma
hranljiv,ih	hranljiv,ih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	reka,ma
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađ,ivača
prisutnost,i	prisutno,sti
povećan,i	povećan,i
naftni,h	naft,nih
gasni,h	gas,nih
kvartal,u	kvar,tal,u
uvoznik,a	uvoz,nika
zadužen,ih	zadužen,ih
kredit,i	kredit,i
udružen,i	udružen,i
uvoz,a	uvoz,a
prijem,a	prijema
plan,ovi	planovi
EPS,-a	E,P,S,-,a
generator,a	generator,a
kralj,a	kralja
Abdulah,a	A,b,dul,aha
Abdulaziz,a	A,b,dul,azi,za
konflikt,i	konflikt,i
dijalog,om	dijalog,om
tajlandski,m	taj,land,skim
Nitj,om	N,it,jom
Pibulsongram,om	Pi,bul,son,gram,om
Abdulah,om	A,b,dul,aho,m
Gul,om	G,ulo,m
predsedavajući,m	predsed,avajući,m
Željko,m	Že,ljko,m
Komšić,em	Kom,šić,em
bosanski,m	bosansk,im
Sven,om	Sve,nom
Alkalaj,em	A,lka,laj,em
Milorad,om	Milorad,om
Živković,em	Živković,em
morski,h	morski,h
vezan,im	vezani,m
memorandum,u	memor,and,umu
glasač,e	glasa,če
birač,i	birač,i
vladajući,m	vladajuć,im
glavni,m	glavni,m
opozicioni,m	opozici,onim
partija,ma	partija,ma
birač,ima	birač,ima
Veton,a	Ve,tona
Suroi,ja	Su,roi,ja
školovan,i	školovan,i
jednak,e	jednak,e
minimum,om	minimum,om
ugrožen,e	ugrožen,e
žestok,om	že,stok,om
Ahtisarijev,om	A,ht,isa,rije,vom
protest,ima	protest,ima
Hašim,a	Ha,šim,a
pokret,a	pokreta
građanski,m	građanski,m
siv,oj	siv,oj
dubok,oj	duboko,j
Habzburg,a	Ha,b,zb,urg,a
Dominik,a	Dom,ini,ka
muzičar,i	muzičar,i
Andre,a	Andre,a
Roland,a	Ro,land,a
Viljazon,a	Vil,jaz,ona
Žak,a	Å,½,aka
Lusije,a	L,usije,a
Danijel,a	Danijel,a
Barenboim,a	Bar,en,bo,ima
program,ima	programima
specijalizovan,om	specijalizovan,om
vrhunski,h	vrhunsk,ih
sprortist,a	spro,rti,sta
igra,ma	igra,ma
Slovenka,ma	Sloven,kama
igrač,em	igrač,em
turnir,u	turnir,u
komesar,a	kome,sara
katastrofa,ma	katastrofa,ma
uveren,a	uveren,a
Borisov,u	Boris,ovu
ubedljiv,e	ubedljiv,e
kabinet,u	kab,inet,u
Manuel,a	Ma,nu,ela
socijalistički,h	socijalističk,ih
EP,-a	E,P,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvalifikovan,osti
Ltd,-om	L,t,d,-,om
nezakonit,ih	nezakonit,ih
koordinator,i	koordinat,ori
Rok,a	Ro,ka
Butiljone,a	B,uti,ljo,ne,a
Ingrid,u	I,ng,rid,u
nov,oj	novoj
ekološki,h	ekoloških
GERB,-a	G,E,R,B,-,a
dužnost,i	dužnosti
zamenik,u	zamenik,u
general,u	general,u
Anju,u	A,nju,u
Angelov,u	A,nge,lov,u
Ilijan,a	Ili,jana
Mihov,a	Mih,ova
profesor,a	profesora
član,om	članom
Haris,om	Har,iso,m
Silajdžić,em	Si,laj,dži,ćem
red,ovima	redov,ima
Butmir,u	B,ut,miru
političar,ima	političari,ma
Valentin,a	Val,enti,na
Inck,a	I,nc,ka
suveren,u	suveren,u
poziv,i	poziv,i
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	lju,tita
pokušaj,em	pokušaj,em
nevladin,a	nev,ladin,a
kongres,a	kongres,a
bošnjački,h	bo,šnja,čkih
Davutoglu,a	Da,vu,tog,lu,a
investicioni,m	investicioni,m
konj,a	konj,a
hleb,a	hl,eba
višenedeljni,h	višen,edel,jnih
jak,ih	jak,ih
obližnji,m	obli,žnj,im
Nikicin,om	N,iki,cinom
kuća,ma	kuća,ma
čuvar,a	čuva,ra
vrt,a	vrta
bazen,a	baze,na
dan,u	dan,u
kopnen,a	kop,nena
čovek,a	čoveka
distanca,ma	distanc,ama
jak,e	jake
zub,e	zub,e
okolni,h	okoln,ih
travnat,o	trav,nato
dug,im	dug,im
šetnja,ma	šet,njama
restoran,a	restoran,a
čuven,og	čuven,og
mlad,og	mlado,g
mužjak,a	muž,jaka
udvarač,a	ud,varač,a
sam,og	samog
pažljiv,i	pažljiv,i
prgav,i	pr,gav,i
rep,om	repo,m
sečivo,m	seč,ivom
rotor,a	roto,ra
poplava,ma	pop,lava,ma
nacrt,e	nac,rte
premijerov,im	premijer,ovim
vladajući,h	vladajuć,ih
Taričanu,om	Ta,riča,nuo,m
Renov,e	R,enov,e
Taričanuov,u	Ta,riča,nuo,vu
naoružan,om	naoružan,om
bacač,a	bac,ača
udaljen,o	udaljeno
prozor,e	prozor,e
Pazar,u	P,azar,u
incident,u	incident,u
širok,u	širok,u
ekstremistički,h	ekstrem,istički,h
naoružan,e	naoružan,e
nemir,e	nemir,e
stanovništvo,m	stanovništvo,m
Krasnići,ju	Kra,sni,ći,ju
naoružan,oj	naoružan,oj
Arben,a	A,rbe,na
Džaferi,ja	Dž,af,erija
Krasnići,ja	Kra,sni,ći,ja
razni,h	raznih
diktator,a	dikt,atora
nesposobnost,i	nes,posobnosti
Klos,i	Kl,osi
gradonačelnik,a	gradonačelnika
razlog,e	razlog,e
nacrt,a	nac,rta
nasilje,m	nasilje,m
cilj,evima	ciljevima
bloger,i	blo,geri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravajuć,im
Raed,u	R,a,edu
Arafat,u	A,raf,atu
osnivač,u	osnivač,u
podsekretar,a	podse,kreta,ra
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,liga,ni
stadion,ima	stadion,ima
zatvor,om	zatvor,om
okupljen,ima	okuplj,enima
aerodrom,ima	aerodrom,ima
automobil,e	automobil,e
Rumun,i	Rumuni
komentator,a	komenta,tora
Arafat,a	A,raf,ata
nepovezan,i	nepo,vezani
zahtev,i	zahtevi
Kemal,a	K,emal,a
Burkaj,a	B,ur,kaj,a
egzil,a	egz,ila
aerodrom,u	aerodrom,u
kritičar,a	kritičar,a
Kurdistan,a	Ku,rdi,stana
kurdski,h	kur,dski,h
raširen,ih	raš,iren,ih
miroljubiv,u	miro,ljubi,vu
Bozjelov,im	Bo,zj,elovi,m
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
Taksim,u	Ta,ksim,u
Kurd,ima	Ku,rdi,ma
Kurd,a	Ku,rd,a
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođansk,ih
Mađar,a	Mađar,a
ujedinjen,u	ujedinjen,u
zakon,e	zakon,e
plav,a	plav,a
crven,im	crveni,m
pruga,ma	pruga,ma
žut,e	žut,e
državnost,i	državno,sti
dom,ovima	dom,ovima
organizovan,im	organizovani,m
kriminal,om	kriminal,om
benzinski,h	ben,zin,skih
gigant,a	gi,gan,ta
let,ova	leto,va
star,om	staro,m
terminal,u	terminal,u
parking,e	park,inge
putnik,e	putnik,e
avionski,h	avion,skih
kabl,ova	kab,lova
Izmir,u	I,zmi,ru
dvostruk,im	dvostruk,im
rizik,om	rizikom
dvostruk,a	dvostruk,a
nered,e	nere,de
trend,a	trend,a
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
EULEKS,-a	EU,L,E,K,S,-,a
nemir,ima	nemir,ima
nered,ima	nere,dima
nemir,a	nemir,a
rizik,a	rizika
uhapšen,ima	uhapšen,ima
pregovarač,i	pregovara,či
naj,nov,ijih	naj,novij,ih
admiral,om	admi,ralo,m
Heri,jem	Her,ijem
Ulrih,om	U,l,riho,m
komandant,om	komandant,om
združen,ih	zdr,užen,ih
Napulj,u	Nap,ulj,u
šestočlan,e	šesto,član,e
Frenk,a	Fr,enk,a
Vizner,a	Vi,zne,ra
Volfgang,a	Vol,f,gan,ga
Išinger,a	I,šin,ger,a
razgovor,ima	razgovor,ima
završen,im	završen,im
loš,a	loš,a
rukovodstvo,m	rukovodstvo,m
London,u	Londonu
aspekt,e	aspekte
slab,iji	slabij,i
kurs,a	kursa
dinar,a	dinara
imenitelj,a	imeni,telja
Radovan,a	Radovan,a
Jelašić,a	Jel,aši,ća
razlika,ma	razlika,ma
Jelašićev,om	Jel,aši,ćev,om
proizvod,ima	proizvodima
obojen,i	obo,jeni
kamion,i	kam,ioni
porast,om	porastom
jeftin,og	jeftin,og
devetocifren,e	devet,oci,fre,ne
pismenost,i	pismenosti
transparentnost,i	transparentnost,i
vladin,og	vladin,og
kompjuterski,h	kompjuter,skih
starosni,h	staros,nih
čas,ovi	časov,i
Vindovs,u	Vi,ndov,su
Vord,u	Vo,rd,u
Eksel,u	E,kse,lu
osnov,e	osnove
IT,-a	I,T,-,a
kompjuter,ima	kompjuter,ima
kompjuter,u	kompjuter,u
instruktor,e	instru,ktor,e
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	udar,u
urađen,o	urađen,o
provajder,a	prov,ajde,ra
trud,a	trud,a
čin,ovi	čino,vi
prav,im	pravim
islam,om	islam,om
motiv,e	motiv,e
okolnost,i	okolnosti
neprihvatljiv,u	nepri,hvatljiv,u
islam,a	islam,a
nametanje,m	namet,anjem
nevin,ih	nev,inih
korist,i	koristi
nadzor,u	nadzor,u
Cerić,a	C,eri,ća
imam,ima	imam,ima
Cerićev,a	C,eri,ćev,a
praznik,a	praznik,a
čin,ove	čino,ve
čestit,im	česti,tim
islamski,m	islam,skim
Bošnjak,a	Bo,šnjak,a
vernik,e	verni,ke
islam,u	islam,u
devijacija,ma	devijacija,ma
Amerikanac,a	Amerikan,aca
musliman,ima	musliman,ima
tražilac,a	tražil,aca
imigrant,i	imi,gran,ti
sunarodnik,a	sun,arodni,ka
Tunis,a	Tu,nisa
afrički,h	afričk,ih
azijski,h	azij,skih
azilant,e	azila,nte
zabrinut,o	zabrinut,o
poznat,om	poznato,m
sekretarijat,a	sekretarij,ata
učenik,a	učenika
čas,ovima	časov,ima
komesarijat,a	kome,sar,ijat,a
neiskorišćen,e	ne,iskorišćen,e
solidarnost,i	solidarnost,i
protest,u	protest,u
zapaljiv,u	zapa,ljiv,u
okolnost,ima	okolnostima
Avganistan,a	A,v,gani,stana
most,u	most,u
mešovit,a	mešovit,a
KFOR,-om	K,F,OR,-,om
incident,a	incident,a
miroljubiv,oj	miro,ljubi,voj
napetost,i	nap,eto,sti
višemesečni,h	više,mesečn,ih
sever,a	sever,a
kamion,a	kam,iona
punkt,a	pun,kta
izolovan,o	izolovan,o
Ninić,a	N,ini,ća
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etničkih
nerešen,a	nere,šena
strpljenje,m	str,pljen,jem
komitet,a	komiteta
svemir,a	svem,ira
telefon,i	telefon,i
bolnica,ma	bolnic,ama
Prunariju,a	Pr,unar,iju,a
Salcburg,u	Sa,lc,bur,gu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	naj,novij,u
poremećaj,a	poremećaja
pacijentov,a	pacijent,ova
naučnik,a	naučnik,a
primerak,a	primerak,a
nepoznat,a	nepoznat,a
inostranstvo,m	inostranstv,om
okvir,a	okvira
standard,e	standarde
ministrov,im	ministr,ovim
star,oj	staro,j
Parivodićev,im	Pari,vodi,ćev,im
kreditor,a	kredit,ora
dug,ova	dugo,va
ubrzavanje,m	ubrza,vanjem
Miodrag,a	Miodrag,a
privatizovan,ih	privatiz,ovanih
paket,a	paket,a
tender,a	tende,ra
predviđen,im	predviđeni,m
špediterski,h	šp,edite,rskih
transportni,h	transport,nih
postkomunistički,h	post,komunističk,ih
mesec,u	mesec,u
zrelost,i	zrel,osti
stepen,u	stepenu
kapital,om	kapital,om
sastojak,a	sastoj,aka
resurs,e	resurse
prenategnutost,i	pren,ateg,nuto,sti
saveznik,e	savezni,ke
strateški,m	strateški,m
obostran,oj	obo,strano,j
Behtel,u	B,eh,telu
animozitet,i	anim,ozit,eti
sam,ih	samih
spor,om	sporo,m
zaliv,a	zali,va
Kosorov,a	Koso,rova
arbitražni,m	arbitraž,nim
upućivanje,m	upuć,ivanjem
izgubljen,o	izgubljen,o
prevazilaženje,m	prevazila,ženje,m
zategnut,i	zate,gnuti
osetljiv,oj	osetljivo,j
Ivanov,a	Ivanov,a
zamah,u	zama,hu
obrt,u	obr,tu
odvojen,u	odvojen,u
počast,ima	poč,astima
Sejdijuov,og	Se,jd,iju,ovog
portparol,a	port,paro,la
Džavit,a	Dž,avit,a
Bećiri,ja	B,eći,rija
narod,e	narod,e
Bojan,a	Bojan,a
Milković,a	Mil,kovića
INA,-e	I,NA,-,e
neosnovan,e	neo,snovan,e
MMF,-om	M,M,F,-,om
zahtev,ima	zahtevima
produžen,i	produžen,i
investitor,e	investitor,e
resurs,ima	resursima
talas,u	talas,u
blag,im	blag,im
naj,bogat,ijih	najbo,gati,jih
istorijski,h	istorijskih
sindikat,e	sindikat,e
industrijalac,a	industrija,laca
poreski,h	poreski,h
paket,om	paket,om
aranžman,u	aranžman,u
dug,ih	dug,ih
jedinstven,om	jedinstveno,m
budžet,u	budžet,u
sindikat,i	sindikat,i
jedinstven,oj	jedinstveno,j
lek,ovi	lekovi
PDV,-a	P,D,V,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavač,a
koncept,u	konceptu
tim,ove	timo,ve
imunitet,a	imunitet,a
bos,ovima	bos,ovima
tročlan,oj	tro,člano,j
ubedljiv,og	ubedljiv,og
pobednik,a	pobedni,ka
mafijaški,m	ma,fija,škim
Plamen,om	Pla,menom
Galev,im	Gal,evim
Angel,om	A,nge,lom
Hristov,im	Hrist,ovim
čuven,om	čuven,om
ozloglašen,i	oz,log,laše,ni
biznismen,i	biznis,meni
jugozapad,u	jugozapad,u
mafijaš,a	ma,fija,ša
šef,u	šef,u
firma,ma	firma,ma
biznismen,ima	biznis,menim,a
Zlatomir,u	Zlat,omir,u
Petkov,a	Pet,kova
čvrst,i	čvrsti
tvrdnja,ma	tvrdnj,ama
DANS,-a	DA,NS,-,a
Boris,u	Boris,u
Velčev,u	Vel,čev,u
Petkov,u	Pet,kov,u
Cvetanov,a	C,veta,nova
Tanov,a	Tan,ova
laž,ima	laži,ma
kleveta,ma	kle,veta,ma
Velčevljev,oj	Vel,čev,ljev,oj
optužba,ma	optuž,bama
glasanje,m	glasanj,em
zbunjen,i	zb,unje,ni
Hancesti,ju	Ha,nce,stij,u
Kišinjev,a	Ki,šin,jeva
glasač,i	glasa,či
tabor,a	tabo,ra
vidljiv,a	vidljiv,a
monitoring,a	monitoring,a
komplikovan,o	komplikovan,o
kanal,e	kanal,e
čist,i	čisti
niz,om	nizo,m
Masačusets,a	Mas,aču,set,sa
nepravilnost,i	nepravilno,sti
namešten,u	name,šten,u
napet,o	nap,eto
širok,ih	širok,ih
prenos,a	prenosa
OHR,-a	O,H,R,-,a
mir,a	mira
privremen,a	privremen,a
zvaničnik,e	zvaničnik,e
prag,u	prag,u
osoblje,m	osoblje,m
Mostar,u	Mos,tar,u
grad,ova	gradova
maksimum,a	maksimum,a
Kostas,om	K,osta,som
Karamanlis,om	Kara,man,lis,om
monitor,a	monitor,a
osnovni,m	osnovnim
srednji,m	srednjim
Ćiril,a	,ÄĨ,iri,la
Dabi,ju	Da,biju
fond,u	fond,u
fond,om	fond,om
dužnički,h	dužni,čkih
nedaća,ma	neda,ćam,a
iznos,a	iznos,a
EFSF,-a	E,F,S,F,-,a
budžet,om	budžet,om
dogovoren,a	dogovore,na
obim,u	obim,u
ESM,-a	E,S,M,-,a
prilog,a	prilog,a
doprinos,u	doprinos,u
Vašington,u	Vašington,u
cent,i	cent,i
izložen,om	izloženo,m
Mlađan,a	Mla,đana
Dinkić,a	Di,nk,ića
Dinkićev,og	Di,nk,ićev,og
slab,u	slab,u
Dinkićev,ih	Di,nk,ićev,ih
sednica,ma	sednica,ma
Tadićev,i	Ta,dić,evi
visok,u	visok,u
preduslov,a	preduslov,a
neiskren,a	ne,iskren,a
sledeći,m	sledećim
propust,om	propust,om
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	prioritet,ima
blag,i	blag,i
Davutogluov,im	Da,vu,tog,lu,ovim
angažman,om	angaž,mano,m
balansiran,im	balans,irani,m
inicijativa,ma	inicijativa,ma
posredovanje,m	posredovan,jem
SAD,-u	SAD,-,u
potencijal,om	potencijal,om
Mobiltel,a	M,obil,tela
operater,a	operat,era
naslovljen,oj	naslov,ljeno,j
savremen,u	savremen,u
praćen,u	praćen,u
odgovarajući,m	odgovarajućim
veština,ma	veština,ma
pokretač,em	pokreta,čem
prezasićen,ih	prez,asi,ćenih
povećan,om	povećano,m
BDP,-u	B,D,P,-,u
ocena,ma	ocena,ma
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	akcij,skih
sektor,e	sektor,e
signal,u	signal,u
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	jev,tine
kratkovid,a	kratko,vida
deonica,ma	deo,nicama
čitav,om	čitavo,m
voz,om	voz,om
razvijenost,i	razvijenost,i
okup,u	okup,u
avion,i	avion,i
primer,u	primeru
rat,ove	ratov,e
voz,ovima	voz,ovima
brz,e	brz,e
navodni,m	navod,nim
tretman,u	tretman,u
umanjivanje,m	umanj,ivanjem
železnički,m	železničk,im
saobraćaj,em	saobraćaj,em
ekspert,e	ekspert,e
majdan,i	maj,dani
nepostojeći,h	nepos,toje,ćih
jurišnik,a	ju,riš,nika
lopov,a	lop,ova
direktor,i	direktor,i
džep,ova	dže,pova
koncert,i	koncert,i
estradni,h	estra,dnih
aranžman,i	aranžman,i
kondukter,e	kon,dukt,ere
skretničar,e	skre,tni,čar,e
polomljen,a	polo,mljen,a
lopov,i	lop,ovi
nabavljač,i	nabav,ljač,i
šraf,ove	Å,¡,raf,ove
teg,ove	tego,ve
čekaonica,ma	čeka,onica,ma
postaja,ma	postaj,ama
jeziv,u	jezi,vu
krov,a	krov,a
tip,ovi	tipovi
start,u	start,u
Leone,a	L,eon,ea
zapad,u	zapadu
odsustvo,m	odsustvo,m
zadovoljstvo,m	zadovoljstvo,m
medijski,h	medijski,h
vila,ma	vila,ma
jahta,ma	ja,ht,ama
skupocen,im	skupo,ceni,m
automobil,ima	automobil,ima
nedefinisan,ih	nede,finisan,ih
lik,ova	likova
uređen,ih	uređen,ih
rashod,e	ras,hod,e
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	uređen,im
donošenje,m	donošenje,m
serotonin,a	ser,oton,ina
ran,im	ranim
deficit,ima	deficit,ima
hormon,a	hormon,a
miš,evima	mišev,ima
miš,eva	mišev,a
neuron,a	neuron,a
hormon,om	hormon,om
krv,i	krvi
Tori,jem	To,rijem
Takumi,jem	Ta,kum,ijem
miš,evi	mišev,i
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživači,ma
serotoninski,h	ser,oton,inskih
receptor,a	receptora
lek,ove	lekov,e
serototnin,a	ser,oto,tni,na
star,i	stari
zanimljiv,iji	zanimljivi,ji
test,om	testo,m
kavez,a	kav,eza
kavez,u	kav,ezu
jedinka,ma	jedink,ama
izražen,ijim	izraženij,im
neartikulisan,ih	near,tiku,lisan,ih
zvuk,ova	zvuk,ova
simptom,e	simptom,e
anksioznost,i	anksioznosti
Takumi,ja	Ta,kum,ija
senzacionalistički,m	senz,acion,alističk,im
genetski,m	genetski,m
mutacija,ma	mutacij,ama
poremećaj,ima	poremećaji,ma
tip,a	tipa
višestruk,oj	višestruko,j
jezik,a	jezika
poznat,oj	poznato,j
nacist,a	naci,sta
Hitlerov,e	Hi,tle,rove
naš,em	našem
vreme,nu	vremenu
Klempererov,a	Kl,empe,re,rova
reklamni,h	reklam,nih
neograničen,u	neo,graničen,u
nesavladiv,u	nes,avl,adi,vu
lažljiv,e	laž,ljive
nebrojen,om	neb,rojen,om
pisan,e	pisane
komunikacijski,h	komunikacij,skih
šum,ova	šum,ova
kontradiktornost,i	kontra,diktor,nosti
savremen,ih	savremenih
jednak,oj	jednako,j
lingvistički,m	lingvistički,m
mulj,em	mul,jem
blato,m	bla,tom
nesavršenost,i	nes,avršen,osti
naj,različit,ijih	naj,različiti,jih
glupost,i	glu,posti
list,ovima	listov,ima
papirus,a	papir,usa
naslov,a	naslov,a
savremen,om	savremenom
lenj,im	lenj,im
glup,im	glu,pim
dragocen,o	dragocen,o
spot,ova	spot,ova
zatupljujući,h	zat,uplj,ujući,h
elektronski,h	elektronskih
višestruk,e	višestruk,e
jezik,om	jezik,om
roman,e	roman,e
izopačen,om	izo,pa,čeno,m
sunovraćen,om	sun,ovra,ćeno,m
Aušvic,a	A,uš,vica
logoraš,a	logor,aša
koncentracioni,m	koncentraci,onim
logor,ima	logor,ima
postojeći,m	postojećim
teror,a	teror,a
lažljiv,og	laž,ljivog
složen,u	složen,u
osetljiv,u	osetljiv,u
nov,ijoj	novij,oj
nejak,u	ne,jak,u
Miloševićev,og	Milošević,evog
ulični,h	uli,čnih
batinaš,a	bat,ina,ša
toljaga,ma	tol,jag,ama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identifikovani
crven,a	crven,a
nacistički,m	naci,stičkim
civil,ima	civili,ma
povlašćen,a	povla,šćen,a
go,lo	gol,o
pokrovitelj,e	pokr,ovite,lje
položaj,ima	položaj,ima
stran,oj	strano,j
ponos,a	ponos,a
obračun,i	obračun,i
navijač,a	navijač,a
čitljiv,e	čit,ljive
naopak,o	nao,pak,o
vidljiv,i	vidljivi
stereotip,a	stereotip,a
začaran,i	zač,aran,i
prostor,u	prostoru
strah,u	strah,u
glad,i	gla,di
nasilnički,h	nasil,ničkih
potpun,oj	potpuno,j
roman,a	romana
detektiv,a	detekt,iva
Po,a	P,oa
novinski,h	novin,skih
intelekt,u	intelektu
brz,oj	brzo,j
Šerlok,a	Še,rlo,ka
Holms,a	Hol,ms,a
Herkul,a	Her,kula
Poaro,a	P,oa,ro,a
junak,a	junaka
Dipen,a	Di,pena
roman,i	roman,i
trideseti,h	trideset,ih
okean,a	oke,ana
Nezbe,a	N,ezb,ea
Marlo,a	Mar,lo,a
roman,ima	roman,ima
uočljiv,a	uočljiv,a
sudbina,ma	sud,bina,ma
crn,oj	crno,j
senator,a	sena,tora
Makarti,ja	Mak,artija
sadašnji,m	sadašnji,m
pakt,a	pak,ta
Jens,om	Je,ns,om
Stoltenberg,om	St,ol,ten,ber,gom
star,ije	starije
istomišljenik,a	istom,išlje,nika
nemoć,i	nemo,ći
vlastit,i	vlastit,i
demokratičnost,i	demokrati,čnosti
bunt,a	bun,ta
bes,a	bes,a
vlastit,u	vlastit,u
vaš,a	vaš,a
ličnost,ima	ličnosti,ma
iskustvo,m	iskustvo,m
predsednik,u	predsedniku
favorit,a	fa,vori,ta
razvijen,oj	razvijeno,j
naj,čuven,ija	najč,uven,ija
FBI,-ja	F,BI,-,ja
uvod,u	uvod,u
Huver,a	H,uver,a
prijatelj,ima	prijateljima
nekontrolisan,og	neko,ntrolisan,og
dosije,a	dos,ije,a
stanovnik,e	stanovnik,e
senator,e	sena,tore
kongresmen,e	kongres,mene
Martin,u	Martin,u
Luter,u	L,uter,u
King,u	Kin,gu
metoda,ma	metodama
nezakonit,e	nezakonit,e
pretres,e	pretr,ese
dosije,e	dos,ije,e
žargon,u	žar,gon,u
dubok,a	dubok,a
gangster,ima	gan,g,steri,ma
koren,a	korena
smenjiv,a	smen,jiva
Vučić,a	Vučić,a
slikovit,iji	slik,oviti,ji
korumpiran,i	koru,mpi,rani
đubre,ta	đu,bre,ta
progonitelj,i	prog,onit,elji
izabran,e	izabran,e
čudo,m	čud,om
čitalac,a	čitalaca
Zemljin,og	Zem,ljin,og
