jeremić,a	jeremi�,�,�,a
guverner,a	g,uve,r,ne,ra
delegat,a	delegat,a
vodeći,h	vodeći,h
žan,om	ža,no,m
lemijer,om	le,mi,je,ro,m
investitor,ima	investitorim,a
očekivan,og	očekivano,g
biznis,om	biznis,o,m
potpredsednik,om	potpredsednik,o,m
miroljub,om	mir,o,l,ju,bo,m
labus,om	la,bu,som
projekt,ima	projektim,a
ton,u	ton,u
potpun,im	potpun,im
uspeh,om	uspeho,m
rat,a	rat,a
narod,i	narod,i
lak,ši	lakš,i
kongres,u	kongres,u
kofi,ja	ko,fi,ja
anan,a	an,an,a
prihvatljiv,og	prihvatljiv,o,g
demokrata,ma	demokrat,am,a
priznat,i	priznati
udar,a	udara
skor,o	skoro
rezolucija,ma	rezolucij,am,a
vremenski,m	vremenski,m
okvir,om	okvir,o,m
redžep,a	re,džep,a
tajip,a	ta,ji,pa
erdogan,a	erdoga,na
aerodrom,i	aerodrom,i
brod,ove	brodov,e
avion,e	avion,e
obim,a	obim,a
sali,jem	sal,ij,em
žestok,u	žestok,u
kritičar,i	kritičar,i
edi,ja	e,di,ja
problem,om	problemo,m
pojedinac,a	pojedinac,a
zakon,om	zakono,m
neuobičajen,o	neuobičajen,o
otkaz,a	otkaz,a
osoba,ma	osobam,a
status,om	statuso,m
službenik,a	službenik,a
njen,im	njeni,m
strog,om	strogo,m
faktor,om	faktoro,m
visok,e	visok,e
ostali,m	ostalim
nosilac,a	nosilac,a
monopol,ima	mo,no,pol,ima
višegodišnji,h	višegodišnj,i,h
monopol,a	mo,no,pol,a
pogodnost,i	pogodnost,i
monopolist,i	mo,no,polis,ti
biznismen,a	biznismen,a
opterećen,i	opterećen,i
cena,ma	cenam,a
monopol,i	mo,no,pol,i
kartel,i	kart,el,i
monopolistički,h	mo,no,polis,tič,ki,h
proizvođač,e	proizvođač,e
domaći,h	domaći,h
mmf,-a	mm,f,-a
monopol,e	mo,no,pol,e
prehramben,oj	prehrambeno,j
mali,m	mali,m
prihod,ima	prihodim,a
nezaposlen,i	nezaposleni
kartel,e	kart,el,e
reč,i	reč,i
neobuzdan,a	ne,ob,uz,dana
nezakonit,o	nezakonit,o
stan,a	stan,a
unuk,a	unuk,a
intelektualac,a	inte,lek,tu,ala,ca
organizovan,a	organizovan,a
dokument,u	dokument,u
civil,a	civil,a
saopštenje,m	saopštenj,em
penzionisan,i	pen,zi,oni,sa,ni
pridruživanje,m	pridruživanj,em
saveznik,a	saveznik,a
ostali,ma	ostalim,a
mek,i	meki
star,e	star,e
rat,ovi	ratov,i
raspad,a	raspad,a
jednak,i	jednaki
klimav,im	klim,avi,m
temelj,ima	temelj,ima
prihod,e	prihod,e
marković,em	marković,em
blok,u	blok,u
diplomiran,i	diplomiran,i
bogat,i	bogati
most,a	most,a
mihail,u	mihail,u
jovović,u	jov,ovi,ć,u
urednik,u	urednik,u
vijest,i	vi,jest,i
glava,ma	glav,am,a
komunistički,m	komunističk,im
vreme,nima	vremenim,a
neuspeh,a	neuspeh,a
izazov,i	izazov,i
nedelja,ma	nedeljam,a
stvarnost,i	stvarnost,i
loš,e	loše
slab,a	slab,a
nezaposlenost,i	nezaposlenost,i
novčan,e	novčan,e
slab,om	slabo,m
stručnost,i	stručno,sti
ran,ijim	raniji,m
izveštaj,em	izveštaj,em
euleks,-om	eu,le,k,s,-o,m
mustaf,a	mu,sta,fa
nov,o	novo
transparens,i	tra,n,spa,re,n,si
internešenel,a	interne,še,ne,la
naj,nov,ije	najnovij,e
severni,m	severn,im
sastav,u	sastav,u
bamir,om	ba,mir,o,m
topi,jem	to,pije,m
američki,m	američki,m
ambasador,om	ambasador,o,m
džon,om	džon,o,m
viters,om	vi,ter,som
pravosudni,m	pravosudni,m
izborni,m	izborni,m
fudbalski,h	fudbalski,h
balkan,om	balkan,o,m
fudbalski,m	fudbalski,m
liga,ma	lig,am,a
kvalifikacioni,h	kva,lif,ika,ci,oni,h
hrvat,a	hrvat,a
prevara,ma	prevar,am,a
namešten,ih	nam,e,št,eni,h
nemački,h	nemački,h
fenerbahče,a	fe,ne,r,ba,h,če,a
ulm,a	u,l,ma
igrač,a	igrač,a
genčlerbirligi,ja	ge,n,č,le,r,bir,lig,ij,a
džavdžavljev,ih	dž,av,d�,�,�,av,l,je,vi,h
sport,u	sport,u
dokaz,e	dokaz,e
sportski,h	sportski,h
skandal,a	skandal,a
poverljiv,ih	poverljiv,i,h
sumnjiv,im	sumnjiv,im
utakmica,ma	utakmic,am,a
klupski,h	klup,ski,h
brz,im	brzi,m
rasprostranjen,iji	rasprostranjen,ij,i
msp,-om	ms,p,-o,m
predstavljen,i	predstavljeni
pravni,h	pravni,h
usmen,e	usmen,e
argument,e	argument,e
jordan,a	jo,r,dana
integritet,a	integritet,a
pravo,m	pravo,m
miloševićev,a	milošević,ev,a
pravni,m	pravni,m
naslednik,om	naslednik,o,m
integritet,u	integritet,u
odvojen,e	odvojen,e
suveren,e	suveren,e
usmen,og	usmeno,g
sudski,m	sudski,m
proces,ima	procesim,a
rođak,a	rođak,a
obzir,a	obzir,a
krivični,h	krivični,h
kriminalac,a	kriminal,ac,a
kriminalistički,h	kriminal,istič,ki,h
nemoguć,a	nemoguć,a
otpadni,h	otpadni,h
priobalni,m	pri,obal,ni,m
naj,izolovan,ijih	na,ji,z,olov,an,ij,i,h
zatvoren,ih	zatvoreni,h
dubina,ma	dubin,am,a
kiseonik,a	kiseonik,a
kiseonik,om	kiseoniko,m
sloj,u	sloj,u
osetljiv,o	osetljiv,o
poremećaj,e	poremećaje
ekosistem,a	ekosistem,a
neodrživ,e	ne,održiv,e
prinos,ima	prinos,ima
jevtin,ijim	je,v,tin,ij,im
raširen,e	ra,šire,ne
pesticid,a	pesticid,a
priobalni,h	pri,obal,ni,h
sliv,u	sliv,u
ulov,i	ulo,vi
šlep,ovi	š,lepo,vi
dopisnik,u	do,pis,nik,u
setimes,-a	se,time,s,-a
ribar,a	rib,ar,a
šekip,a	še,ki,pa
jalčin,a	ja,l,čin,a
obalski,h	obal,ski,h
imejl,om	im,e,j,lom
projekt,i	projekt,i
odgovor,u	odgovor,u
otpad,a	otpad,a
projekt,e	projekt,e
seoski,h	seoski,h
otpadni,m	otpadni,m
hranljiv,im	hranljivi,m
materija,ma	materijam,a
organizam,a	organizam,a
preteran,og	preteran,o,g
pogoršan,om	pogo,r,ša,no,m
prečišćen,ih	pre,či,š,ćen,i,h
kanalizacion,ih	kanal,iz,aci,oni,h
nedomorodački,h	ne,dom,or,od,a,č,ki,h
čvrst,og	čvrsto,g
azotni,h	azot,ni,h
fosforni,h	fosfor,ni,h
dunav,a	dunav,a
obalni,h	obal,ni,h
more,m	mor,em
tri,ma	tri,ma
protokol,ima	protokol,ima
istanbul,u	istanbul,u
navod,ima	navodim,a
hranljiv,ih	hranljivi,h
industrijski,h	industrijski,h
autor,i	autor,i
produktivnost,i	produktivnost,i
reka,ma	reka,ma
sam,o	samo
hemijski,h	hemijski,h
zagađivač,a	zagađivač,a
prisutnost,i	prisutnost,i
povećan,i	povećani
naftni,h	naftni,h
gasni,h	gasni,h
kvartal,u	kvartal,u
uvoznik,a	uvozni,ka
zadužen,ih	zadužen,i,h
kredit,i	kredit,i
udružen,i	udružen,i
uvoz,a	uvoz,a
prijem,a	prijem,a
plan,ovi	planov,i
eps,-a	ep,s,-a
generator,a	generator,a
kralj,a	kralj,a
abdulah,a	ab,du,la,ha
abdulaziz,a	ab,du,laz,iz,a
konflikt,i	konflikt,i
dijalog,om	dijalog,o,m
tajlandski,m	taj,lan,d,ski,m
nitj,om	ni,t,jo,m
pibulsongram,om	pi,bu,l,son,gram,o,m
abdulah,om	ab,du,la,hom
gul,om	g,ulo,m
predsedavajući,m	predsedavajuć,im
željko,m	željk,o,m
komšić,em	ko,m,š,ić,em
bosanski,m	bosansk,im
sven,om	sve,no,m
alkalaj,em	al,ka,la,je,m
milorad,om	milorad,o,m
živković,em	živkovi�,�,�,em
morski,h	morski,h
vezan,im	vezani,m
memorandum,u	me,mora,n,du,m,u
glasač,e	glasač,e
birač,i	birač,i
vladajući,m	vladajuć,im
glavni,m	glavni,m
opozicioni,m	opozicioni,m
partija,ma	partijam,a
birač,ima	birač,ima
veton,a	ve,ton,a
suroi,ja	su,ro,ij,a
školovan,i	školo,va,ni
jednak,e	jednak,e
minimum,om	minimum,o,m
ugrožen,e	ugrožen,e
žestok,om	žestok,o,m
ahtisarijev,om	a,h,ti,sa,r,ij,ev,o,m
protest,ima	protestim,a
hašim,a	ha,š,ima
pokret,a	pokret,a
građanski,m	građanski,m
siv,oj	sivo,j
dubok,oj	duboko,j
habzburg,a	ha,b,z,bur,ga
dominik,a	dom,in,ika
muzičar,i	muzičar,i
andre,a	andre,a
roland,a	ro,lan,da
viljazon,a	vil,jaz,ona
žak,a	ža,ka
lusije,a	lu,si,je,a
danijel,a	danijel,a
barenboim,a	bar,en,bo,ima
program,ima	programim,a
specijalizovan,om	specijalizovan,o,m
vrhunski,h	vrhunski,h
sprortist,a	sp,ro,r,ti,sta
igra,ma	igram,a
slovenka,ma	sloven,kam,a
igrač,em	igrač,em
turnir,u	turnir,u
komesar,a	kom,es,ar,a
katastrofa,ma	katastrof,am,a
uveren,a	uveren,a
borisov,u	boris,ov,u
ubedljiv,e	ubedljiv,e
kabinet,u	kabinet,u
manuel,a	man,u,el,a
socijalistički,h	socijalističk,i,h
ep,-a	ep,-a
odgovor,i	odgovori
vezan,a	vezan,a
kvalifikovanost,i	kvalifikovan,os,ti
ltd,-om	lt,d,-o,m
nezakonit,ih	nezakonit,i,h
koordinator,i	koordinato,r,i
rok,a	ro,ka
butiljone,a	bu,ti,l,jon,e,a
ingrid,u	in,gri,du
nov,oj	novo,j
ekološki,h	ekološki,h
gerb,-a	g,er,b,-a
dužnost,i	dužnost,i
zamenik,u	zamenik,u
general,u	general,u
anju,u	an,ju,u
angelov,u	angel,ov,u
ilijan,a	ilij,an,a
mihov,a	mi,ho,va
profesor,a	profesor,a
član,om	člano,m
haris,om	har,is,o,m
silajdžić,em	si,la,j,d�,�,�,ić,em
red,ovima	redovim,a
butmir,u	bu,t,mir,u
političar,ima	političar,ima
valentin,a	va,le,n,tin,a
inck,a	in,c,ka
suveren,u	suveren,u
poziv,i	poziv,i
stranački,m	stranačk,im
državni,m	državni,m
ljutit,a	ljut,it,a
pokušaj,em	pokušaj,em
nevladin,a	nevladin,a
kongres,a	kongres,a
bošnjački,h	bo,š,nj,a,č,ki,h
davutoglu,a	da,v,u,tog,lu,a
investicioni,m	investicioni,m
konj,a	konj,a
hleb,a	hleb,a
višenedeljni,h	više,nedeljn,i,h
jak,ih	jaki,h
obližnji,m	obli,ž,njim
nikicin,om	nik,ic,in,o,m
kuća,ma	kućam,a
čuvar,a	čuvar,a
vrt,a	vrt,a
bazen,a	bazen,a
dan,u	dan,u
kopnen,a	kopnen,a
čovek,a	čovek,a
distanca,ma	distanc,am,a
jak,e	jak,e
zub,e	zub,e
okolni,h	okolni,h
travnat,o	trav,na,to
dug,im	dugi,m
šetnja,ma	šetnj,am,a
restoran,a	restoran,a
čuven,og	čuveno,g
mlad,og	mlado,g
mužjak,a	mužjak,a
udvarač,a	ud,var,a,ča
sam,og	samo,g
pažljiv,i	pažljiv,i
prgav,i	pr,ga,vi
rep,om	rep,o,m
sečivo,m	seč,iv,o,m
rotor,a	rotor,a
poplava,ma	poplav,am,a
nacrt,e	nacrt,e
premijerov,im	premijero,vi,m
vladajući,h	vladajuć,i,h
taričanu,om	tar,i,ča,nu,o,m
renov,e	re,nov,e
taričanuov,u	tar,i,ča,nu,ov,u
naoružan,om	na,oružan,o,m
bacač,a	bac,a,ča
udaljen,o	udaljen,o
prozor,e	prozor,e
pazar,u	pazar,u
incident,u	incident,u
širok,u	širok,u
ekstremistički,h	ek,stre,mi,stič,ki,h
naoružan,e	na,oružan,e
nemir,e	nemir,e
stanovništvo,m	stanovništvo,m
krasnići,ju	kra,sn,ić,ij,u
naoružan,oj	na,oružan,o,j
arben,a	ar,ben,a
džaferi,ja	dž,afer,ij,a
krasnići,ja	kra,sn,ić,ij,a
razni,h	razni,h
diktator,a	di,k,tat,ora
nesposobnost,i	nesposobn,os,ti
klos,i	k,los,i
gradonačelnik,a	gradonačelnik,a
razlog,e	razlog,e
nacrt,a	nacrt,a
nasilje,m	nasilje,m
cilj,evima	ciljevim,a
bloger,i	blog,er,i
zdravstven,og	zdravstveno,g
osiguravajući,m	osiguravajuć,im
raed,u	ra,e,du
arafat,u	ar,a,fa,tu
osnivač,u	osnivač,u
podsekretar,a	pod,sekretar,a
miroljubiv,e	mir,o,l,ju,biv,e
huligan,i	h,u,lig,an,i
stadion,ima	stadion,ima
zatvor,om	zatvor,o,m
okupljen,ima	okupljen,ima
aerodrom,ima	aerodrom,ima
automobil,e	automobil,e
rumun,i	rumun,i
komentator,a	komenta,to,ra
arafat,a	ar,a,fa,ta
nepovezan,i	ne,povezani
zahtev,i	zahtev,i
kemal,a	ke,mal,a
burkaj,a	bu,r,ka,ja
egzil,a	eg,zi,la
aerodrom,u	aerodrom,u
kritičar,a	kritičar,a
kurdistan,a	ku,r,dis,ta,na
kurdski,h	kur,d,ski,h
raširen,ih	ra,šire,ni,h
miroljubiv,u	mir,o,l,ju,biv,u
bozjelov,im	bo,z,jel,ovi,m
mir,u	mir,u
miroljubiv,im	mir,o,l,ju,biv,im
manjkav,a	manjk,av,a
taksim,u	tak,si,m,u
kurd,ima	ku,r,dim,a
kurd,a	ku,r,da
realnost,i	realnost,i
vakuum,a	vakuu,ma
proces,om	proceso,m
vojvođanski,h	vo,j,vođ,an,ski,h
mađar,a	mađar,a
ujedinjen,u	ujedinjen,u
zakon,e	zakon,e
plav,a	plav,a
crven,im	crveni,m
pruga,ma	prug,am,a
žut,e	žut,e
državnost,i	državno,sti
dom,ovima	domovim,a
organizovan,im	organizovani,m
kriminal,om	kriminal,o,m
benzinski,h	benzi,n,ski,h
gigant,a	gi,ga,n,ta
let,ova	letov,a
star,om	staro,m
terminal,u	terminal,u
parking,e	parking,e
putnik,e	putnik,e
avionski,h	avion,ski,h
kabl,ova	kablov,a
izmir,u	i,z,mir,u
dvostruk,im	dvostruki,m
rizik,om	riziko,m
dvostruk,a	dvostruk,a
nered,e	nered,e
trend,a	trend,a
posledica,ma	posledicam,a
nedeljnik,u	nedeljn,ik,u
euleks,-a	eu,le,k,s,-a
nemir,ima	nemir,ima
nered,ima	nered,ima
nemir,a	nemir,a
rizik,a	rizik,a
uhapšen,ima	uhapšen,ima
pregovarač,i	pregovar,a,či
naj,nov,ijih	najnoviji,h
admiral,om	ad,mira,lom
heri,jem	her,ij,em
ulrih,om	u,l,r,i,hom
komandant,om	komandant,o,m
združen,ih	z,druž,eni,h
napulj,u	na,pul,ju
šestočlan,e	šesto,član,e
frenk,a	fre,n,ka
vizner,a	vi,z,ne,ra
volfgang,a	vo,l,f,ga,n,ga
išinger,a	i,šin,ge,ra
razgovor,ima	razgovorim,a
završen,im	završeni,m
loš,a	loš,a
rukovodstvo,m	rukovodstvo,m
london,u	london,u
aspekt,e	aspekt,e
slab,iji	slabij,i
kurs,a	kurs,a
dinar,a	dinar,a
imenitelj,a	imen,it,el,ja
radovan,a	radova,na
jelašić,a	je,la�,�,�,ić,a
razlika,ma	razlikam,a
jelašićev,om	je,la�,�,�,ić,ev,o,m
proizvod,ima	proizvodim,a
obojen,i	obojeni
kamion,i	kamion,i
porast,om	porasto,m
jeftin,og	jeftin,o,g
devetocifren,e	deveto,cifr,en,e
pismenost,i	pismenost,i
transparentnost,i	transparentnost,i
vladin,og	vladin,o,g
kompjuterski,h	kompjutersk,i,h
starosni,h	starosni,h
čas,ovi	časov,i
vindovs,u	vi,n,do,v,su
vord,u	vo,r,du
eksel,u	ek,sel,u
osnov,e	osnov,e
it,-a	it,-a
kompjuter,ima	kompjuter,ima
kompjuter,u	kompjuter,u
instruktor,e	instruktor,e
prostorija,ma	prostorijam,a
unutrašnjost,i	unutrašnjost,i
pristup,a	pristup,a
ugovor,e	ugovor,e
udar,u	udar,u
urađen,o	urađen,o
provajder,a	provajder,a
trud,a	trud,a
čin,ovi	čin,ovi
prav,im	pravim
islam,om	islam,o,m
motiv,e	motiv,e
okolnost,i	okolnost,i
neprihvatljiv,u	neprihvatljiv,u
islam,a	islam,a
nametanje,m	nam,et,anj,em
nevin,ih	ne,vin,i,h
korist,i	koristi
nadzor,u	nadzor,u
cerić,a	ce,r,ić,a
imam,ima	imam,ima
cerićev,a	ce,r,ić,ev,a
praznik,a	praznik,a
čin,ove	čin,ove
čestit,im	česti,tim
islamski,m	islamsk,im
bošnjak,a	bošnjak,a
vernik,e	vernik,e
islam,u	islam,u
devijacija,ma	devijacij,am,a
amerikanac,a	amerikanac,a
musliman,ima	musliman,ima
tražilac,a	tražil,ac,a
imigrant,i	im,igra,n,ti
sunarodnik,a	su,narodni,ka
tunis,a	t,un,is,a
afrički,h	a,f,r,i,č,ki,h
azijski,h	azi,j,ski,h
azilant,e	azil,ant,e
zabrinut,o	zabrinut,o
poznat,om	poznato,m
sekretarijat,a	sekretarijat,a
učenik,a	učenik,a
čas,ovima	časovim,a
komesarijat,a	kom,es,ar,ij,at,a
neiskorišćen,e	ne,iskorišćen,e
solidarnost,i	solidarnost,i
protest,u	protest,u
zapaljiv,u	zapa,l,ji,v,u
okolnost,ima	okolnostim,a
avganistan,a	avganistan,a
most,u	most,u
mešovit,a	mešovit,a
kfor,-om	k,fo,r,-o,m
incident,a	incident,a
miroljubiv,oj	mir,o,l,ju,biv,o,j
napetost,i	napetost,i
višemesečni,h	više,mesečni,h
sever,a	sever,a
kamion,a	kamion,a
punkt,a	pun,k,ta
izolovan,o	izolovano
ninić,a	nin,ić,a
miroljubiv,o	mir,o,l,ju,biv,o
međuetnički,h	međ,u,etnički,h
nerešen,a	ne,rešen,a
strpljenje,m	strpljenj,em
komitet,a	komitet,a
svemir,a	svemir,a
telefon,i	telefon,i
bolnica,ma	bolnicam,a
prunariju,a	pr,un,ar,ij,u,a
salcburg,u	sal,c,bur,g,u
istraživač,a	istraživač,a
slučaj,eve	slučajev,e
naj,nov,iju	najnovij,u
poremećaj,a	poremećaj,a
pacijentov,a	pacijent,ova
naučnik,a	naučnik,a
primerak,a	primerak,a
nepoznat,a	nepoznat,a
inostranstvo,m	inostranstv,o,m
okvir,a	okvir,a
standard,e	standard,e
ministrov,im	ministro,vi,m
star,oj	staro,j
parivodićev,im	pari,vodi�,�,�,ev,im
kreditor,a	kredit,ora
dug,ova	dugov,a
ubrzavanje,m	ubrzav,anj,em
miodrag,a	miodra,ga
privatizovan,ih	pri,va,ti,zov,an,i,h
paket,a	paket,a
tender,a	tender,a
predviđen,im	predviđeni,m
špediterski,h	š,pe,di,ter,ski,h
transportni,h	transportni,h
postkomunistički,h	post,komunističk,i,h
mesec,u	mesec,u
zrelost,i	zrelost,i
stepen,u	stepen,u
kapital,om	kapitalo,m
sastojak,a	sastojak,a
resurs,e	resurs,e
prenategnutost,i	pre,na,te,g,nu,to,sti
saveznik,e	saveznik,e
strateški,m	strateški,m
obostran,oj	obostran,o,j
behtel,u	be,htel,u
animozitet,i	an,im,o,zi,te,ti
sam,ih	sami,h
spor,om	spor,o,m
zaliv,a	zaliv,a
kosorov,a	ko,so,ro,va
arbitražni,m	ar,bit,ra,ž,ni,m
upućivanje,m	upućivanj,em
izgubljen,o	izgubljen,o
prevazilaženje,m	prevazilaženj,em
zategnut,i	zat,eg,nu,ti
osetljiv,oj	osetljiv,o,j
ivanov,a	ivano,va
zamah,u	za,ma,h,u
obrt,u	obr,tu
odvojen,u	odvojen,u
počast,ima	po,čast,ima
sejdijuov,og	se,j,di,ju,ovog
portparol,a	portparo,la
džavit,a	dž,avi,ta
bećiri,ja	be�,�,�,i,r,ij,a
narod,e	narod,e
bojan,a	bojan,a
milković,a	mil,kovi,ć,a
ina,-e	in,a,-e
neosnovan,e	neosnovan,e
mmf,-om	mm,f,-o,m
zahtev,ima	zahtevim,a
produžen,i	produžen,i
investitor,e	investitor,e
resurs,ima	resursim,a
talas,u	talas,u
blag,im	blagi,m
naj,bogat,ijih	na,j,bogatij,i,h
istorijski,h	istorijski,h
sindikat,e	sindikat,e
industrijalac,a	industrij,ala,ca
poreski,h	poreski,h
paket,om	paket,o,m
aranžman,u	aranžman,u
dug,ih	dugi,h
jedinstven,om	jedinstveno,m
budžet,u	budžet,u
sindikat,i	sindikat,i
jedinstven,oj	jedinstveno,j
lek,ovi	lekov,i
pdv,-a	pd,v,-a
jedinstven,a	jedinstven,a
uticaj,a	uticaj,a
izdavač,a	izdavač,a
koncept,u	koncept,u
tim,ove	timov,e
imunitet,a	imunitet,a
bos,ovima	bo,so,vi,ma
tročlan,oj	tr,oč,lan,o,j
ubedljiv,og	ubedljiv,o,g
pobednik,a	pobednik,a
mafijaški,m	mafij,a,š,ki,m
plamen,om	pla,men,o,m
galev,im	gal,ev,im
angel,om	angel,o,m
hristov,im	hristo,vi,m
čuven,om	čuveno,m
ozloglašen,i	o,zl,ogla,še,ni
biznismen,i	biznismen,i
jugozapad,u	jug,o,zapad,u
mafijaš,a	mafij,a,ša
šef,u	šef,u
firma,ma	firmam,a
biznismen,ima	biznismen,ima
zlatomir,u	z,la,tom,i,ru
petkov,a	pet,ko,va
čvrst,i	čvrsti
tvrdnja,ma	tvrdnjam,a
dans,-a	dan,s,-a
boris,u	boris,u
velčev,u	ve,l,če,v,u
petkov,u	pet,ko,v,u
cvetanov,a	c,veta,nova
tanov,a	ta,nova
laž,ima	laž,ima
kleveta,ma	k,leve,tama
velčevljev,oj	ve,l,če,vlj,ev,o,j
optužba,ma	optužb,am,a
glasanje,m	glasanj,em
zbunjen,i	z,bun,je,ni
hancesti,ju	han,cest,ij,u
kišinjev,a	ki,šin,je,va
glasač,i	glasač,i
tabor,a	ta,bora
vidljiv,a	vidljiv,a
monitoring,a	monitoring,a
komplikovan,o	komplikovan,o
kanal,e	kanal,e
čist,i	čisti
niz,om	nizo,m
masačusets,a	mas,a,ču,set,sa
nepravilnost,i	nepravilnost,i
namešten,u	nam,e,št,en,u
napet,o	na,peto
širok,ih	široki,h
prenos,a	prenos,a
ohr,-a	o,hr,-a
mir,a	mira
privremen,a	privremen,a
zvaničnik,e	zvaničnik,e
prag,u	prag,u
osoblje,m	osoblj,em
mostar,u	mostar,u
grad,ova	gradov,a
maksimum,a	maksimum,a
kostas,om	kost,as,o,m
karamanlis,om	kar,am,an,lis,o,m
monitor,a	monitor,a
osnovni,m	osnovni,m
srednji,m	srednji,m
ćiril,a	ć,i,r,il,a
dabi,ju	da,bij,u
fond,u	fond,u
fond,om	fond,o,m
dužnički,h	dužni,č,ki,h
nedaća,ma	ne,da,ć,am,a
iznos,a	iznos,a
efsf,-a	e,fs,f,-a
budžet,om	budžet,o,m
dogovoren,a	dogovoren,a
obim,u	obim,u
esm,-a	es,m,-a
prilog,a	prilog,a
doprinos,u	doprinos,u
vašington,u	vašington,u
cent,i	cen,ti
izložen,om	izložen,o,m
mlađan,a	m,la,đ,an,a
dinkić,a	din,ki,ć,a
dinkićev,og	din,ki,ć,ev,o,g
slab,u	slab,u
dinkićev,ih	din,ki,ć,ev,i,h
sednica,ma	sednic,am,a
tadićev,i	tadić,ev,i
visok,u	visok,u
preduslov,a	preduslov,a
neiskren,a	ne,iskren,a
sledeći,m	sledeći,m
propust,om	propust,o,m
blag,og	blago,g
akter,a	akter,a
proces,i	proces,i
prioritet,ima	prioritet,ima
blag,i	blagi
davutogluov,im	da,v,u,tog,lu,ovi,m
angažman,om	angažman,o,m
balansiran,im	balans,i,rani,m
inicijativa,ma	inicijativ,am,a
posredovanje,m	posredovanj,em
sad,-u	sa,d,-u
potencijal,om	potencijalo,m
mobiltel,a	mo,bil,tel,a
operater,a	operater,a
naslovljen,oj	naslov,l,je,no,j
savremen,u	savremen,u
praćen,u	praćen,u
odgovarajući,m	odgovarajući,m
veština,ma	veštinam,a
pokretač,em	pokretač,em
prezasićen,ih	pre,za,si,ćen,i,h
povećan,om	povećano,m
bdp,-u	bd,p,-u
ocena,ma	ocenam,a
metod,i	metod,i
metod,a	metod,a
vaučer,i	va,uč,er,i
nerešen,i	ne,rešen,i
društven,oj	društveno,j
akcijski,h	akcij,ski,h
sektor,e	sektor,e
signal,u	signal,u
vagon,i	vag,oni
slep,im	slepi,m
šezdeseti,h	šezdeseti,h
jevtin,e	je,v,tin,e
kratkovid,a	kratko,vid,a
deonica,ma	deonic,am,a
čitav,om	čitavo,m
voz,om	voz,o,m
razvijenost,i	razvijenost,i
okup,u	okup,u
avion,i	avion,i
primer,u	primer,u
rat,ove	ratov,e
voz,ovima	vozov,ima
brz,e	brz,e
navodni,m	navodn,im
tretman,u	tretman,u
umanjivanje,m	umanj,ivanj,em
železnički,m	železnički,m
saobraćaj,em	saobraćaj,em
ekspert,e	ekspert,e
majdan,i	maj,dan,i
nepostojeći,h	ne,postojeći,h
jurišnik,a	jur,i,š,nika
lopov,a	lopov,a
direktor,i	direktor,i
džep,ova	džep,ova
koncert,i	koncert,i
estradni,h	estr,ad,ni,h
aranžman,i	aranžman,i
kondukter,e	kon,du,k,tere
skretničar,e	sk,re,t,ni,ča,re
polomljen,a	pol,o,m,l,je,na
lopov,i	lopov,i
nabavljač,i	nabav,l,jač,i
šraf,ove	š,ra,fo,ve
teg,ove	te,go,ve
čekaonica,ma	čeka,oni,ca,ma
postaja,ma	postaj,am,a
jeziv,u	jezi,v,u
krov,a	krov,a
tip,ovi	tipov,i
start,u	start,u
leone,a	le,on,e,a
zapad,u	zapad,u
odsustvo,m	odsustv,o,m
zadovoljstvo,m	zadovoljstvo,m
medijski,h	medijski,h
vila,ma	vil,am,a
jahta,ma	ja,h,tama
skupocen,im	skupo,ceni,m
automobil,ima	automobilim,a
nedefinisan,ih	ne,definisani,h
lik,ova	likov,a
uređen,ih	uređen,i,h
rashod,e	rashod,e
način,u	način,u
naveden,e	naveden,e
odgovor,a	odgovora
uređen,im	uređen,im
donošenje,m	donošenje,m
serotonin,a	se,ro,ton,in,a
ran,im	rani,m
deficit,ima	deficit,ima
hormon,a	hormon,a
miš,evima	mišev,ima
miš,eva	mišev,a
neuron,a	neuron,a
hormon,om	hormon,o,m
krv,i	krv,i
tori,jem	to,r,ij,em
takumi,jem	tak,um,ij,em
miš,evi	mišev,i
brk,ove	br,ko,ve
brk,ova	br,ko,va
istraživač,ima	istraživač,ima
serotoninski,h	se,ro,ton,in,ski,h
receptor,a	receptor,a
lek,ove	lekov,e
serototnin,a	se,ro,to,t,ni,na
star,i	stari
zanimljiv,iji	zanimljivi,ji
test,om	testo,m
kavez,a	kavez,a
kavez,u	kavez,u
jedinka,ma	jedink,am,a
izražen,ijim	izraženij,im
neartikulisan,ih	ne,ar,ti,kul,is,an,i,h
zvuk,ova	zvukov,a
simptom,e	simptom,e
anksioznost,i	anksioznost,i
takumi,ja	tak,um,ij,a
senzacionalistički,m	sen,za,ci,ona,list,i,č,ki,m
genetski,m	genetski,m
mutacija,ma	mutacij,am,a
poremećaj,ima	poremećajim,a
tip,a	tip,a
višestruk,oj	višestruko,j
jezik,a	jezik,a
poznat,oj	poznato,j
nacist,a	nacist,a
hitlerov,e	hitle,ro,ve
naš,em	naše,m
vreme,nu	vremen,u
klempererov,a	k,le,m,per,er,ova
reklamni,h	reklam,ni,h
neograničen,u	neograničen,u
nesavladiv,u	ne,sa,vlad,iv,u
lažljiv,e	laž,l,ji,ve
nebrojen,om	neb,ro,je,no,m
pisan,e	pisan,e
komunikacijski,h	komunikacij,ski,h
šum,ova	šum,ova
kontradiktornost,i	kontradiktorn,os,ti
savremen,ih	savremeni,h
jednak,oj	jednako,j
