jeremić,a	jere,mića
suveren,e	suverene
usmen,og	usme,nog
sudski,m	sud,skim
proces,ima	procesima
rođak,a	rođa,ka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	kriminali,stičkih
nemoguć,a	nemogu,ća
otpadni,h	otpadnih
priobalni,m	pri,oba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvore,nih
dubina,ma	dubina,ma
kiseonik,a	kiseonika
kiseonik,om	kise,oni,kom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neod,rži,ve
prinos,ima	prinosi,ma
jevtin,ijim	jevti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	pri,oba,lnih
sliv,u	sli,vu
ulov,i	ulo,vi
šlep,ovi	š,le,povi
dopisnik,u	dopisni,ku
setimes,-a	se,t,ime,s,-,a
ribar,a	riba,ra
šekip,a	še,ki,pa
jalčin,a	ja,l,čina
obalski,h	ob,al,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materijama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogor,ša,nom
prečišćen,ih	preči,šće,nih
kanalizacion,ih	kanali,za,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrsto,g
azotni,h	azo,tnih
fosforni,h	fosfor,nih
dunav,a	dunava
obalni,h	ob,alnih
more,m	mo,rem
tri,ma	t,rima
protokol,ima	protoko,lima
istanbul,u	istan,bu,lu
navod,ima	navodi,ma
hranljiv,ih	hranljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađivača
prisutnost,i	prisu,tnosti
povećan,i	poveća,ni
naftni,h	naf,tnih
gasni,h	ga,snih
kvartal,u	kva,rta,lu
uvoznik,a	uvo,z,nika
zadužen,ih	zadu,ženih
kredit,i	kredi,ti
udružen,i	udru,ženi
uvoz,a	uvo,za
prijem,a	prijema
plan,ovi	planovi
eps,-a	ep,s,-,a
generator,a	genera,tora
kralj,a	kralja
abdulah,a	ab,dula,ha
abdulaziz,a	ab,du,lazi,za
konflikt,i	konfli,kti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
nitj,om	nit,jom
pibulsongram,om	pi,bu,l,son,gra,mom
abdulah,om	ab,dula,hom
gul,om	gu,lom
predsedavajući,m	predseda,vajući,m
željko,m	že,lj,kom
komšić,em	komši,ćem
bosanski,m	bosan,skim
sven,om	sve,nom
alkalaj,em	al,kala,jem
milorad,om	milo,ra,dom
živković,em	živ,kovi,ćem
morski,h	mor,skih
vezan,im	vezanim
memorandum,u	memo,ran,du,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	partijama
birač,ima	bira,čima
veton,a	ve,tona
suroi,ja	su,ro,ija
školovan,i	školo,vani
jednak,e	jednake
minimum,om	mini,mu,mom
ugrožen,e	ugrožene
žestok,om	žesto,kom
ahtisarijev,om	a,h,ti,sa,rije,vom
protest,ima	prote,stima
hašim,a	ha,ši,ma
pokret,a	pokreta
građanski,m	građa,nskim
siv,oj	si,voj
dubok,oj	dubo,koj
habzburg,a	habzbur,ga
dominik,a	domi,nika
muzičar,i	muzičari
andre,a	and,rea
roland,a	ro,lan,da
viljazon,a	vi,lja,zona
žak,a	ža,ka
lusije,a	lu,sije,a
danijel,a	danijela
barenboim,a	ba,ren,bo,ima
program,ima	programima
specijalizovan,om	specijalizova,nom
vrhunski,h	vrhu,nskih
sprortist,a	spro,rti,sta
igra,ma	igra,ma
slovenka,ma	sloven,kama
igrač,em	igra,čem
turnir,u	tu,rni,ru
komesar,a	kome,sara
katastrofa,ma	katastrofa,ma
uveren,a	uve,rena
borisov,u	bori,sovu
ubedljiv,e	ubed,ljive
kabinet,u	kabine,tu
manuel,a	manu,ela
socijalistički,h	socijalističkih
ep,-a	ep,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvali,fikova,nosti
ltd,-om	l,td,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
rok,a	roka
butiljone,a	bu,ti,ljo,nea
ingrid,u	in,gri,du
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	ger,b,-,a
dužnost,i	dužnosti
zamenik,u	zameni,ku
general,u	genera,lu
anju,u	a,nju,u
angelov,u	ange,lo,vu
ilijan,a	ili,jana
mihov,a	mi,hova
profesor,a	profesora
član,om	članom
haris,om	hari,som
silajdžić,em	sila,j,dži,ćem
red,ovima	redovima
butmir,u	but,miru
političar,ima	politi,čarima
valentin,a	vale,ntina
inck,a	in,cka
suveren,u	suvere,nu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	ljuti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongresa
bošnjački,h	bošnja,čkih
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hleba
višenedeljni,h	više,ne,delj,nih
jak,ih	jakih
obližnji,m	obliž,njim
nikicin,om	niki,ci,nom
kuća,ma	kućama
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	baze,na
dan,u	danu
kopnen,a	kop,nena
čovek,a	čoveka
distanca,ma	distan,cama
jak,e	jake
zub,e	zube
okolni,h	okolnih
travnat,o	tra,vna,to
dug,im	dugim
šetnja,ma	še,t,njama
restoran,a	resto,rana
čuven,og	ču,venog
mlad,og	mladog
mužjak,a	muž,jaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	ro,tora
poplava,ma	popla,vama
nacrt,e	na,cr,te
premijerov,im	premije,rovim
vladajući,h	vladajućih
taričanu,om	ta,ri,ča,nu,om
renov,e	re,nove
taričanuov,u	ta,ri,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	uda,ljeno
prozor,e	prozo,re
pazar,u	pazaru
incident,u	inciden,tu
širok,u	široku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovništvom
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoruža,noj
arben,a	ar,bena
džaferi,ja	dža,fe,rija
krasnići,ja	kra,sni,ćija
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposob,nosti
klos,i	klo,si
gradonačelnik,a	grado,nače,lnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasiljem
cilj,evima	ciljevima
bloger,i	b,loge,ri
zdravstven,og	zdravstvenog
osiguravajući,m	osigura,vajući,m
raed,u	ra,edu
arafat,u	ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,li,gani
stadion,ima	sta,dio,nima
zatvor,om	zatvo,rom
okupljen,ima	okup,lje,nima
aerodrom,ima	ae,rod,ro,mima
automobil,e	automo,bile
rumun,i	rumu,ni
komentator,a	komenta,tora
arafat,a	ara,fa,ta
nepovezan,i	nepo,veza,ni
zahtev,i	zahtevi
kemal,a	ke,mala
burkaj,a	bu,rka,ja
egzil,a	eg,zila
aerodrom,u	ae,rod,ro,mu
kritičar,a	kritičara
kurdistan,a	kur,di,stana
kurdski,h	ku,rd,skih
raširen,ih	rašire,nih
miroljubiv,u	miro,ljubi,vu
bozjelov,im	bo,z,je,lo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
taksim,u	taksi,mu
kurd,ima	kur,dima
kurd,a	kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođa,nskih
mađar,a	mađa,ra
ujedinjen,u	ujedi,njenu
zakon,e	zakone
plav,a	pla,va
crven,im	crve,nim
pruga,ma	pru,gama
žut,e	žute
državnost,i	državnosti
dom,ovima	domo,vima
organizovan,im	organizova,nim
kriminal,om	krimina,lom
benzinski,h	ben,zi,nskih
gigant,a	gi,ga,nta
let,ova	le,tova
star,om	starom
terminal,u	termina,lu
parking,e	par,kin,ge
putnik,e	putnike
avionski,h	avi,on,skih
kabl,ova	ka,b,lova
izmir,u	izmi,ru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	trenda
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
euleks,-a	eu,lek,s,-,a
nemir,ima	nemi,rima
nered,ima	ne,redima
nemir,a	ne,mira
rizik,a	rizika
uhapšen,ima	uha,p,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovijih
admiral,om	ad,mira,lom
heri,jem	he,rije,m
ulrih,om	ul,ri,hom
komandant,om	koman,dan,tom
združen,ih	zdru,ženih
napulj,u	napu,lju
šestočlan,e	šesto,čla,ne
frenk,a	f,ren,ka
vizner,a	vi,z,nera
volfgang,a	vol,f,gan,ga
išinger,a	i,ši,nge,ra
razgovor,ima	raz,govorima
završen,im	završe,nim
loš,a	loša
rukovodstvo,m	rukovodstvom
london,u	londonu
aspekt,e	aspekte
slab,iji	slabi,ji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	imeni,telja
radovan,a	rado,vana
jelašić,a	jela,šića
razlika,ma	razlikama
jelašićev,om	jela,ši,ćevom
proizvod,ima	proizvodima
obojen,i	oboje,ni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deve,to,ci,f,rene
pismenost,i	pismenosti
transparentnost,i	transparent,nosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	časo,vi
vindovs,u	vi,ndo,v,su
vord,u	vor,du
eksel,u	ek,se,lu
osnov,e	osnove
it,-a	it,-,a
kompjuter,ima	kompju,teri,ma
kompjuter,u	kompju,teru
instruktor,e	instruk,tore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	uda,ru
urađen,o	urađeno
provajder,a	pro,vaj,dera
trud,a	truda
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	motive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvat,ljivu
islam,a	islama
nametanje,m	nameta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nadzo,ru
cerić,a	ce,rića
imam,ima	ima,mima
cerićev,a	ce,ri,ćeva
praznik,a	praznika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	islam,skim
bošnjak,a	bošnja,ka
vernik,e	verni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
amerikanac,a	ameri,kana,ca
musliman,ima	musli,manima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	su,narod,nika
tunis,a	tu,ni,sa
afrički,h	afri,čkih
azijski,h	azi,jskih
azilant,e	azi,lan,te
zabrinut,o	zabri,nuto
poznat,om	poznatom
sekretarijat,a	sekretarija,ta
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rija,ta
neiskorišćen,e	ne,isko,ri,šće,ne
solidarnost,i	solidarnosti
protest,u	prote,stu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
avganistan,a	av,ga,nista,na
most,u	mo,stu
mešovit,a	mešo,vita
kfor,-om	k,for,-,om
incident,a	inciden,ta
miroljubiv,oj	miro,ljubi,voj
napetost,i	nape,tosti
višemesečni,h	više,mese,čnih
sever,a	severa
kamion,a	kami,ona
punkt,a	punk,ta
izolovan,o	izolova,no
ninić,a	ni,nića
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etni,čkih
nerešen,a	nere,šena
strpljenje,m	str,plje,njem
komitet,a	komiteta
svemir,a	svemira
telefon,i	tele,foni
bolnica,ma	bol,nicama
prunariju,a	pru,na,riju,a
salcburg,u	sal,c,burgu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,n,tova
naučnik,a	naučnika
primerak,a	primeraka
nepoznat,a	nepozna,ta
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staroj
parivodićev,im	pari,vodi,ćevim
kreditor,a	kredi,tora
dug,ova	dugo,va
ubrzavanje,m	ubrza,vanjem
miodrag,a	miodra,ga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	te,ndera
predviđen,im	predvi,đenim
špediterski,h	š,pe,di,ter,skih
transportni,h	transport,nih
postkomunistički,h	post,komunisti,čkih
mesec,u	mesecu
zrelost,i	zrelosti
stepen,u	stepenu
kapital,om	kapita,lom
sastojak,a	sastoja,ka
resurs,e	resurse
prenategnutost,i	pre,na,te,gnu,tosti
saveznik,e	savezni,ke
strateški,m	strate,škim
obostran,oj	obo,stra,noj
behtel,u	be,hte,lu
animozitet,i	a,nimo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zali,va
kosorov,a	koso,rova
arbitražni,m	arbitra,žnim
upućivanje,m	upući,vanjem
izgubljen,o	izgublje,no
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	oset,ljivoj
ivanov,a	iva,nova
zamah,u	zama,hu
obrt,u	obr,tu
odvojen,u	odvoje,nu
počast,ima	poča,stima
sejdijuov,og	se,j,diju,ovog
portparol,a	po,rt,pa,rola
džavit,a	dža,vita
bećiri,ja	be,ći,rija
narod,e	narode
bojan,a	bojana
milković,a	mil,kovića
ina,-e	ina,-,e
neosnovan,e	neosno,vane
mmf,-om	mm,f,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investi,tore
resurs,ima	resursima
talas,u	talasu
blag,im	bla,gim
naj,bogat,ijih	najbo,gati,jih
istorijski,h	istorijskih
sindikat,e	sindi,kate
industrijalac,a	industrija,laca
poreski,h	pore,skih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugih
jedinstven,om	jedinstvenom
budžet,u	budže,tu
sindikat,i	sindi,kati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
pdv,-a	p,dv,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavača
koncept,u	konceptu
tim,ove	timo,ve
imunitet,a	imuni,teta
bos,ovima	bo,so,vima
tročlan,oj	tro,čla,noj
ubedljiv,og	ubed,ljivog
pobednik,a	pobe,dnika
mafijaški,m	ma,fija,škim
plamen,om	pla,menom
galev,im	gale,vim
angel,om	ange,lom
hristov,im	hristo,vim
čuven,om	ču,venom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,s,meni
jugozapad,u	jugozapa,du
mafijaš,a	ma,fija,ša
šef,u	še,fu
firma,ma	fi,rma,ma
biznismen,ima	bizni,sme,nima
zlatomir,u	zlato,miru
petkov,a	pet,kova
čvrst,i	čvr,sti
tvrdnja,ma	tvrdnja,ma
dans,-a	dans,-,a
boris,u	bori,su
velčev,u	vel,če,vu
petkov,u	pe,tko,vu
cvetanov,a	cveta,nova
tanov,a	ta,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
velčevljev,oj	vel,če,vlje,voj
optužba,ma	optu,ž,bama
glasanje,m	glasanjem
zbunjen,i	zbu,njeni
hancesti,ju	ha,nce,sti,ju
kišinjev,a	ki,ši,nje,va
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vidljiva
monitoring,a	monitori,nga
komplikovan,o	kompliko,vano
kanal,e	kana,le
čist,i	čisti
niz,om	nizom
masačusets,a	masa,ču,set,sa
nepravilnost,i	nepravi,lnosti
namešten,u	name,šte,nu
napet,o	nape,to
širok,ih	širokih
prenos,a	prenosa
ohr,-a	o,hr,-,a
mir,a	mira
privremen,a	privreme,na
zvaničnik,e	zvanični,ke
prag,u	pragu
osoblje,m	osoblje,m
mostar,u	mosta,ru
grad,ova	gradova
maksimum,a	maksi,muma
kostas,om	kosta,som
karamanlis,om	kara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	ćiri,la
dabi,ju	da,biju
fond,u	fondu
fond,om	fon,dom
dužnički,h	duž,ničkih
nedaća,ma	neda,ća,ma
iznos,a	iz,nosa
efsf,-a	e,fs,f,-,a
budžet,om	budže,tom
dogovoren,a	dogovore,na
obim,u	obimu
esm,-a	es,m,-,a
prilog,a	priloga
doprinos,u	dopri,no,su
vašington,u	vaši,ng,to,nu
cent,i	cen,ti
izložen,om	izlo,ženom
mlađan,a	mla,đana
dinkić,a	din,kića
dinkićev,og	din,ki,ćevog
slab,u	sla,bu
dinkićev,ih	din,ki,ćevih
sednica,ma	se,dni,cama
tadićev,i	ta,di,će,vi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	bla,gi
davutogluov,im	da,vu,tog,lu,ovim
angažman,om	angaž,manom
balansiran,im	balansi,ranim
inicijativa,ma	inicijativa,ma
posredovanje,m	posredo,vanjem
sad,-u	sad,-,u
potencijal,om	potencijalom
mobiltel,a	mobi,l,tela
operater,a	opera,tera
naslovljen,oj	naslo,vlje,noj
savremen,u	savremenu
praćen,u	praćen,u
odgovarajući,m	odgovarajućim
veština,ma	veštinama
pokretač,em	pokreta,čem
prezasićen,ih	pre,za,si,ćenih
povećan,om	poveća,nom
bdp,-u	bdp,-,u
ocena,ma	oce,nama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	sek,tore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	jev,tine
kratkovid,a	kratko,vida
deonica,ma	deo,nicama
čitav,om	čitavom
voz,om	vo,zom
razvijenost,i	razvijenosti
okup,u	okup,u
avion,i	a,vio,ni
primer,u	primeru
rat,ove	ra,tove
voz,ovima	vo,zo,vima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,r,te
majdan,i	maj,dani
nepostojeći,h	nepo,stoje,ćih
jurišnik,a	ju,riš,nika
lopov,a	lo,pova
direktor,i	direk,tori
džep,ova	dže,pova
koncert,i	koncerti
estradni,h	e,stra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,duk,tere
skretničar,e	skre,tni,čare
polomljen,a	polom,ljena
lopov,i	lo,povi
nabavljač,i	naba,vlja,či
šraf,ove	š,ra,f,ove
teg,ove	te,gove
čekaonica,ma	če,kao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	k,rova
tip,ovi	tipovi
start,u	star,tu
leone,a	le,one,a
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovolj,stvom
medijski,h	medijskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	skup,oce,nim
automobil,ima	automo,bi,lima
nedefinisan,ih	nede,fini,sanih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	ras,ho,de
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	dono,šenjem
serotonin,a	se,ro,to,nina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	miše,vima
miš,eva	mi,ševa
neuron,a	neuro,na
hormon,om	hormo,nom
krv,i	krvi
tori,jem	to,rije,m
takumi,jem	ta,ku,mi,jem
miš,evi	mi,ševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživačima
serotoninski,h	se,ro,toni,nskih
receptor,a	recep,tora
lek,ove	le,kove
serototnin,a	se,ro,to,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	ka,ve,zu
jedinka,ma	jedinka,ma
izražen,ijim	izraže,nijim
neartikulisan,ih	nea,rti,kulisa,nih
zvuk,ova	zvu,kova
simptom,e	simpto,me
anksioznost,i	anksioznosti
takumi,ja	ta,ku,mija
senzacionalistički,m	senza,cionali,stičkim
genetski,m	gene,tskim
mutacija,ma	muta,cijama
poremećaj,ima	poremećajima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	pozna,toj
nacist,a	naci,sta
hitlerov,e	hi,tle,rove
naš,em	našem
vreme,nu	vremenu
klempererov,a	kle,mpe,re,rova
reklamni,h	rekla,mnih
neograničen,u	neograni,čenu
nesavladiv,u	nesa,vladi,vu
lažljiv,e	laž,ljive
nebrojen,om	ne,bro,je,nom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kontradi,ktor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvističkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesa,vrše,nosti
naj,različit,ijih	najrazličiti,jih
glupost,i	glupo,sti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslova
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	dragoce,no
spot,ova	spo,tova
zatupljujući,h	zat,up,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestruke
jezik,om	jezikom
roman,e	roma,ne
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
aušvic,a	au,š,vica
logoraš,a	logora,ša
koncentracioni,m	koncentra,cionim
logor,ima	logo,rima
postojeći,m	postojećim
teror,a	tero,ra
lažljiv,og	laž,ljivog
složen,u	složenu
osetljiv,u	oset,ljivu
nov,ijoj	novijoj
nejak,u	neja,ku
miloševićev,og	miloše,viće,vog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identi,fikovani
crven,a	crvena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šće,na
go,lo	golo
pokrovitelj,e	pokrovi,telje
položaj,ima	položa,jima
stran,oj	stra,noj
ponos,a	pono,sa
obračun,i	obra,ču,ni
navijač,a	navija,ča
čitljiv,e	čit,ljive
naopak,o	naopa,ko
vidljiv,i	vidljivi
stereotip,a	stereotipa
začaran,i	za,čara,ni
prostor,u	prostoru
strah,u	strahu
glad,i	gladi
nasilnički,h	nasilni,čkih
potpun,oj	potpu,noj
roman,a	romana
detektiv,a	detek,tiva
po,a	po,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
šerlok,a	še,r,loka
holms,a	ho,lm,sa
herkul,a	her,kula
poaro,a	po,a,ro,a
junak,a	junaka
dipen,a	di,pe,na
roman,i	romani
trideseti,h	tridesetih
okean,a	okeana
nezbe,a	ne,zbe,a
marlo,a	mar,lo,a
roman,ima	roma,nima
uočljiv,a	uoč,ljiva
sudbina,ma	sudbina,ma
crn,oj	crnoj
senator,a	sena,tora
makarti,ja	maka,rti,ja
sadašnji,m	sada,šnjim
pakt,a	pa,kta
jens,om	jen,som
stoltenberg,om	stol,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,mišlje,nika
nemoć,i	nemo,ći
vlastit,i	vlastiti
demokratičnost,i	demokrati,čnosti
bunt,a	bu,nta
bes,a	besa
vlastit,u	vlastitu
vaš,a	vaša
ličnost,ima	ličnostima
iskustvo,m	iskustvom
predsednik,u	predsedni,ku
favorit,a	favori,ta
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
fbi,-ja	f,bi,-,ja
uvod,u	uvodu
huver,a	hu,vera
prijatelj,ima	prijateljima
nekontrolisan,og	nekontrolisa,nog
dosije,a	dosije,a
stanovnik,e	stanovni,ke
senator,e	sena,tore
kongresmen,e	kongres,mene
martin,u	marti,nu
luter,u	lu,teru
king,u	ki,ngu
metoda,ma	metodama
nezakonit,e	nezakoni,te
pretres,e	pre,tre,se
dosije,e	dosije,e
žargon,u	žargo,nu
dubok,a	duboka
gangster,ima	ga,ng,ste,rima
koren,a	korena
smenjiv,a	sme,nji,va
vučić,a	vu,čića
slikovit,iji	sliko,viti,ji
korumpiran,i	korumpi,rani
đubre,ta	đubre,ta
progonitelj,i	pro,goni,telji
izabran,e	izabrane
čudo,m	ču,dom
čitalac,a	čitalaca
zemljin,og	zemlji,nog
šar,a	ša,ra
ljosin,og	ljo,si,nog
naslov,om	naslovom
pijur,a	piju,ra
felisit,a	fe,li,si,ta
janake,a	ja,na,ke,a
reketaš,a	reke,ta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	za,ple,ta
smisaon,im	smisao,nim
ucenjivač,ima	u,cenji,va,čima
crtež,om	crte,žom
pauk,a	pau,ka
požar,a	požara
neugodnost,i	neugo,dnosti
ljubav,lju	ljuba,vlju
roman,u	romanu
čuven,i	ču,veni
ljosin,im	ljo,si,nim
ljubitelj,ima	ljubi,teljima
sin,ovima	sino,vima
običaj,u	običaju
sapunski,h	sa,pu,nskih
bok,a	boka
sin,u	sinu
fončitov,oj	fon,čito,voj
fončitov,e	fon,čito,ve
duh,om	duhom
ljosin,oj	ljo,si,noj
ljosin,o	ljo,sino
savremen,og	savremenog
peru,a	peru,a
rasparen,e	raspa,rene
kućni,m	kuć,nim
papuča,ma	papu,ča,ma
viskonzin,u	visko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	auto,imu,nih
alchajmerov,om	al,cha,j,me,rovom
demencija,ma	de,men,cijama
stub,a	stuba
zdrav,e	zdrave
paradoks,a	paradoksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	možda,ne
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubo,kog
pokret,ima	pokretima
povećan,u	poveća,nu
okean,u	oke,anu
svet,ove	sveto,ve
čas,u	času
staž,a	sta,ža
dušek,a	duše,ka
zebald,a	ze,bal,da
saturnov,i	sa,tu,rno,vi
prsten,ovi	prste,novi
zebald,u	ze,bal,du
besmislen,ih	besmisle,nih
vlastit,e	vlastite
putokaz,i	puto,kazi
valer,i	vale,ri
monoton,e	mono,to,ne
knjiga,ma	knjigama
svaki,m	svakim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	tren,dova
verzija,ma	verzija,ma
vulkan,om	vulka,nom
malkolm,a	malko,l,ma
lauri,ja	lau,rija
zenov,u	ze,novu
ital,a	ita,la
zvev,a	zve,va
grob,ovima	gro,bovima
ernest,a	e,rne,sta
sabat,a	sa,bata
bulgakov,a	bulga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	proži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastitog
grad,ovi	gradovi
čas,ove	časo,ve
zemaljski,h	zemalj,skih
star,im	starim
trst,om	tr,stom
zen,a	ze,na
kozim,a	ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	origina,la
leopold,a	leo,pol,da
blum,a	blu,ma
bled,u	ble,du
džojsov,og	dž,oj,sovog
život,ima	živo,tima
detalj,u	deta,lju
jarbol,a	jar,bo,la
brodolom,a	bro,do,loma
prostor,i	prostori
pouzdan,a	pouz,dana
razvučenost,i	raz,vu,čenosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,rna,tih
jalov,om	ja,lo,vom
