jeremić,a	jere,mića
uvoznik,a	uvoz,nika
zadužen,ih	zadu,ženih
kredit,i	krediti
udružen,i	udruže,ni
uvoz,a	uvoza
prijem,a	prijema
plan,ovi	planovi
eps,-a	eps,-,a
generator,a	generatora
kralj,a	kralja
abdulah,a	ab,dula,ha
abdulaziz,a	ab,du,lazi,za
konflikt,i	konflikti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
nitj,om	ni,t,jom
pibulsongram,om	pi,bu,lson,gramom
abdulah,om	ab,dula,hom
gul,om	gu,lom
predsedavajući,m	predseda,vaju,ćim
željko,m	že,ljkom
komšić,em	kom,ši,ćem
bosanski,m	bosan,skim
sven,om	sve,nom
alkalaj,em	al,kala,jem
milorad,om	milora,dom
živković,em	živ,kovićem
morski,h	morskih
vezan,im	vezanim
memorandum,u	memo,randu,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	partijama
birač,ima	bira,čima
veton,a	ve,tona
suroi,ja	su,roi,ja
školovan,i	školo,vani
jednak,e	jednake
minimum,om	minim,u,mom
ugrožen,e	ugrožene
žestok,om	žesto,kom
ahtisarijev,om	ah,tisa,rije,vom
protest,ima	protestima
hašim,a	ha,šima
pokret,a	pokreta
građanski,m	građanskim
siv,oj	si,voj
dubok,oj	dubo,koj
habzburg,a	ha,b,zbu,rga
dominik,a	domi,nika
muzičar,i	muzičari
andre,a	andrea
roland,a	ro,landa
viljazon,a	vi,lja,zona
žak,a	ža,ka
lusije,a	lu,sije,a
danijel,a	danijela
barenboim,a	ba,ren,bo,ima
program,ima	programima
specijalizovan,om	specijalizova,nom
vrhunski,h	vrhunskih
sprortist,a	spro,rti,sta
igra,ma	igrama
slovenka,ma	sloven,kama
igrač,em	igra,čem
turnir,u	turniru
komesar,a	komesara
katastrofa,ma	katastrofa,ma
uveren,a	uve,rena
borisov,u	bori,sovu
ubedljiv,e	ubed,ljive
kabinet,u	kabinetu
manuel,a	manu,ela
socijalistički,h	socijalisti,čkih
ep,-a	ep,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvalifikova,nosti
ltd,-om	ltd,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
rok,a	ro,ka
butiljone,a	bu,ti,ljo,nea
ingrid,u	i,ng,ri,du
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	g,er,b,-,a
dužnost,i	dužnosti
zamenik,u	zame,niku
general,u	genera,lu
anju,u	a,nju,u
angelov,u	ange,lovu
ilijan,a	ilija,na
mihov,a	mi,hova
profesor,a	profesora
član,om	članom
haris,om	hari,som
silajdžić,em	si,laj,dži,ćem
red,ovima	redovima
butmir,u	bu,t,miru
političar,ima	političarima
valentin,a	vale,ntina
inck,a	in,cka
suveren,u	suve,renu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	ljuti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongresa
bošnjački,h	bošnja,čkih
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hleba
višenedeljni,h	više,nede,ljnih
jak,ih	jakih
obližnji,m	obliž,njim
nikicin,om	niki,cinom
kuća,ma	kućama
čuvar,a	čuvara
vrt,a	vrta
bazen,a	bazena
dan,u	danu
kopnen,a	kopne,na
čovek,a	čoveka
distanca,ma	distan,cama
jak,e	jake
zub,e	zube
okolni,h	okolnih
travnat,o	tra,vna,to
dug,im	dugim
šetnja,ma	še,t,njama
restoran,a	restorana
čuven,og	čuvenog
mlad,og	mladog
mužjak,a	mužjaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	rotora
poplava,ma	popla,vama
nacrt,e	na,cr,te
premijerov,im	premije,rovim
vladajući,h	vladajućih
taričanu,om	tari,čanu,om
renov,e	re,nove
taričanuov,u	tari,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	udaljeno
prozor,e	prozore
pazar,u	pazaru
incident,u	inciden,tu
širok,u	široku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovništvom
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoruža,noj
arben,a	ar,bena
džaferi,ja	dža,fe,rija
krasnići,ja	kra,sni,ći,ja
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposobnosti
klos,i	klo,si
gradonačelnik,a	gradonačelnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasiljem
cilj,evima	ciljevima
bloger,i	blo,geri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravaju,ćim
raed,u	ra,edu
arafat,u	ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,liga,ni
stadion,ima	stadio,nima
zatvor,om	zatvo,rom
okupljen,ima	okup,lje,nima
aerodrom,ima	aerodro,mima
automobil,e	automobile
rumun,i	rumu,ni
komentator,a	komenta,tora
arafat,a	ara,fa,ta
nepovezan,i	nepo,veza,ni
zahtev,i	zahtevi
kemal,a	ke,mala
burkaj,a	bur,ka,ja
egzil,a	eg,zila
aerodrom,u	aerodromu
kritičar,a	kritičara
kurdistan,a	kur,di,stana
kurdski,h	ku,rd,skih
raširen,ih	raši,renih
miroljubiv,u	miro,ljubi,vu
bozjelov,im	bo,z,jelo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
taksim,u	ta,ksi,mu
kurd,ima	kur,dima
kurd,a	kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođanskih
mađar,a	mađara
ujedinjen,u	ujedinje,nu
zakon,e	zakone
plav,a	plava
crven,im	crvenim
pruga,ma	pru,gama
žut,e	žute
državnost,i	državnosti
dom,ovima	domovima
organizovan,im	organizovanim
kriminal,om	krimina,lom
benzinski,h	benzi,nskih
gigant,a	giga,nta
let,ova	letova
star,om	starom
terminal,u	termina,lu
parking,e	par,kin,ge
putnik,e	putnike
avionski,h	avion,skih
kabl,ova	kablova
izmir,u	iz,miru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	trenda
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
euleks,-a	eu,le,ks,-,a
nemir,ima	nemi,rima
nered,ima	ne,redima
nemir,a	nemira
rizik,a	rizika
uhapšen,ima	uhap,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovijih
admiral,om	ad,mira,lom
heri,jem	he,rijem
ulrih,om	ul,ri,hom
komandant,om	komanda,ntom
združen,ih	združe,nih
napulj,u	napu,lju
šestočlan,e	šesto,čla,ne
frenk,a	fren,ka
vizner,a	vi,z,nera
volfgang,a	volf,gan,ga
išinger,a	i,šin,gera
razgovor,ima	razgovorima
završen,im	završe,nim
loš,a	loša
rukovodstvo,m	rukovodstvom
london,u	londonu
aspekt,e	aspekte
slab,iji	slabiji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	ime,ni,telja
radovan,a	radova,na
jelašić,a	jela,šića
razlika,ma	razlikama
jelašićev,om	jela,ši,ćevom
proizvod,ima	proizvodima
obojen,i	obojeni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deve,to,cif,rene
pismenost,i	pismenosti
transparentnost,i	transparentnosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	starosnih
čas,ovi	časo,vi
vindovs,u	vin,dov,su
vord,u	vor,du
eksel,u	e,kse,lu
osnov,e	osnove
it,-a	it,-,a
kompjuter,ima	kompju,terima
kompjuter,u	kompju,teru
instruktor,e	instru,ktore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	udaru
urađen,o	urađeno
provajder,a	provajdera
trud,a	truda
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	motive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvatlji,vu
islam,a	islama
nametanje,m	nameta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nadzoru
cerić,a	ce,rića
imam,ima	ima,mima
cerićev,a	ce,ri,ćeva
praznik,a	praznika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	isla,mskim
bošnjak,a	bošnjaka
vernik,e	verni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
amerikanac,a	amerikanaca
musliman,ima	muslimanima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	su,narod,nika
tunis,a	tu,nisa
afrički,h	afri,čkih
azijski,h	azi,jskih
azilant,e	azi,lante
zabrinut,o	zabrinu,to
poznat,om	poznatom
sekretarijat,a	sekretarijata
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rijata
neiskorišćen,e	neiskorišće,ne
solidarnost,i	solidarnosti
protest,u	protestu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
avganistan,a	avganistana
most,u	mostu
mešovit,a	mešo,vita
kfor,-om	kfor,-,om
incident,a	incidenta
miroljubiv,oj	miro,ljubi,voj
napetost,i	napetosti
višemesečni,h	više,mese,čnih
sever,a	severa
kamion,a	kamiona
punkt,a	pun,kta
izolovan,o	izolovano
ninić,a	ni,nića
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etni,čkih
nerešen,a	nere,šena
strpljenje,m	strplje,njem
komitet,a	komiteta
svemir,a	svemira
telefon,i	telefoni
bolnica,ma	bolnicama
prunariju,a	pru,na,riju,a
salcburg,u	sal,c,burgu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,n,tova
naučnik,a	naučnika
primerak,a	primeraka
nepoznat,a	nepoznata
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staroj
parivodićev,im	pari,vodi,ćevim
kreditor,a	kredi,tora
dug,ova	dugova
ubrzavanje,m	ubrza,vanjem
miodrag,a	miodraga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	tende,ra
predviđen,im	predviđenim
špediterski,h	špe,di,ter,skih
transportni,h	transportnih
postkomunistički,h	post,komu,nističkih
mesec,u	mesecu
zrelost,i	zrelosti
stepen,u	stepenu
kapital,om	kapitalom
sastojak,a	sastojaka
resurs,e	resurse
prenategnutost,i	prena,te,gnu,tosti
saveznik,e	savezni,ke
strateški,m	strateškim
obostran,oj	obo,stra,noj
behtel,u	be,hte,lu
animozitet,i	ani,mo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zaliva
kosorov,a	koso,rova
arbitražni,m	arbitra,žnim
upućivanje,m	upući,vanjem
izgubljen,o	izgubljeno
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	osetlji,voj
ivanov,a	iva,nova
zamah,u	zama,hu
obrt,u	ob,rtu
odvojen,u	odvoje,nu
počast,ima	poča,stima
sejdijuov,og	se,j,diju,ovog
portparol,a	port,pa,rola
džavit,a	dža,vita
bećiri,ja	be,ći,rija
narod,e	narode
bojan,a	bojana
milković,a	mil,kovića
ina,-e	i,na,-,e
neosnovan,e	neosno,vane
mmf,-om	mmf,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investitore
resurs,ima	resursima
talas,u	tala,su
blag,im	blagim
naj,bogat,ijih	najbogatijih
istorijski,h	istorijskih
sindikat,e	sindi,kate
industrijalac,a	industrija,laca
poreski,h	poreskih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugih
jedinstven,om	jedinstvenom
budžet,u	budžetu
sindikat,i	sindikati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
pdv,-a	pdv,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavača
koncept,u	konceptu
tim,ove	ti,move
imunitet,a	imuniteta
bos,ovima	bo,sovima
tročlan,oj	tro,čla,noj
ubedljiv,og	ubed,ljivog
pobednik,a	pobednika
mafijaški,m	mafija,škim
plamen,om	pla,menom
galev,im	gale,vim
angel,om	ange,lom
hristov,im	hristo,vim
čuven,om	čuvenom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,sme,ni
jugozapad,u	jugozapadu
mafijaš,a	mafija,ša
šef,u	še,fu
firma,ma	firmama
biznismen,ima	bizni,sme,nima
zlatomir,u	zla,to,miru
petkov,a	pet,kova
čvrst,i	čvrsti
tvrdnja,ma	tvrdnjama
dans,-a	d,ans,-,a
boris,u	bori,su
velčev,u	vel,čevu
petkov,u	pe,tko,vu
cvetanov,a	cveta,nova
tanov,a	ta,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
velčevljev,oj	vel,če,vlje,voj
optužba,ma	optu,žbama
glasanje,m	glasa,njem
zbunjen,i	zbu,njeni
hancesti,ju	han,ce,stiju
kišinjev,a	ki,ši,njeva
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vidljiva
monitoring,a	monitoringa
komplikovan,o	komplikovano
kanal,e	kanale
čist,i	čisti
niz,om	nizom
masačusets,a	masa,ču,set,sa
nepravilnost,i	nepravilnosti
namešten,u	name,šte,nu
napet,o	nape,to
širok,ih	širokih
prenos,a	prenosa
ohr,-a	o,hr,-,a
mir,a	mira
privremen,a	privremena
zvaničnik,e	zvanični,ke
prag,u	pragu
osoblje,m	osoblje,m
mostar,u	mostaru
grad,ova	gradova
maksimum,a	maksimuma
kostas,om	kosta,som
karamanlis,om	kara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	ći,rila
dabi,ju	da,biju
fond,u	fondu
fond,om	fondom
dužnički,h	duž,ničkih
nedaća,ma	neda,ća,ma
iznos,a	iznosa
efsf,-a	e,fs,f,-,a
budžet,om	budže,tom
dogovoren,a	dogovo,rena
obim,u	obimu
esm,-a	e,sm,-,a
prilog,a	priloga
doprinos,u	doprinosu
vašington,u	vašingtonu
cent,i	centi
izložen,om	izlože,nom
mlađan,a	mla,đana
dinkić,a	din,kića
dinkićev,og	din,ki,ćevog
slab,u	slabu
dinkićev,ih	din,ki,ćevih
sednica,ma	se,dnicama
tadićev,i	tadi,ćevi
visok,u	visoku
preduslov,a	preduslova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blagog
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	blagi
davutogluov,im	da,vu,tog,lu,ovim
angažman,om	angaž,manom
balansiran,im	balansi,ranim
inicijativa,ma	inicijativa,ma
posredovanje,m	posre,dovanjem
sad,-u	sad,-,u
potencijal,om	potencijalom
mobiltel,a	mo,bil,tela
operater,a	operatera
naslovljen,oj	naslo,vljenoj
savremen,u	savremenu
praćen,u	pra,ćenu
odgovarajući,m	odgovarajućim
veština,ma	veštinama
pokretač,em	pokreta,čem
prezasićen,ih	preza,si,ćenih
povećan,om	povećanom
bdp,-u	bdp,-,u
ocena,ma	ocenama
metod,i	metodi
metod,a	metoda
vaučer,i	vauče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	sektore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	je,v,tine
kratkovid,a	krat,kovi,da
deonica,ma	deo,nicama
čitav,om	čitavom
voz,om	vo,zom
razvijenost,i	razvijenosti
okup,u	oku,pu
avion,i	avioni
primer,u	primeru
rat,ove	ratove
voz,ovima	vo,zovima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,rte
majdan,i	maj,dani
nepostojeći,h	nepostoje,ćih
jurišnik,a	juri,šnika
lopov,a	lo,pova
direktor,i	direktori
džep,ova	dže,pova
koncert,i	koncerti
estradni,h	estra,dnih
aranžman,i	aranž,mani
kondukter,e	kondu,k,tere
skretničar,e	s,kretni,čare
polomljen,a	polom,ljena
lopov,i	lo,povi
nabavljač,i	nabavlja,či
šraf,ove	š,ra,fove
teg,ove	te,gove
čekaonica,ma	čekao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	krova
tip,ovi	tipovi
start,u	startu
leone,a	leo,nea
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovoljstvom
medijski,h	medijskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	skupo,ce,nim
automobil,ima	automobilima
nedefinisan,ih	nede,fini,sanih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	rasho,de
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	donošenjem
serotonin,a	seroto,nina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	mi,ševima
miš,eva	miševa
neuron,a	neurona
hormon,om	hormo,nom
krv,i	krvi
tori,jem	to,rijem
takumi,jem	ta,ku,mi,jem
miš,evi	miševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživačima
serotoninski,h	sero,toni,nskih
receptor,a	receptora
lek,ove	lekove
serototnin,a	seroto,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	kave,zu
jedinka,ma	jedi,nkama
izražen,ijim	izraže,nijim
neartikulisan,ih	ne,ar,tiku,lisanih
zvuk,ova	zvu,kova
simptom,e	simptome
anksioznost,i	anksioznosti
takumi,ja	ta,ku,mija
senzacionalistički,m	senza,cionali,stičkim
genetski,m	gene,tskim
mutacija,ma	muta,cijama
poremećaj,ima	poremećajima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	poznatoj
nacist,a	naci,sta
hitlerov,e	hitle,rove
naš,em	našem
vreme,nu	vremenu
klempererov,a	kle,mpe,re,rova
reklamni,h	rekla,mnih
neograničen,u	neograni,čenu
nesavladiv,u	nesa,vla,di,vu
lažljiv,e	laž,ljive
nebrojen,om	nebro,je,nom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kontradiktor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvisti,čkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesavrše,nosti
naj,različit,ijih	najrazliči,tijih
glupost,i	gluposti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslova
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	dragoce,no
spot,ova	spo,tova
zatupljujući,h	za,tu,p,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestruke
jezik,om	jezikom
roman,e	romane
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
aušvic,a	au,š,vica
logoraš,a	logora,ša
koncentracioni,m	koncentra,cionim
logor,ima	logorima
postojeći,m	postojećim
teror,a	terora
lažljiv,og	laž,ljivog
složen,u	složenu
osetljiv,u	osetlji,vu
nov,ijoj	novijoj
nejak,u	neja,ku
miloševićev,og	miloše,viće,vog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identi,fikovani
crven,a	crvena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šćena
go,lo	golo
pokrovitelj,e	pokro,vite,lje
položaj,ima	položajima
stran,oj	stranoj
ponos,a	ponosa
obračun,i	obraču,ni
navijač,a	navijača
čitljiv,e	či,tlji,ve
naopak,o	naopa,ko
vidljiv,i	vidljivi
stereotip,a	stereotipa
začaran,i	za,ča,rani
prostor,u	prostoru
strah,u	strahu
glad,i	gladi
nasilnički,h	nasilni,čkih
potpun,oj	potpunoj
roman,a	romana
detektiv,a	dete,ktiva
po,a	po,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
šerlok,a	šer,loka
holms,a	hol,msa
herkul,a	her,kula
poaro,a	po,a,roa
junak,a	junaka
dipen,a	di,pena
roman,i	romani
trideseti,h	tridesetih
okean,a	okeana
nezbe,a	ne,zbe,a
marlo,a	mar,loa
roman,ima	romanima
uočljiv,a	uočljiva
sudbina,ma	sudbi,nama
crn,oj	crnoj
senator,a	senatora
makarti,ja	maka,rti,ja
sadašnji,m	sadašnjim
pakt,a	pakta
jens,om	jen,som
stoltenberg,om	stol,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,mišlje,nika
nemoć,i	nemoći
vlastit,i	vlastiti
demokratičnost,i	demokrati,čnosti
bunt,a	bu,nta
bes,a	besa
vlastit,u	vlastitu
vaš,a	vaša
ličnost,ima	ličnostima
iskustvo,m	iskustvom
predsednik,u	predsedniku
favorit,a	favo,rita
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
fbi,-ja	fbi,-,ja
uvod,u	uvodu
huver,a	hu,vera
prijatelj,ima	prijateljima
nekontrolisan,og	nekontro,lisanog
dosije,a	dosije,a
stanovnik,e	stanovnike
senator,e	sena,tore
kongresmen,e	kongre,sme,ne
martin,u	mar,tinu
luter,u	lu,teru
king,u	kin,gu
metoda,ma	metodama
nezakonit,e	nezako,nite
pretres,e	pretre,se
dosije,e	dosije,e
žargon,u	žar,gonu
dubok,a	duboka
gangster,ima	gang,ste,rima
koren,a	korena
smenjiv,a	sme,njiva
vučić,a	vučića
slikovit,iji	sliko,viti,ji
korumpiran,i	korumpi,rani
đubre,ta	đubre,ta
progonitelj,i	pro,goni,telji
izabran,e	izabrane
čudo,m	ču,dom
čitalac,a	čitalaca
zemljin,og	zemlji,nog
šar,a	ša,ra
ljosin,og	ljo,si,nog
naslov,om	naslovom
pijur,a	pi,ju,ra
felisit,a	feli,sita
janake,a	jana,kea
reketaš,a	reke,ta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	zaple,ta
smisaon,im	smisao,nim
ucenjivač,ima	uce,njiva,čima
crtež,om	crte,žom
pauk,a	pau,ka
požar,a	požara
neugodnost,i	neugo,dnosti
ljubav,lju	ljubavlju
roman,u	romanu
čuven,i	čuveni
ljosin,im	ljo,si,nim
ljubitelj,ima	ljubi,teljima
sin,ovima	sinovima
običaj,u	običa,ju
sapunski,h	sapu,nskih
bok,a	bo,ka
sin,u	sinu
fončitov,oj	fon,čito,voj
fončitov,e	fon,čito,ve
duh,om	duhom
ljosin,oj	ljo,si,noj
ljosin,o	ljo,sino
savremen,og	savremenog
peru,a	peru,a
rasparen,e	raspa,rene
kućni,m	kućnim
papuča,ma	papu,ča,ma
viskonzin,u	vi,sko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	autoimu,nih
alchajmerov,om	al,chaj,me,rovom
demencija,ma	demen,cijama
stub,a	stuba
zdrav,e	zdrave
paradoks,a	paradoksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	moždane
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubokog
pokret,ima	pokretima
povećan,u	povećanu
okean,u	oke,anu
svet,ove	sve,tove
čas,u	času
staž,a	staža
dušek,a	duše,ka
zebald,a	ze,bal,da
saturnov,i	sa,tu,rno,vi
prsten,ovi	prste,novi
zebald,u	ze,bal,du
besmislen,ih	besmisle,nih
vlastit,e	vlastite
putokaz,i	puto,kazi
valer,i	va,leri
monoton,e	mono,tone
knjiga,ma	knjigama
svaki,m	svakim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	trendova
verzija,ma	verzijama
vulkan,om	vulka,nom
malkolm,a	mal,kol,ma
lauri,ja	lau,rija
zenov,u	ze,novu
ital,a	i,tala
zvev,a	zve,va
grob,ovima	gro,bovima
ernest,a	erne,sta
sabat,a	sa,bata
bulgakov,a	bu,lga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	proži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastitog
grad,ovi	gradovi
čas,ove	časove
zemaljski,h	zemalj,skih
star,im	starim
trst,om	tr,stom
zen,a	ze,na
kozim,a	ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	originala
leopold,a	leo,pol,da
blum,a	b,luma
bled,u	ble,du
džojsov,og	džoj,sovog
život,ima	životima
detalj,u	deta,lju
jarbol,a	jar,bola
brodolom,a	brodo,loma
prostor,i	prostori
pouzdan,a	pouzdana
razvučenost,i	raz,vu,čenosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,rna,tih
jalov,om	ja,lovom
ključ,a	ključa
bezdan,u	bez,danu
avet,i	a,veti
univerzum,a	univerzuma
model,i	modeli
čitaočev,og	čitao,čevog
orijentir,i	orijenti,ri
zamišljen,og	zamišlje,nog
nojev,a	no,jeva
unos,a	unosa
čovekolik,i	čove,ko,liki
elektroencefalogram,a	elektro,ence,falo,grama
uređaj,i	uređaji
niz,a	niza
određen,oj	određenoj
komfor,a	komfora
mit,-a	mi,t,-,a
mašina,ma	mašinama
potreba,ma	potrebama
pionirski,h	pioni,rskih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	auto,ma,tu
naj,rashlađen,ija	najra,sh,la,đe,nija
preduslov,i	preduslovi
prav,ih	pravih
samsung,a	sam,su,nga
frižider,e	friži,dere
korisnik,u	korisniku
telefon,a	telefona
frižider,u	friži,deru
telefon,e	telefone
termostat,a	termo,stata
ranjiv,a	ranji,va
upad,a	upada
inženjering,om	inženje,rin,gom
manipulacija,ma	manipula,cijama
poverljiv,im	pover,ljivim
mejl,ovima	mej,lovima
poraz,u	po,razu
proizvođač,u	proizvođa,ču
gugl,u	gu,glu
uređaj,ima	uređajima
dom,u	domu
oregon,u	ore,gonu
kamera,ma	kamera,ma
televizor,om	televi,zorom
nemarnost,i	nema,rnosti
senzor,e	sen,zore
pejsmejker,om	pej,sme,jke,rom
haker,i	ha,keri
haker,a	ha,kera
omiljen,ih	omiljenih
skup,ovima	skupovima
hakovanje,m	h,ako,vanjem
motor,a	motora
sudar,a	sudara
ishod,om	ishodom
semafor,a	sema,fora
visokoobučen,e	visoko,obu,čene
osetljiv,ih	osetljivih
autopilot,a	auto,pilo,ta
silos,a	silosa
način,a	načina
provajder,i	provaj,deri
oblak,u	obla,ku
obnažen,i	ob,na,ženi
selfi,ji	sel,fiji
korisnost,i	korisnosti
štetnost,i	štet,nosti
opravdanost,i	opravdanosti
osetljiv,om	osetlji,vom
isplativost,i	isplati,vosti
malen,a	ma,lena
tehnološki,m	tehnološkim
koncept,om	konceptom
čest,ih	čestih
teret,a	tereta
kosovar,a	kosova,ra
spisk,a	spiska
nestrukturiran,a	ne,strukturi,rana
proizvodni,h	proizvodnih
izgubljen,ih	izgublje,nih
ishod,e	ishode
lak,šu	lak,šu
jakup,a	ja,kupa
preuranjen,o	preu,ranje,no
preporučljiv,o	preporučljivo
lider,om	li,de,rom
mehmet,om	meh,me,tom
ali,jem	ali,jem
talat,om	ta,la,tom
poseta,ma	pose,tama
frustrirajući,m	frustri,raju,ćim
zastoj,em	zasto,jem
kontakt,e	kontakte
kontakt,i	kontakti
nivo,ima	nivoima
izražen,ih	izraženih
slab,o	slabo
plan,om	planom
kiparski,m	ki,par,skim
rešenje,m	rešenjem
osobenost,ima	osobe,nostima
nerešiv,om	nere,ši,vom
kršenje,m	kr,šenjem
ilir,a	i,lira
dugoli,ja	dugo,lija
oto,a	oto,a
