jeremić,a	jere,mića
prinos,ima	prinosi,ma
jevtin,ijim	je,v,ti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	pri,oba,lnih
sliv,u	slivu
ulov,i	ulo,vi
šlep,ovi	š,le,povi
dopisnik,u	dopi,sniku
setimes,-a	se,time,s,-,a
ribar,a	ri,bara
šekip,a	še,ki,pa
jalčin,a	j,al,čina
obalski,h	oba,l,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materija,ma
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogorša,nom
prečišćen,ih	preči,šće,nih
kanalizacion,ih	ka,naliza,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrstog
azotni,h	azo,tnih
fosforni,h	fos,for,nih
dunav,a	dunava
obalni,h	oba,lnih
more,m	mo,rem
tri,ma	tri,ma
protokol,ima	protoko,lima
istanbul,u	istanbu,lu
navod,ima	navodima
hranljiv,ih	hran,ljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zaga,đivača
prisutnost,i	prisu,tnosti
povećan,i	poveća,ni
naftni,h	naf,tnih
gasni,h	ga,snih
kvartal,u	kvarta,lu
uvoznik,a	uvoz,nika
zadužen,ih	zadu,ženih
kredit,i	krediti
udružen,i	udruže,ni
uvoz,a	uvoza
prijem,a	prijema
plan,ovi	planovi
eps,-a	eps,-,a
generator,a	generatora
kralj,a	kralja
abdulah,a	ab,dula,ha
abdulaziz,a	ab,du,lazi,za
konflikt,i	konfli,kti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
nitj,om	ni,t,jom
pibulsongram,om	pi,bu,lson,gra,mom
abdulah,om	ab,dula,hom
gul,om	gu,lom
predsedavajući,m	predseda,vaju,ćim
željko,m	že,ljkom
komšić,em	kom,ši,ćem
bosanski,m	bosan,skim
sven,om	sve,nom
alkalaj,em	al,kala,jem
milorad,om	milo,ra,dom
živković,em	ži,v,kovićem
morski,h	mor,skih
vezan,im	vezanim
memorandum,u	memo,ran,du,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	parti,jama
birač,ima	bira,čima
veton,a	ve,tona
suroi,ja	su,roi,ja
školovan,i	školo,vani
jednak,e	jednake
minimum,om	minim,u,mom
ugrožen,e	ugro,žene
žestok,om	žesto,kom
ahtisarijev,om	ah,tisa,rije,vom
protest,ima	prote,stima
hašim,a	ha,šima
pokret,a	pokreta
građanski,m	građanskim
siv,oj	si,voj
dubok,oj	dubo,koj
habzburg,a	ha,b,zbu,rga
dominik,a	do,mi,nika
muzičar,i	muzi,čari
andre,a	andrea
roland,a	ro,landa
viljazon,a	vi,lja,zona
žak,a	ža,ka
lusije,a	lu,sije,a
danijel,a	danijela
barenboim,a	ba,ren,bo,ima
program,ima	programima
specijalizovan,om	specijalizova,nom
vrhunski,h	vrhun,skih
sprortist,a	spro,rti,sta
igra,ma	igrama
slovenka,ma	sloven,kama
igrač,em	igra,čem
turnir,u	turniru
komesar,a	kome,sara
katastrofa,ma	katastrofa,ma
uveren,a	uve,rena
borisov,u	bori,sovu
ubedljiv,e	ubed,ljive
kabinet,u	kabine,tu
manuel,a	manu,ela
socijalistički,h	socijalisti,čkih
ep,-a	ep,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvalifikova,nosti
ltd,-om	l,t,d,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
rok,a	ro,ka
butiljone,a	bu,ti,ljo,nea
ingrid,u	i,ng,ri,du
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	g,er,b,-,a
dužnost,i	dužnosti
zamenik,u	zame,niku
general,u	genera,lu
anju,u	a,nju,u
angelov,u	ange,lo,vu
ilijan,a	ilija,na
mihov,a	mi,hova
profesor,a	profesora
član,om	članom
haris,om	hari,som
silajdžić,em	si,laj,dži,ćem
red,ovima	redovima
butmir,u	bu,t,miru
političar,ima	politi,čarima
valentin,a	vale,ntina
inck,a	in,cka
suveren,u	suve,renu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	lju,ti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongresa
bošnjački,h	bošnja,čkih
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hleba
višenedeljni,h	više,nede,lj,nih
jak,ih	jakih
obližnji,m	obliž,njim
nikicin,om	niki,ci,nom
kuća,ma	kućama
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	bazena
dan,u	danu
kopnen,a	kopne,na
čovek,a	čoveka
distanca,ma	distan,cama
jak,e	jake
zub,e	zube
okolni,h	okolnih
travnat,o	tra,vna,to
dug,im	dugim
šetnja,ma	še,t,njama
restoran,a	restorana
čuven,og	ču,venog
mlad,og	mladog
mužjak,a	mužjaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	rotora
poplava,ma	popla,vama
nacrt,e	na,cr,te
premijerov,im	premije,rovim
vladajući,h	vlada,jućih
taričanu,om	ta,ri,ča,nu,om
renov,e	re,nove
taričanuov,u	ta,ri,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	uda,ljeno
prozor,e	pro,zore
pazar,u	pazaru
incident,u	inciden,tu
širok,u	široku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovništvom
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoruža,noj
arben,a	ar,bena
džaferi,ja	dža,fe,rija
krasnići,ja	kra,sni,ći,ja
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposob,nosti
klos,i	klo,si
gradonačelnik,a	gradonačelnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasi,ljem
cilj,evima	ciljevima
bloger,i	blo,ge,ri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravaju,ćim
raed,u	ra,edu
arafat,u	ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,liga,ni
stadion,ima	stadio,nima
zatvor,om	zatvo,rom
okupljen,ima	okup,lje,nima
aerodrom,ima	aerodro,mima
automobil,e	automobile
rumun,i	rumu,ni
komentator,a	komenta,tora
arafat,a	ara,fa,ta
nepovezan,i	nepo,veza,ni
zahtev,i	zahtevi
kemal,a	ke,mala
burkaj,a	bur,ka,ja
egzil,a	eg,zila
aerodrom,u	aerodromu
kritičar,a	kritičara
kurdistan,a	kur,di,stana
kurdski,h	ku,rd,skih
raširen,ih	raši,renih
miroljubiv,u	miro,ljubi,vu
bozjelov,im	bo,z,jelo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
taksim,u	ta,ksi,mu
kurd,ima	kur,dima
kurd,a	kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođan,skih
mađar,a	mađa,ra
ujedinjen,u	ujedinje,nu
zakon,e	zakone
plav,a	pla,va
crven,im	crve,nim
pruga,ma	pru,gama
žut,e	žute
državnost,i	drža,vnosti
dom,ovima	do,movima
organizovan,im	organizova,nim
kriminal,om	krimina,lom
benzinski,h	benzi,nskih
gigant,a	giga,nta
let,ova	le,tova
star,om	starom
terminal,u	termina,lu
parking,e	par,kin,ge
putnik,e	putnike
avionski,h	avion,skih
kabl,ova	kab,lova
izmir,u	iz,miru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	trenda
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
euleks,-a	eu,le,ks,-,a
nemir,ima	nemi,rima
nered,ima	ne,redima
nemir,a	ne,mira
rizik,a	rizika
uhapšen,ima	uhap,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovi,jih
admiral,om	ad,mira,lom
heri,jem	he,rijem
ulrih,om	ul,ri,hom
komandant,om	komanda,ntom
združen,ih	z,druže,nih
napulj,u	na,pu,lju
šestočlan,e	šesto,čla,ne
frenk,a	fren,ka
vizner,a	vi,z,nera
volfgang,a	vol,f,gan,ga
išinger,a	i,šin,gera
razgovor,ima	razgovorima
završen,im	završe,nim
loš,a	loša
rukovodstvo,m	rukovod,stvom
london,u	londonu
aspekt,e	aspekte
slab,iji	slabiji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	ime,ni,telja
radovan,a	radova,na
jelašić,a	je,la,šića
razlika,ma	razlikama
jelašićev,om	je,la,ši,ćevom
proizvod,ima	proizvodima
obojen,i	obo,jeni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deve,to,ci,f,rene
pismenost,i	pismenosti
transparentnost,i	transparent,nosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	časo,vi
vindovs,u	vin,dov,su
vord,u	vor,du
eksel,u	e,kse,lu
osnov,e	osnove
it,-a	it,-,a
kompjuter,ima	kompju,terima
kompjuter,u	kompju,teru
instruktor,e	instru,ktore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	udaru
urađen,o	urađeno
provajder,a	provaj,dera
trud,a	truda
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	motive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvatlji,vu
islam,a	is,lama
nametanje,m	nameta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nad,zoru
cerić,a	ce,rića
imam,ima	ima,mima
cerićev,a	ce,ri,ćeva
praznik,a	praznika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	isla,mskim
bošnjak,a	bošnja,ka
vernik,e	verni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
amerikanac,a	amerika,naca
musliman,ima	musli,manima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	su,narod,nika
tunis,a	tu,nisa
afrički,h	afri,čkih
azijski,h	azi,jskih
azilant,e	azi,lan,te
zabrinut,o	zabrinu,to
poznat,om	poznatom
sekretarijat,a	sekreta,rijata
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rijata
neiskorišćen,e	nei,sko,rišće,ne
solidarnost,i	solidarnosti
protest,u	prote,stu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
avganistan,a	avganista,na
most,u	mo,stu
mešovit,a	mešo,vita
kfor,-om	k,for,-,om
incident,a	incide,nta
miroljubiv,oj	miro,ljubi,voj
napetost,i	nape,tosti
višemesečni,h	više,mese,čnih
sever,a	severa
kamion,a	kami,ona
punkt,a	pun,kta
izolovan,o	izolova,no
ninić,a	ni,nića
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etni,čkih
nerešen,a	nere,šena
strpljenje,m	str,plje,njem
komitet,a	komiteta
svemir,a	sve,mira
telefon,i	telefo,ni
bolnica,ma	bol,nicama
prunariju,a	pru,na,riju,a
salcburg,u	sal,c,burgu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,n,tova
naučnik,a	naučnika
primerak,a	primeraka
nepoznat,a	nepoznata
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staroj
parivodićev,im	pari,vodi,ćevim
kreditor,a	kredi,tora
dug,ova	dugova
ubrzavanje,m	ubrza,vanjem
miodrag,a	miodra,ga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	tende,ra
predviđen,im	predvi,đenim
špediterski,h	š,pe,di,ter,skih
transportni,h	transportnih
postkomunistički,h	post,komu,nističkih
mesec,u	mesecu
zrelost,i	zrelosti
stepen,u	stepenu
kapital,om	kapita,lom
sastojak,a	sastojaka
resurs,e	resurse
prenategnutost,i	prena,te,gnu,tosti
saveznik,e	savezni,ke
strateški,m	strate,škim
obostran,oj	obo,stra,noj
behtel,u	be,hte,lu
animozitet,i	ani,mo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zali,va
kosorov,a	koso,rova
arbitražni,m	arbitra,žnim
upućivanje,m	upući,vanjem
izgubljen,o	izgublje,no
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	osetlji,voj
ivanov,a	iva,nova
zamah,u	zama,hu
obrt,u	ob,rtu
odvojen,u	odvoje,nu
počast,ima	poča,stima
sejdijuov,og	se,j,diju,ovog
portparol,a	port,pa,rola
džavit,a	dža,vita
bećiri,ja	be,ći,rija
narod,e	narode
bojan,a	bojana
milković,a	mil,kovića
ina,-e	i,na,-,e
neosnovan,e	neosno,vane
mmf,-om	mmf,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investi,tore
resurs,ima	resursima
talas,u	tala,su
blag,im	bla,gim
naj,bogat,ijih	najboga,tijih
istorijski,h	istorijskih
sindikat,e	sindi,kate
industrijalac,a	industrija,laca
poreski,h	poreskih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugi,h
jedinstven,om	jedinstve,nom
budžet,u	budžetu
sindikat,i	sindi,kati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
pdv,-a	pdv,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavača
koncept,u	konceptu
tim,ove	ti,move
imunitet,a	imuniteta
bos,ovima	bo,so,vima
tročlan,oj	tro,čla,noj
ubedljiv,og	ubed,ljivog
pobednik,a	pobednika
mafijaški,m	ma,fija,škim
plamen,om	pla,menom
galev,im	gale,vim
angel,om	ange,lom
hristov,im	hristo,vim
čuven,om	ču,venom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,sme,ni
jugozapad,u	jugozapa,du
mafijaš,a	ma,fija,ša
šef,u	še,fu
firma,ma	firmama
biznismen,ima	bizni,sme,nima
zlatomir,u	zla,to,miru
petkov,a	pet,kova
čvrst,i	čvr,sti
tvrdnja,ma	tvrdnja,ma
dans,-a	d,ans,-,a
boris,u	bori,su
velčev,u	vel,čevu
petkov,u	pe,tko,vu
cvetanov,a	c,veta,nova
tanov,a	ta,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
velčevljev,oj	vel,če,vlje,voj
optužba,ma	optu,žbama
glasanje,m	glasa,njem
zbunjen,i	zbu,njeni
hancesti,ju	han,ce,stiju
kišinjev,a	ki,ši,nje,va
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vidljiva
monitoring,a	monitoringa
komplikovan,o	kompliko,vano
kanal,e	kanale
čist,i	čisti
niz,om	nizom
masačusets,a	masa,ču,set,sa
nepravilnost,i	nepravilnosti
namešten,u	name,šte,nu
napet,o	nape,to
širok,ih	širo,kih
prenos,a	prenosa
ohr,-a	o,hr,-,a
mir,a	mira
privremen,a	privreme,na
zvaničnik,e	zvanični,ke
prag,u	pra,gu
osoblje,m	osoblje,m
mostar,u	mo,sta,ru
grad,ova	gradova
maksimum,a	maksimuma
kostas,om	kosta,som
karamanlis,om	kara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	ći,rila
dabi,ju	da,biju
fond,u	fon,du
fond,om	fon,dom
dužnički,h	duž,ničkih
nedaća,ma	neda,ća,ma
iznos,a	iznosa
efsf,-a	e,fs,f,-,a
budžet,om	budže,tom
dogovoren,a	dogovo,rena
obim,u	obimu
esm,-a	e,sm,-,a
prilog,a	priloga
doprinos,u	dopri,nosu
vašington,u	vašingtonu
cent,i	centi
izložen,om	izlože,nom
mlađan,a	mla,đana
dinkić,a	din,kića
dinkićev,og	din,ki,ćevog
slab,u	sla,bu
dinkićev,ih	din,ki,ćevih
sednica,ma	se,dnicama
tadićev,i	ta,di,će,vi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	blagi
davutogluov,im	da,vu,tog,lu,ovim
angažman,om	angaž,manom
balansiran,im	balan,si,ranim
inicijativa,ma	inicijativa,ma
posredovanje,m	posre,dovanjem
sad,-u	sad,-,u
potencijal,om	potencija,lom
mobiltel,a	mo,bil,tela
operater,a	opera,tera
naslovljen,oj	naslo,vlje,noj
savremen,u	savremenu
praćen,u	pra,ćenu
odgovarajući,m	odgovarajućim
veština,ma	veštinama
pokretač,em	pokreta,čem
prezasićen,ih	preza,si,ćenih
povećan,om	povećanom
bdp,-u	bdp,-,u
ocena,ma	ocenama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	se,ktore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	je,v,tine
kratkovid,a	krat,kovi,da
deonica,ma	deo,nicama
čitav,om	čitavom
voz,om	vo,zom
razvijenost,i	razvijenosti
okup,u	oku,pu
avion,i	avioni
primer,u	primeru
rat,ove	ra,tove
voz,ovima	vo,zo,vima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,rte
majdan,i	maj,dani
nepostojeći,h	nepo,stoje,ćih
jurišnik,a	juri,š,nika
lopov,a	lo,pova
direktor,i	direktori
džep,ova	dže,pova
koncert,i	konce,rti
estradni,h	estra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,du,k,tere
skretničar,e	s,kretni,čare
polomljen,a	po,lom,ljena
lopov,i	lo,povi
nabavljač,i	naba,vlja,či
šraf,ove	š,ra,fo,ve
teg,ove	te,gove
čekaonica,ma	če,kao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	krova
tip,ovi	tipovi
start,u	startu
leone,a	leo,nea
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovolj,stvom
medijski,h	medijskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	skupo,ce,nim
automobil,ima	automobi,lima
nedefinisan,ih	nede,fini,sanih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	rasho,de
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	donošenjem
serotonin,a	sero,to,nina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	mi,še,vima
miš,eva	miševa
neuron,a	neurona
hormon,om	hormo,nom
krv,i	krvi
tori,jem	to,rijem
takumi,jem	ta,ku,mi,jem
miš,evi	mi,ševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživa,čima
serotoninski,h	sero,toni,nskih
receptor,a	receptora
lek,ove	lekove
serototnin,a	sero,to,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	ka,ve,zu
jedinka,ma	jedi,nkama
izražen,ijim	izraže,nijim
neartikulisan,ih	ne,ar,tiku,lisanih
zvuk,ova	zvu,kova
simptom,e	simptome
anksioznost,i	anksioznosti
takumi,ja	ta,ku,mija
senzacionalistički,m	sen,za,cionali,stičkim
genetski,m	gene,tskim
mutacija,ma	muta,cijama
poremećaj,ima	poremećajima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	pozna,toj
nacist,a	naci,sta
hitlerov,e	hit,le,rove
naš,em	našem
vreme,nu	vremenu
klempererov,a	kle,mpe,re,rova
reklamni,h	rekla,m,nih
neograničen,u	neograni,čenu
nesavladiv,u	nesa,vla,di,vu
lažljiv,e	laž,ljive
nebrojen,om	ne,bro,je,nom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kontradi,ktor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvisti,čkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesa,vrše,nosti
naj,različit,ijih	najrazliči,tijih
glupost,i	gluposti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslova
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	dragoce,no
spot,ova	spo,tova
zatupljujući,h	za,tu,p,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestruke
jezik,om	jezikom
roman,e	romane
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
aušvic,a	au,š,vica
logoraš,a	logora,ša
koncentracioni,m	koncentra,cionim
logor,ima	logo,rima
postojeći,m	postojećim
teror,a	tero,ra
lažljiv,og	laž,ljivog
složen,u	slože,nu
osetljiv,u	osetlji,vu
nov,ijoj	novi,joj
nejak,u	neja,ku
miloševićev,og	miloše,viće,vog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identi,fikovani
crven,a	crvena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šće,na
go,lo	go,lo
pokrovitelj,e	pokro,vite,lje
položaj,ima	položa,jima
stran,oj	stra,noj
ponos,a	ponosa
obračun,i	obraču,ni
navijač,a	navijača
čitljiv,e	či,tlji,ve
naopak,o	nao,pa,ko
vidljiv,i	vidljivi
stereotip,a	stereotipa
začaran,i	za,ča,rani
prostor,u	prostoru
strah,u	strahu
glad,i	gladi
nasilnički,h	nasilni,čkih
potpun,oj	potpu,noj
roman,a	romana
detektiv,a	dete,ktiva
po,a	po,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
šerlok,a	š,er,loka
holms,a	hol,m,sa
herkul,a	her,kula
poaro,a	po,a,roa
junak,a	junaka
dipen,a	di,pe,na
roman,i	ro,mani
trideseti,h	tridesetih
okean,a	okeana
nezbe,a	ne,zbe,a
marlo,a	mar,loa
roman,ima	romanima
uočljiv,a	uoč,ljiva
sudbina,ma	sudbi,nama
crn,oj	cr,noj
senator,a	sena,tora
makarti,ja	maka,rti,ja
sadašnji,m	sada,šnjim
pakt,a	pa,kta
jens,om	j,en,som
stoltenberg,om	sto,l,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,mišlje,nika
nemoć,i	nemo,ći
vlastit,i	vlasti,ti
demokratičnost,i	demokrati,čnosti
bunt,a	bu,nta
bes,a	besa
vlastit,u	vla,stitu
vaš,a	vaša
ličnost,ima	ličnosti,ma
iskustvo,m	iskustvom
predsednik,u	predsedniku
favorit,a	fa,vo,rita
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
fbi,-ja	f,bi,-,ja
uvod,u	uvo,du
huver,a	hu,vera
prijatelj,ima	prijateljima
nekontrolisan,og	nekontro,lisa,nog
dosije,a	do,sije,a
stanovnik,e	stanovni,ke
senator,e	sena,tore
kongresmen,e	kongre,sme,ne
martin,u	mar,tinu
luter,u	lu,teru
king,u	kin,gu
metoda,ma	metodama
nezakonit,e	neza,ko,nite
pretres,e	pretre,se
dosije,e	do,sije,e
žargon,u	žar,gonu
dubok,a	dubo,ka
gangster,ima	ga,ng,ste,rima
koren,a	korena
smenjiv,a	sme,nji,va
vučić,a	vučića
slikovit,iji	sliko,viti,ji
korumpiran,i	koru,mpi,rani
đubre,ta	đubre,ta
progonitelj,i	pro,goni,telji
izabran,e	izabrane
čudo,m	ču,dom
čitalac,a	čitalaca
zemljin,og	zemlji,nog
šar,a	ša,ra
ljosin,og	l,jo,si,nog
naslov,om	naslovom
pijur,a	pi,ju,ra
felisit,a	fe,li,si,ta
janake,a	ja,na,ke,a
reketaš,a	reke,ta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	zaple,ta
smisaon,im	smisao,nim
ucenjivač,ima	uce,nji,va,čima
crtež,om	crte,žom
pauk,a	pau,ka
požar,a	požara
neugodnost,i	neu,go,dnosti
ljubav,lju	ljubavlju
roman,u	romanu
čuven,i	čuveni
ljosin,im	l,jo,si,nim
ljubitelj,ima	ljubi,teljima
sin,ovima	si,novima
običaj,u	običa,ju
sapunski,h	sapu,nskih
bok,a	bo,ka
sin,u	sinu
fončitov,oj	fon,čito,voj
fončitov,e	fon,čito,ve
duh,om	duho,m
ljosin,oj	l,jo,si,noj
ljosin,o	l,jo,si,no
savremen,og	savremenog
peru,a	peru,a
rasparen,e	raspa,rene
kućni,m	kuć,nim
papuča,ma	pa,pu,ča,ma
viskonzin,u	vi,sko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	auto,imu,nih
alchajmerov,om	al,cha,j,me,rovom
demencija,ma	de,men,cijama
stub,a	stuba
zdrav,e	zdrave
paradoks,a	paradoksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	možda,ne
pospan,i	pos,pani
talas,a	talasa
dubok,i	dubo,ki
dubok,og	dubo,kog
pokret,ima	pokretima
povećan,u	povećanu
okean,u	oke,anu
svet,ove	sve,tove
čas,u	času
staž,a	staža
dušek,a	duše,ka
zebald,a	ze,bal,da
saturnov,i	sa,tu,rno,vi
prsten,ovi	prste,novi
zebald,u	ze,bal,du
besmislen,ih	besmisle,nih
vlastit,e	vlastite
putokaz,i	puto,kazi
valer,i	va,leri
monoton,e	mono,tone
knjiga,ma	knjigama
svaki,m	svakim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	trendova
verzija,ma	verzija,ma
vulkan,om	vulka,nom
malkolm,a	mal,kol,ma
lauri,ja	lau,rija
zenov,u	ze,novu
ital,a	i,tala
zvev,a	z,ve,va
grob,ovima	gro,bovima
ernest,a	e,rne,sta
sabat,a	sa,bata
bulgakov,a	bu,lga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	proži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlasti,tog
grad,ovi	gradovi
čas,ove	časo,ve
zemaljski,h	zemalj,skih
star,im	starim
trst,om	tr,stom
zen,a	ze,na
kozim,a	ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	origi,nala
leopold,a	leo,pol,da
blum,a	b,luma
bled,u	ble,du
džojsov,og	dž,oj,sovog
život,ima	živo,tima
detalj,u	deta,lju
jarbol,a	ja,r,bo,la
brodolom,a	bro,do,lo,ma
prostor,i	prostori
pouzdan,a	pouzda,na
razvučenost,i	raz,vu,čenosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papi,rna,tih
jalov,om	ja,lo,vom
ključ,a	klju,ča
bezdan,u	bez,da,nu
avet,i	a,veti
univerzum,a	univerzu,ma
model,i	modeli
čitaočev,og	čitao,čevog
orijentir,i	orijenti,ri
zamišljen,og	zamišlje,nog
nojev,a	no,jeva
unos,a	unosa
čovekolik,i	čove,ko,liki
elektroencefalogram,a	elektro,ence,fa,lo,grama
uređaj,i	uređaji
niz,a	niza
određen,oj	određenoj
komfor,a	kom,fora
mit,-a	mi,t,-,a
mašina,ma	maši,nama
potreba,ma	potrebama
pionirski,h	pioni,rskih
univerzitet,u	univerzitetu
računar,a	računara
automat,u	auto,ma,tu
naj,rashlađen,ija	najra,sh,la,đe,nija
preduslov,i	predu,slovi
prav,ih	pravih
samsung,a	sam,su,nga
frižider,e	friži,dere
